Metodo;Fold;ACC
EfficientNetB2_PCA_300_RBF;1;0,8571
EfficientNetB2_PCA_300_RBF;2;0,9143
EfficientNetB2_PCA_300_RBF;3;0,8529
EfficientNetB2_PCA_300_RBF;4;0,7941
EfficientNetB2_PCA_300_RBF;5;0,9412
EfficientNetB2_PCA_300_RBF;6;0,8824
EfficientNetB2_PCA_300_RBF;7;0,8529
EfficientNetB2_PCA_300_RBF;8;0,8235
EfficientNetB2_PCA_300_RBF;9;0,9118
EfficientNetB2_PCA_300_RBF;10;0,8824
EfficientNetB2_PCA_300_LinearSVM;1;0,9429
EfficientNetB2_PCA_300_LinearSVM;2;0,8571
EfficientNetB2_PCA_300_LinearSVM;3;0,9706
EfficientNetB2_PCA_300_LinearSVM;4;0,8824
EfficientNetB2_PCA_300_LinearSVM;5;0,9118
EfficientNetB2_PCA_300_LinearSVM;6;0,9412
EfficientNetB2_PCA_300_LinearSVM;7;0,9118
EfficientNetB2_PCA_300_LinearSVM;8;0,9118
EfficientNetB2_PCA_300_LinearSVM;9;0,9412
EfficientNetB2_PCA_300_LinearSVM;10;0,9118
EfficientNetB2_PCA_300_MLP;1;0,7143
EfficientNetB2_PCA_300_MLP;2;0,6
EfficientNetB2_PCA_300_MLP;3;0,6176
EfficientNetB2_PCA_300_MLP;4;0,6176
EfficientNetB2_PCA_300_MLP;5;0,7647
EfficientNetB2_PCA_300_MLP;6;0,6176
EfficientNetB2_PCA_300_MLP;7;0,6471
EfficientNetB2_PCA_300_MLP;8;0,5588
EfficientNetB2_PCA_300_MLP;9;0,6471
EfficientNetB2_PCA_300_MLP;10;0,7059
EfficientNetB2_PCA_300_Logistic;1;0,9429
EfficientNetB2_PCA_300_Logistic;2;0,8857
EfficientNetB2_PCA_300_Logistic;3;0,9412
EfficientNetB2_PCA_300_Logistic;4;0,8824
EfficientNetB2_PCA_300_Logistic;5;0,9706
EfficientNetB2_PCA_300_Logistic;6;0,9412
EfficientNetB2_PCA_300_Logistic;7;0,9118
EfficientNetB2_PCA_300_Logistic;8;0,8824
EfficientNetB2_PCA_300_Logistic;9;0,9412
EfficientNetB2_PCA_300_Logistic;10;0,9118
EfficientNetB2_PCA_300_RandomForest;1;0,8
EfficientNetB2_PCA_300_RandomForest;2;0,7429
EfficientNetB2_PCA_300_RandomForest;3;0,5588
EfficientNetB2_PCA_300_RandomForest;4;0,7059
EfficientNetB2_PCA_300_RandomForest;5;0,6765
EfficientNetB2_PCA_300_RandomForest;6;0,7059
EfficientNetB2_PCA_300_RandomForest;7;0,7353
EfficientNetB2_PCA_300_RandomForest;8;0,7059
EfficientNetB2_PCA_300_RandomForest;9;0,7941
EfficientNetB2_PCA_300_RandomForest;10;0,7941
EfficientNetB2_PCA_300_Adaboost;1;0,8286
EfficientNetB2_PCA_300_Adaboost;2;0,7143
EfficientNetB2_PCA_300_Adaboost;3;0,7941
EfficientNetB2_PCA_300_Adaboost;4;0,8235
EfficientNetB2_PCA_300_Adaboost;5;0,7647
EfficientNetB2_PCA_300_Adaboost;6;0,8529
EfficientNetB2_PCA_300_Adaboost;7;0,8529
EfficientNetB2_PCA_300_Adaboost;8;0,7647
EfficientNetB2_PCA_300_Adaboost;9;0,8529
EfficientNetB2_PCA_300_Adaboost;10;0,9118
EfficientNetB2_PCA_300_Gaussian;1;0,6857
EfficientNetB2_PCA_300_Gaussian;2;0,7143
EfficientNetB2_PCA_300_Gaussian;3;0,6176
EfficientNetB2_PCA_300_Gaussian;4;0,6765
EfficientNetB2_PCA_300_Gaussian;5;0,7059
EfficientNetB2_PCA_300_Gaussian;6;0,6471
EfficientNetB2_PCA_300_Gaussian;7;0,7353
EfficientNetB2_PCA_300_Gaussian;8;0,6765
EfficientNetB2_PCA_300_Gaussian;9;0,7941
EfficientNetB2_PCA_300_Gaussian;10;0,7353
EfficientNetB3_PCA_300_J48;1;0,6571
EfficientNetB3_PCA_300_J48;2;0,7714
EfficientNetB3_PCA_300_J48;3;0,7647
EfficientNetB3_PCA_300_J48;4;0,6765
EfficientNetB3_PCA_300_J48;5;0,8235
EfficientNetB3_PCA_300_J48;6;0,7941
EfficientNetB3_PCA_300_J48;7;0,7647
EfficientNetB3_PCA_300_J48;8;0,8235
EfficientNetB3_PCA_300_J48;9;0,7059
EfficientNetB3_PCA_300_J48;10;0,7059
EfficientNetB3_PCA_300_RBF;1;0,7714
EfficientNetB3_PCA_300_RBF;2;0,9143
EfficientNetB3_PCA_300_RBF;3;0,8529
EfficientNetB3_PCA_300_RBF;4;0,8529
EfficientNetB3_PCA_300_RBF;5;0,9412
EfficientNetB3_PCA_300_RBF;6;0,9118
EfficientNetB3_PCA_300_RBF;7;0,7941
EfficientNetB3_PCA_300_RBF;8;0,8529
EfficientNetB3_PCA_300_RBF;9;0,9412
EfficientNetB3_PCA_300_RBF;10;0,8824
EfficientNetB3_PCA_300_LinearSVM;1;0,9143
EfficientNetB3_PCA_300_LinearSVM;2;0,9429
EfficientNetB3_PCA_300_LinearSVM;3;0,9118
EfficientNetB3_PCA_300_LinearSVM;4;0,8824
EfficientNetB3_PCA_300_LinearSVM;5;0,9118
EfficientNetB3_PCA_300_LinearSVM;6;0,9118
EfficientNetB3_PCA_300_LinearSVM;7;0,8824
EfficientNetB3_PCA_300_LinearSVM;8;0,9118
EfficientNetB3_PCA_300_LinearSVM;9;0,9706
EfficientNetB3_PCA_300_LinearSVM;10;0,9118
EfficientNetB3_PCA_300_MLP;1;0,6
EfficientNetB3_PCA_300_MLP;2;0,7429
EfficientNetB3_PCA_300_MLP;3;0,6176
EfficientNetB3_PCA_300_MLP;4;0,6765
EfficientNetB3_PCA_300_MLP;5;0,7353
EfficientNetB3_PCA_300_MLP;6;0,7353
EfficientNetB3_PCA_300_MLP;7;0,6176
EfficientNetB3_PCA_300_MLP;8;0,8529
EfficientNetB3_PCA_300_MLP;9;0,7059
EfficientNetB3_PCA_300_MLP;10;0,6176
EfficientNetB3_PCA_300_Logistic;1;0,9143
EfficientNetB3_PCA_300_Logistic;2;0,9143
EfficientNetB3_PCA_300_Logistic;3;0,9118
EfficientNetB3_PCA_300_Logistic;4;0,8824
EfficientNetB3_PCA_300_Logistic;5;0,9412
EfficientNetB3_PCA_300_Logistic;6;0,9118
EfficientNetB3_PCA_300_Logistic;7;0,9118
EfficientNetB3_PCA_300_Logistic;8;0,9118
EfficientNetB3_PCA_300_Logistic;9;0,9706
EfficientNetB3_PCA_300_Logistic;10;0,9412
EfficientNetB3_PCA_300_RandomForest;1;0,6571
EfficientNetB3_PCA_300_RandomForest;2;0,8286
EfficientNetB3_PCA_300_RandomForest;3;0,7647
EfficientNetB3_PCA_300_RandomForest;4;0,6471
EfficientNetB3_PCA_300_RandomForest;5;0,7353
EfficientNetB3_PCA_300_RandomForest;6;0,8235
EfficientNetB3_PCA_300_RandomForest;7;0,7647
EfficientNetB3_PCA_300_RandomForest;8;0,7647
EfficientNetB3_PCA_300_RandomForest;9;0,7941
EfficientNetB3_PCA_300_RandomForest;10;0,7059
EfficientNetB3_PCA_300_Adaboost;1;0,7429
EfficientNetB3_PCA_300_Adaboost;2;0,8286
EfficientNetB3_PCA_300_Adaboost;3;0,7647
EfficientNetB3_PCA_300_Adaboost;4;0,7059
EfficientNetB3_PCA_300_Adaboost;5;0,8235
EfficientNetB3_PCA_300_Adaboost;6;0,8824
EfficientNetB3_PCA_300_Adaboost;7;0,7941
EfficientNetB3_PCA_300_Adaboost;8;0,8235
EfficientNetB3_PCA_300_Adaboost;9;0,9118
EfficientNetB3_PCA_300_Adaboost;10;0,8529
EfficientNetB3_PCA_300_Gaussian;1;0,6286
EfficientNetB3_PCA_300_Gaussian;2;0,7714
EfficientNetB3_PCA_300_Gaussian;3;0,7941
EfficientNetB3_PCA_300_Gaussian;4;0,6471
EfficientNetB3_PCA_300_Gaussian;5;0,7353
EfficientNetB3_PCA_300_Gaussian;6;0,7059
EfficientNetB3_PCA_300_Gaussian;7;0,6471
EfficientNetB3_PCA_300_Gaussian;8;0,5882
EfficientNetB3_PCA_300_Gaussian;9;0,7353
EfficientNetB3_PCA_300_Gaussian;10;0,6471
EfficientNetB4_PCA_300_J48;1;0,6857
EfficientNetB4_PCA_300_J48;2;0,6571
EfficientNetB4_PCA_300_J48;3;0,7059
EfficientNetB4_PCA_300_J48;4;0,7059
EfficientNetB4_PCA_300_J48;5;0,7353
EfficientNetB4_PCA_300_J48;6;0,6765
EfficientNetB4_PCA_300_J48;7;0,7059
EfficientNetB4_PCA_300_J48;8;0,7353
EfficientNetB4_PCA_300_J48;9;0,8235
EfficientNetB4_PCA_300_J48;10;0,7941
EfficientNetB4_PCA_300_RBF;1;0,7429
EfficientNetB4_PCA_300_RBF;2;0,9143
EfficientNetB4_PCA_300_RBF;3;0,9118
EfficientNetB4_PCA_300_RBF;4;0,7647
EfficientNetB4_PCA_300_RBF;5;0,9412
EfficientNetB4_PCA_300_RBF;6;0,9118
EfficientNetB4_PCA_300_RBF;7;0,7941
EfficientNetB4_PCA_300_RBF;8;0,8824
EfficientNetB4_PCA_300_RBF;9;0,9118
EfficientNetB4_PCA_300_RBF;10;0,8824
EfficientNetB4_PCA_300_LinearSVM;1;0,7714
EfficientNetB4_PCA_300_LinearSVM;2;0,8571
EfficientNetB4_PCA_300_LinearSVM;3;0,9118
EfficientNetB4_PCA_300_LinearSVM;4;0,8529
EfficientNetB4_PCA_300_LinearSVM;5;0,9412
EfficientNetB4_PCA_300_LinearSVM;6;0,9412
EfficientNetB4_PCA_300_LinearSVM;7;0,8824
EfficientNetB4_PCA_300_LinearSVM;8;0,9118
EfficientNetB4_PCA_300_LinearSVM;9;0,9118
EfficientNetB4_PCA_300_LinearSVM;10;0,9118
EfficientNetB4_PCA_300_MLP;1;0,5714
EfficientNetB4_PCA_300_MLP;2;0,4
EfficientNetB4_PCA_300_MLP;3;0,5882
EfficientNetB4_PCA_300_MLP;4;0,5882
EfficientNetB4_PCA_300_MLP;5;0,5
EfficientNetB4_PCA_300_MLP;6;0,5294
EfficientNetB4_PCA_300_MLP;7;0,4412
EfficientNetB4_PCA_300_MLP;8;0,5588
EfficientNetB4_PCA_300_MLP;9;0,6765
EfficientNetB4_PCA_300_MLP;10;0,5882
EfficientNetB4_PCA_300_Logistic;1;0,7714
EfficientNetB4_PCA_300_Logistic;2;0,8857
EfficientNetB4_PCA_300_Logistic;3;0,9118
EfficientNetB4_PCA_300_Logistic;4;0,8235
EfficientNetB4_PCA_300_Logistic;5;0,9706
EfficientNetB4_PCA_300_Logistic;6;0,9412
EfficientNetB4_PCA_300_Logistic;7;0,8824
EfficientNetB4_PCA_300_Logistic;8;0,9412
EfficientNetB4_PCA_300_Logistic;9;0,9118
EfficientNetB4_PCA_300_Logistic;10;0,9412
EfficientNetB4_PCA_300_RandomForest;1;0,8
EfficientNetB4_PCA_300_RandomForest;2;0,7429
EfficientNetB4_PCA_300_RandomForest;3;0,8235
EfficientNetB4_PCA_300_RandomForest;4;0,7647
EfficientNetB4_PCA_300_RandomForest;5;0,8235
EfficientNetB4_PCA_300_RandomForest;6;0,7353
EfficientNetB4_PCA_300_RandomForest;7;0,7647
EfficientNetB4_PCA_300_RandomForest;8;0,7941
EfficientNetB4_PCA_300_RandomForest;9;0,7647
EfficientNetB4_PCA_300_RandomForest;10;0,8235
EfficientNetB4_PCA_300_Adaboost;1;0,6857
EfficientNetB4_PCA_300_Adaboost;2;0,9143
EfficientNetB4_PCA_300_Adaboost;3;0,8529
EfficientNetB4_PCA_300_Adaboost;4;0,7647
EfficientNetB4_PCA_300_Adaboost;5;0,8824
EfficientNetB4_PCA_300_Adaboost;6;0,8824
EfficientNetB4_PCA_300_Adaboost;7;0,7353
EfficientNetB4_PCA_300_Adaboost;8;0,9412
EfficientNetB4_PCA_300_Adaboost;9;0,9412
EfficientNetB4_PCA_300_Adaboost;10;0,8824
EfficientNetB4_PCA_300_Gaussian;1;0,7429
EfficientNetB4_PCA_300_Gaussian;2;0,7143
EfficientNetB4_PCA_300_Gaussian;3;0,7941
EfficientNetB4_PCA_300_Gaussian;4;0,6471
EfficientNetB4_PCA_300_Gaussian;5;0,7059
EfficientNetB4_PCA_300_Gaussian;6;0,6176
EfficientNetB4_PCA_300_Gaussian;7;0,6765
EfficientNetB4_PCA_300_Gaussian;8;0,6471
EfficientNetB4_PCA_300_Gaussian;9;0,6471
EfficientNetB4_PCA_300_Gaussian;10;0,6765
EfficientNetB5_PCA_300_J48;1;0,5714
EfficientNetB5_PCA_300_J48;2;0,6857
EfficientNetB5_PCA_300_J48;3;0,5588
EfficientNetB5_PCA_300_J48;4;0,6176
EfficientNetB5_PCA_300_J48;5;0,7353
EfficientNetB5_PCA_300_J48;6;0,6765
EfficientNetB5_PCA_300_J48;7;0,6765
EfficientNetB5_PCA_300_J48;8;0,7353
EfficientNetB5_PCA_300_J48;9;0,6176
EfficientNetB5_PCA_300_J48;10;0,6471
EfficientNetB5_PCA_300_RBF;1;0,8286
EfficientNetB5_PCA_300_RBF;2;0,9714
EfficientNetB5_PCA_300_RBF;3;0,9118
EfficientNetB5_PCA_300_RBF;4;0,7941
EfficientNetB5_PCA_300_RBF;5;0,9412
EfficientNetB5_PCA_300_RBF;6;0,8235
EfficientNetB5_PCA_300_RBF;7;0,8529
EfficientNetB5_PCA_300_RBF;8;0,9412
EfficientNetB5_PCA_300_RBF;9;0,9412
EfficientNetB5_PCA_300_RBF;10;0,8529
EfficientNetB5_PCA_300_LinearSVM;1;0,8286
EfficientNetB5_PCA_300_LinearSVM;2;0,9143
EfficientNetB5_PCA_300_LinearSVM;3;0,9412
EfficientNetB5_PCA_300_LinearSVM;4;0,8824
EfficientNetB5_PCA_300_LinearSVM;5;0,9118
EfficientNetB5_PCA_300_LinearSVM;6;0,8824
EfficientNetB5_PCA_300_LinearSVM;7;0,8824
EfficientNetB5_PCA_300_LinearSVM;8;0,9412
EfficientNetB5_PCA_300_LinearSVM;9;0,9412
EfficientNetB5_PCA_300_LinearSVM;10;0,8824
EfficientNetB5_PCA_300_MLP;1;0,5714
EfficientNetB5_PCA_300_MLP;2;0,6286
EfficientNetB5_PCA_300_MLP;3;0,5882
EfficientNetB5_PCA_300_MLP;4;0,6471
EfficientNetB5_PCA_300_MLP;5;0,7353
EfficientNetB5_PCA_300_MLP;6;0,7353
EfficientNetB5_PCA_300_MLP;7;0,6176
EfficientNetB5_PCA_300_MLP;8;0,7941
EfficientNetB5_PCA_300_MLP;9;0,7059
EfficientNetB5_PCA_300_MLP;10;0,7647
EfficientNetB5_PCA_300_Logistic;1;0,8571
EfficientNetB5_PCA_300_Logistic;2;0,9714
EfficientNetB5_PCA_300_Logistic;3;0,9412
EfficientNetB5_PCA_300_Logistic;4;0,9118
EfficientNetB5_PCA_300_Logistic;5;0,9412
EfficientNetB5_PCA_300_Logistic;6;0,8824
EfficientNetB5_PCA_300_Logistic;7;0,9118
EfficientNetB5_PCA_300_Logistic;8;0,9118
EfficientNetB5_PCA_300_Logistic;9;0,9412
EfficientNetB5_PCA_300_Logistic;10;0,8529
EfficientNetB5_PCA_300_RandomForest;1;0,7143
EfficientNetB5_PCA_300_RandomForest;2;0,6857
EfficientNetB5_PCA_300_RandomForest;3;0,7647
EfficientNetB5_PCA_300_RandomForest;4;0,7059
EfficientNetB5_PCA_300_RandomForest;5;0,7647
EfficientNetB5_PCA_300_RandomForest;6;0,7059
EfficientNetB5_PCA_300_RandomForest;7;0,6471
EfficientNetB5_PCA_300_RandomForest;8;0,7647
EfficientNetB5_PCA_300_RandomForest;9;0,7647
EfficientNetB5_PCA_300_RandomForest;10;0,5882
EfficientNetB5_PCA_300_Adaboost;1;0,7143
EfficientNetB5_PCA_300_Adaboost;2;0,8286
EfficientNetB5_PCA_300_Adaboost;3;0,8529
EfficientNetB5_PCA_300_Adaboost;4;0,6765
EfficientNetB5_PCA_300_Adaboost;5;0,8235
EfficientNetB5_PCA_300_Adaboost;6;0,8529
EfficientNetB5_PCA_300_Adaboost;7;0,7353
EfficientNetB5_PCA_300_Adaboost;8;0,7353
EfficientNetB5_PCA_300_Adaboost;9;0,8824
EfficientNetB5_PCA_300_Adaboost;10;0,7941
EfficientNetB5_PCA_300_Gaussian;1;0,6571
EfficientNetB5_PCA_300_Gaussian;2;0,6571
EfficientNetB5_PCA_300_Gaussian;3;0,7353
EfficientNetB5_PCA_300_Gaussian;4;0,6176
EfficientNetB5_PCA_300_Gaussian;5;0,6471
EfficientNetB5_PCA_300_Gaussian;6;0,6471
EfficientNetB5_PCA_300_Gaussian;7;0,6176
EfficientNetB5_PCA_300_Gaussian;8;0,6176
EfficientNetB5_PCA_300_Gaussian;9;0,7059
EfficientNetB5_PCA_300_Gaussian;10;0,6176
EfficientNetB6_PCA_300_J48;1;0,6857
EfficientNetB6_PCA_300_J48;2;0,5143
EfficientNetB6_PCA_300_J48;3;0,6765
EfficientNetB6_PCA_300_J48;4;0,6176
EfficientNetB6_PCA_300_J48;5;0,7059
EfficientNetB6_PCA_300_J48;6;0,7353
EfficientNetB6_PCA_300_J48;7;0,6471
EfficientNetB6_PCA_300_J48;8;0,6765
EfficientNetB6_PCA_300_J48;9;0,5882
EfficientNetB6_PCA_300_J48;10;0,6765
EfficientNetB6_PCA_300_RBF;1;0,7714
EfficientNetB6_PCA_300_RBF;2;0,8857
EfficientNetB6_PCA_300_RBF;3;0,8529
EfficientNetB6_PCA_300_RBF;4;0,7059
EfficientNetB6_PCA_300_RBF;5;0,8824
EfficientNetB6_PCA_300_RBF;6;0,8529
EfficientNetB6_PCA_300_RBF;7;0,7647
EfficientNetB6_PCA_300_RBF;8;0,9412
EfficientNetB6_PCA_300_RBF;9;0,8824
EfficientNetB6_PCA_300_RBF;10;0,8529
EfficientNetB6_PCA_300_LinearSVM;1;0,8286
EfficientNetB6_PCA_300_LinearSVM;2;0,9143
EfficientNetB6_PCA_300_LinearSVM;3;0,9118
EfficientNetB6_PCA_300_LinearSVM;4;0,7647
EfficientNetB6_PCA_300_LinearSVM;5;0,9118
EfficientNetB6_PCA_300_LinearSVM;6;0,8235
EfficientNetB6_PCA_300_LinearSVM;7;0,7941
EfficientNetB6_PCA_300_LinearSVM;8;0,8824
EfficientNetB6_PCA_300_LinearSVM;9;0,8824
EfficientNetB6_PCA_300_LinearSVM;10;0,9118
EfficientNetB6_PCA_300_MLP;1;0,6571
EfficientNetB6_PCA_300_MLP;2;0,6571
EfficientNetB6_PCA_300_MLP;3;0,6765
EfficientNetB6_PCA_300_MLP;4;0,6176
EfficientNetB6_PCA_300_MLP;5;0,7059
EfficientNetB6_PCA_300_MLP;6;0,7059
EfficientNetB6_PCA_300_MLP;7;0,7353
EfficientNetB6_PCA_300_MLP;8;0,7353
EfficientNetB6_PCA_300_MLP;9;0,7647
EfficientNetB6_PCA_300_MLP;10;0,6471
EfficientNetB6_PCA_300_Logistic;1;0,8286
EfficientNetB6_PCA_300_Logistic;2;0,9143
EfficientNetB6_PCA_300_Logistic;3;0,9412
EfficientNetB6_PCA_300_Logistic;4;0,7941
EfficientNetB6_PCA_300_Logistic;5;0,9118
EfficientNetB6_PCA_300_Logistic;6;0,8529
EfficientNetB6_PCA_300_Logistic;7;0,8235
EfficientNetB6_PCA_300_Logistic;8;0,9118
EfficientNetB6_PCA_300_Logistic;9;0,9412
EfficientNetB6_PCA_300_Logistic;10;0,9118
EfficientNetB6_PCA_300_RandomForest;1;0,7714
EfficientNetB6_PCA_300_RandomForest;2;0,5714
EfficientNetB6_PCA_300_RandomForest;3;0,7647
EfficientNetB6_PCA_300_RandomForest;4;0,6765
EfficientNetB6_PCA_300_RandomForest;5;0,7647
EfficientNetB6_PCA_300_RandomForest;6;0,7353
EfficientNetB6_PCA_300_RandomForest;7;0,6471
EfficientNetB6_PCA_300_RandomForest;8;0,8529
EfficientNetB6_PCA_300_RandomForest;9;0,7647
EfficientNetB6_PCA_300_RandomForest;10;0,7647
EfficientNetB6_PCA_300_Adaboost;1;0,7429
EfficientNetB6_PCA_300_Adaboost;2;0,8286
EfficientNetB6_PCA_300_Adaboost;3;0,8529
EfficientNetB6_PCA_300_Adaboost;4;0,5882
EfficientNetB6_PCA_300_Adaboost;5;0,7647
EfficientNetB6_PCA_300_Adaboost;6;0,6765
EfficientNetB6_PCA_300_Adaboost;7;0,6765
EfficientNetB6_PCA_300_Adaboost;8;0,8529
EfficientNetB6_PCA_300_Adaboost;9;0,7647
EfficientNetB6_PCA_300_Adaboost;10;0,8529
EfficientNetB6_PCA_300_Gaussian;1;0,6857
EfficientNetB6_PCA_300_Gaussian;2;0,6286
EfficientNetB6_PCA_300_Gaussian;3;0,7353
EfficientNetB6_PCA_300_Gaussian;4;0,6471
EfficientNetB6_PCA_300_Gaussian;5;0,6471
EfficientNetB6_PCA_300_Gaussian;6;0,6765
EfficientNetB6_PCA_300_Gaussian;7;0,5882
EfficientNetB6_PCA_300_Gaussian;8;0,6765
EfficientNetB6_PCA_300_Gaussian;9;0,6471
EfficientNetB6_PCA_300_Gaussian;10;0,6765
EfficientNetB7_PCA_300_J48;1;0,7143
EfficientNetB7_PCA_300_J48;2;0,6857
EfficientNetB7_PCA_300_J48;3;0,7941
EfficientNetB7_PCA_300_J48;4;0,6176
EfficientNetB7_PCA_300_J48;5;0,8824
EfficientNetB7_PCA_300_J48;6;0,7941
EfficientNetB7_PCA_300_J48;7;0,7353
EfficientNetB7_PCA_300_J48;8;0,7647
EfficientNetB7_PCA_300_J48;9;0,6471
EfficientNetB7_PCA_300_J48;10;0,6765
EfficientNetB7_PCA_300_RBF;1;0,8286
EfficientNetB7_PCA_300_RBF;2;0,8857
EfficientNetB7_PCA_300_RBF;3;0,9412
EfficientNetB7_PCA_300_RBF;4;0,7647
EfficientNetB7_PCA_300_RBF;5;0,8529
EfficientNetB7_PCA_300_RBF;6;0,9412
EfficientNetB7_PCA_300_RBF;7;0,8824
EfficientNetB7_PCA_300_RBF;8;0,9412
EfficientNetB7_PCA_300_RBF;9;0,9412
EfficientNetB7_PCA_300_RBF;10;0,8529
EfficientNetB7_PCA_300_LinearSVM;1;0,8571
EfficientNetB7_PCA_300_LinearSVM;2;0,8857
EfficientNetB7_PCA_300_LinearSVM;3;0,9412
EfficientNetB7_PCA_300_LinearSVM;4;0,7647
EfficientNetB7_PCA_300_LinearSVM;5;0,7941
EfficientNetB7_PCA_300_LinearSVM;6;0,8529
EfficientNetB7_PCA_300_LinearSVM;7;0,9118
EfficientNetB7_PCA_300_LinearSVM;8;0,8235
EfficientNetB7_PCA_300_LinearSVM;9;0,8824
EfficientNetB7_PCA_300_LinearSVM;10;0,8824
EfficientNetB7_PCA_300_MLP;1;0,4571
EfficientNetB7_PCA_300_MLP;2;0,6857
EfficientNetB7_PCA_300_MLP;3;0,7059
EfficientNetB7_PCA_300_MLP;4;0,6765
EfficientNetB7_PCA_300_MLP;5;0,6176
EfficientNetB7_PCA_300_MLP;6;0,7941
EfficientNetB7_PCA_300_MLP;7;0,5588
EfficientNetB7_PCA_300_MLP;8;0,7353
EfficientNetB7_PCA_300_MLP;9;0,7941
EfficientNetB7_PCA_300_MLP;10;0,5588
EfficientNetB7_PCA_300_Logistic;1;0,8857
EfficientNetB7_PCA_300_Logistic;2;0,8857
EfficientNetB7_PCA_300_Logistic;3;1
EfficientNetB7_PCA_300_Logistic;4;0,8235
EfficientNetB7_PCA_300_Logistic;5;0,7941
EfficientNetB7_PCA_300_Logistic;6;0,8529
EfficientNetB7_PCA_300_Logistic;7;0,9118
EfficientNetB7_PCA_300_Logistic;8;0,8235
EfficientNetB7_PCA_300_Logistic;9;0,9118
EfficientNetB7_PCA_300_Logistic;10;0,8824
EfficientNetB7_PCA_300_RandomForest;1;0,6857
EfficientNetB7_PCA_300_RandomForest;2;0,8
EfficientNetB7_PCA_300_RandomForest;3;0,7941
EfficientNetB7_PCA_300_RandomForest;4;0,6471
EfficientNetB7_PCA_300_RandomForest;5;0,7941
EfficientNetB7_PCA_300_RandomForest;6;0,7059
EfficientNetB7_PCA_300_RandomForest;7;0,7059
EfficientNetB7_PCA_300_RandomForest;8;0,8824
EfficientNetB7_PCA_300_RandomForest;9;0,7353
EfficientNetB7_PCA_300_RandomForest;10;0,7353
EfficientNetB7_PCA_300_Adaboost;1;0,6857
EfficientNetB7_PCA_300_Adaboost;2;0,6857
EfficientNetB7_PCA_300_Adaboost;3;0,7941
EfficientNetB7_PCA_300_Adaboost;4;0,7353
EfficientNetB7_PCA_300_Adaboost;5;0,8529
EfficientNetB7_PCA_300_Adaboost;6;0,8529
EfficientNetB7_PCA_300_Adaboost;7;0,7941
EfficientNetB7_PCA_300_Adaboost;8;0,9118
EfficientNetB7_PCA_300_Adaboost;9;0,7941
EfficientNetB7_PCA_300_Adaboost;10;0,7941
EfficientNetB7_PCA_300_Gaussian;1;0,6857
EfficientNetB7_PCA_300_Gaussian;2;0,6857
EfficientNetB7_PCA_300_Gaussian;3;0,7353
EfficientNetB7_PCA_300_Gaussian;4;0,6176
EfficientNetB7_PCA_300_Gaussian;5;0,6765
EfficientNetB7_PCA_300_Gaussian;6;0,7059
EfficientNetB7_PCA_300_Gaussian;7;0,7059
EfficientNetB7_PCA_300_Gaussian;8;0,6471
EfficientNetB7_PCA_300_Gaussian;9;0,8235
EfficientNetB7_PCA_300_Gaussian;10;0,5882
Xception_PCA_250_J48;1;0,7143
Xception_PCA_250_J48;2;0,7429
Xception_PCA_250_J48;3;0,6765
Xception_PCA_250_J48;4;0,6176
Xception_PCA_250_J48;5;0,6176
Xception_PCA_250_J48;6;0,6471
Xception_PCA_250_J48;7;0,6176
Xception_PCA_250_J48;8;0,7059
Xception_PCA_250_J48;9;0,7353
Xception_PCA_250_J48;10;0,6471
Xception_PCA_250_RBF;1;0,7429
Xception_PCA_250_RBF;2;0,9143
Xception_PCA_250_RBF;3;0,8824
Xception_PCA_250_RBF;4;0,8235
Xception_PCA_250_RBF;5;0,8824
Xception_PCA_250_RBF;6;0,9118
Xception_PCA_250_RBF;7;0,8529
Xception_PCA_250_RBF;8;0,8824
Xception_PCA_250_RBF;9;0,9412
Xception_PCA_250_RBF;10;0,8824
Xception_PCA_250_LinearSVM;1;0,8
Xception_PCA_250_LinearSVM;2;0,8
Xception_PCA_250_LinearSVM;3;0,8235
Xception_PCA_250_LinearSVM;4;0,8824
Xception_PCA_250_LinearSVM;5;0,8824
Xception_PCA_250_LinearSVM;6;0,8824
Xception_PCA_250_LinearSVM;7;0,8824
Xception_PCA_250_LinearSVM;8;0,9412
Xception_PCA_250_LinearSVM;9;0,8235
Xception_PCA_250_LinearSVM;10;0,8235
Xception_PCA_250_MLP;1;0,6857
Xception_PCA_250_MLP;2;0,8286
Xception_PCA_250_MLP;3;0,7059
Xception_PCA_250_MLP;4;0,6765
Xception_PCA_250_MLP;5;0,7353
Xception_PCA_250_MLP;6;0,7059
Xception_PCA_250_MLP;7;0,8529
Xception_PCA_250_MLP;8;0,6471
Xception_PCA_250_MLP;9;0,8235
Xception_PCA_250_MLP;10;0,9118
Xception_PCA_250_Logistic;1;0,8
Xception_PCA_250_Logistic;2;0,8286
Xception_PCA_250_Logistic;3;0,8529
Xception_PCA_250_Logistic;4;0,9412
Xception_PCA_250_Logistic;5;0,8824
Xception_PCA_250_Logistic;6;0,9412
Xception_PCA_250_Logistic;7;0,8824
Xception_PCA_250_Logistic;8;0,9118
Xception_PCA_250_Logistic;9;0,8529
Xception_PCA_250_Logistic;10;0,8235
Xception_PCA_250_RandomForest;1;0,6286
Xception_PCA_250_RandomForest;2;0,7429
Xception_PCA_250_RandomForest;3;0,8235
Xception_PCA_250_RandomForest;4;0,7647
Xception_PCA_250_RandomForest;5;0,8529
Xception_PCA_250_RandomForest;6;0,7647
