method,cnn,reduction,classifier,features,Components,acc,f1,roc
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F100,88.4033,88.1945,88.7010
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F150,89.8740,89.6167,90.1716
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F200,89.8740,90.1914,89.8591
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F250,94.1176,93.2126,94.1074
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F300,92.7731,91.8681,93.1114
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F2,73.5294,73.8095,73.5294
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F10,79.7059,81.5662,79.7570
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F20,82.3529,82.8431,82.3529
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F30,85.2941,85.7143,85.3554
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F40,84.0756,84.8077,83.9665
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F50,82.3529,83.3333,82.3529
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F75,82.6050,83.3333,82.8431
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F100,85.2941,85.1649,87.1878
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F150,81.1765,79.4118,80.7557
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F200,77.9412,78.8676,78.1659
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F250,75.3782,76.6969,77.5890
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F300,73.5294,75.0774,74.0846
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RandomForest,EfficientNetB1+EfficientNetB5,PCA,RandomForest,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F2,68.5714,71.0326,68.2246
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F10,78.2773,78.6796,77.5768
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F20,82.3529,82.2917,82.6620
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F30,81.1765,81.8015,81.4844
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F40,79.4118,81.0811,79.4118
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F50,84.0756,83.3977,85.1290
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F75,82.3529,82.7302,82.6695
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F100,85.2941,86.8330,85.0155
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F150,82.3529,83.3333,82.3529
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F200,78.2773,81.0256,78.0393
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F250,77.9412,77.9133,78.9269
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F300,79.7059,79.9145,80.0468
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Adaboost,EfficientNetB1+EfficientNetB5,PCA,Adaboost,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F2,75.0000,73.7282,74.1741
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F10,83.8235,84.4129,83.8235
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F20,82.3529,82.6923,82.3223
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F30,75.0000,78.4981,74.6329
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F40,70.5882,75.5071,71.5788
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F50,68.1093,74.0854,68.7194
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F75,64.7059,70.8974,65.3804
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F100,65.2101,70.8974,65.9211
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F150,67.6471,69.3457,67.5041
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F200,68.1093,68.4963,68.9556
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F250,66.6807,68.5714,67.6777
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F300,67.6471,64.6905,68.0208
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Gaussian,EfficientNetB1+EfficientNetB5,PCA,Gaussian,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F2,79.7059,77.4048,77.9891
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F10,79.4118,81.5662,78.7881
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F20,82.6050,82.0040,81.9518
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F30,79.4118,78.6363,79.0918
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F40,81.1765,82.0040,81.1765
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F50,81.4286,80.5405,80.9559
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F75,81.4286,80.0000,81.9022
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F100,79.7059,81.0811,79.4118
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F150,81.1345,82.0040,80.9559
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F200,82.5631,82.4049,82.2059
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F250,79.7059,81.5662,79.7059
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F300,84.0756,85.3485,83.8971
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_PCC,EfficientNetB1+EfficientNetB5,UMAP,PCC,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F2,73.5294,73.5065,73.8699
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F10,75.3362,76.6969,77.0454
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F20,82.6050,80.6250,81.7771
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F30,79.4118,80.9091,78.7410
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F40,79.4118,80.0000,79.0525
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F50,77.9412,78.8889,76.8067
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F75,79.7059,80.6250,78.6561
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F100,79.4118,82.3529,78.3117
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F150,79.4118,81.0168,79.4427
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F200,81.1765,80.8149,81.3936
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F250,76.4706,76.1663,77.0072
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F300,82.6050,83.4845,82.5382
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_J48,EfficientNetB1+EfficientNetB5,UMAP,J48,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F2,76.4706,77.1713,76.4740
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F10,73.5294,75.6757,73.5702
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F20,73.5294,76.7268,73.5191
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F30,73.5294,75.6757,73.5294
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F40,76.4706,78.8889,76.0516
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F50,73.5294,76.7268,72.8362
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F75,75.0000,77.7778,74.9591
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F100,73.5294,76.1672,72.8770
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F150,73.5294,75.3379,74.3055
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F200,76.4706,77.3504,75.6945
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F250,75.0000,77.3116,74.1270
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F300,73.5294,75.6757,73.5294
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_RBF,EfficientNetB1+EfficientNetB5,UMAP,RBF,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F2,72.0588,72.4369,72.4026
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F10,76.4706,79.4737,76.3055
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F20,76.4706,79.9499,76.4298
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F30,75.0000,78.3626,74.8349
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F40,77.9412,80.4993,77.3424
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F50,76.4706,78.3626,76.0516
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F75,76.4706,77.7778,76.0516
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F100,76.4706,78.3626,76.0516
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F150,76.4706,78.4981,76.2647
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F200,76.4706,78.4981,76.4298
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F250,75.0000,77.9133,74.8349
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F300,76.4706,78.3626,76.4298
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_LinearSVM,EfficientNetB1+EfficientNetB5,UMAP,LinearSVM,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F2,76.4706,75.9331,76.5278
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F10,82.3529,80.5405,82.3093
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F20,80.8824,82.6458,80.7585
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F30,76.8067,79.4737,76.5687
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F40,79.4118,82.0040,78.8131
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F50,77.9412,78.8889,78.1780
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F75,73.9076,76.2994,74.8026
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F100,75.0000,77.7473,76.1141
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F150,69.5378,73.0123,70.3603
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F200,67.6471,73.3201,64.5460
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F250,63.7815,61.3334,59.2157
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F300,65.2101,66.3529,65.9723
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_UMAP_MLP,EfficientNetB1+EfficientNetB5,UMAP,MLP,542720.0,F500,nan,nan,nan
