method,cnn,reduction,classifier,features,Components,acc,f1,roc
EfficientNetB7_ReliefF_Logistic,EfficientNetB7,ReliefF,Logistic,924160.0,F350,nan,nan,nan
EfficientNetB7_ReliefF_Logistic,EfficientNetB7,ReliefF,Logistic,924160.0,F400,nan,nan,nan
EfficientNetB7_ReliefF_Logistic,EfficientNetB7,ReliefF,Logistic,924160.0,F450,nan,nan,nan
EfficientNetB7_ReliefF_Logistic,EfficientNetB7,ReliefF,Logistic,924160.0,F500,nan,nan,nan
EfficientNetB7_ReliefF_Logistic,EfficientNetB7,ReliefF,Logistic,924160.0,F550,nan,nan,nan
EfficientNetB7_ReliefF_Logistic,EfficientNetB7,ReliefF,Logistic,924160.0,F600,nan,nan,nan
EfficientNetB7_ReliefF_Logistic,EfficientNetB7,ReliefF,Logistic,924160.0,F700,nan,nan,nan
EfficientNetB7_ReliefF_Logistic,EfficientNetB7,ReliefF,Logistic,924160.0,F800,nan,nan,nan
EfficientNetB7_ReliefF_Logistic,EfficientNetB7,ReliefF,Logistic,924160.0,F900,nan,nan,nan
EfficientNetB7_ReliefF_Logistic,EfficientNetB7,ReliefF,Logistic,924160.0,F1000,nan,nan,nan
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F2,54.4118,57.0724,53.5759
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F10,57.3529,59.8015,57.3529
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F20,66.6807,66.6667,66.0526
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F30,69.5798,68.6607,70.3484
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F40,73.9076,74.6800,72.9863
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F50,73.9496,77.5000,73.0021
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F75,79.4118,79.3939,79.4629
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F100,76.4706,75.4310,76.4298
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F150,76.4706,74.2015,76.5450
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F200,80.8824,82.6398,81.3280
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F250,80.8824,82.0513,81.0254
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F300,80.8824,81.6526,81.1070
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F350,nan,nan,nan
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F400,nan,nan,nan
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F450,nan,nan,nan
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F500,nan,nan,nan
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F550,nan,nan,nan
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F600,nan,nan,nan
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F700,nan,nan,nan
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F800,nan,nan,nan
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F900,nan,nan,nan
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,F1000,nan,nan,nan
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F2,52.9412,54.0936,53.5759
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F10,55.8824,58.5470,55.3974
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F20,60.2941,63.5714,59.3034
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F30,63.2353,64.4325,64.7393
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F40,69.5798,70.4292,69.4013
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F50,69.5798,69.4445,69.4607
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F75,70.5882,70.4861,70.5371
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F100,70.5882,74.3421,70.3636
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F150,75.0000,76.2994,74.1331
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F200,79.4118,78.6796,79.4629
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F250,75.0000,75.7689,74.9897
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F300,80.8824,80.6250,80.6781
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F350,nan,nan,nan
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F400,nan,nan,nan
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F450,nan,nan,nan
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F500,nan,nan,nan
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F550,nan,nan,nan
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F600,nan,nan,nan
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F700,nan,nan,nan
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F800,nan,nan,nan
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F900,nan,nan,nan
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,F1000,nan,nan,nan
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F2,54.4118,68.0000,51.8873
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F10,58.8235,68.9746,56.3688
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F20,62.3529,71.1309,60.5814
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F30,68.1933,74.3574,68.8768
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F40,62.3109,67.4243,64.9638
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F50,68.5714,69.0909,70.7246
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F75,70.5882,74.3421,70.5043
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F100,73.5294,77.2318,73.8043
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F150,76.4706,77.7778,76.0516
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F200,74.2857,73.9849,74.0909
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F250,75.3782,78.4184,75.3458
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F300,76.4706,78.3626,76.4191
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F350,nan,nan,nan
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F400,nan,nan,nan
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F450,nan,nan,nan
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F500,nan,nan,nan
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F550,nan,nan,nan
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F600,nan,nan,nan
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F700,nan,nan,nan
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F800,nan,nan,nan
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F900,nan,nan,nan
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_Full_PCC,EfficientNetB1+EfficientNetB5,Full,PCC,542720.0,Full,84.7983,85.2824,84.7020
EfficientNetB1+EfficientNetB5_Full_J48,EfficientNetB1+EfficientNetB5,Full,J48,542720.0,Full,79.5546,79.7367,79.6529
EfficientNetB1+EfficientNetB5_Full_RBF,EfficientNetB1+EfficientNetB5,Full,RBF,542720.0,Full,90.0588,90.2952,89.9106
EfficientNetB1+EfficientNetB5_Full_LinearSVM,EfficientNetB1+EfficientNetB5,Full,LinearSVM,542720.0,Full,91.7983,92.2757,91.7211
EfficientNetB1+EfficientNetB5_Full_MLP,EfficientNetB1+EfficientNetB5,Full,MLP,542720.0,Full,90.0420,90.9033,89.4978
EfficientNetB1+EfficientNetB5_Full_Logistic,EfficientNetB1+EfficientNetB5,Full,Logistic,542720.0,Full,91.5042,92.0217,91.4086
EfficientNetB1+EfficientNetB5_Full_RandomForest,EfficientNetB1+EfficientNetB5,Full,RandomForest,542720.0,Full,90.6471,90.6304,91.0589
EfficientNetB1+EfficientNetB5_Full_Adaboost,EfficientNetB1+EfficientNetB5,Full,Adaboost,542720.0,Full,89.1933,89.6815,89.0321
EfficientNetB1+EfficientNetB5_Full_Gaussian,EfficientNetB1+EfficientNetB5,Full,Gaussian,542720.0,Full,79.8319,78.7443,79.3640
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F2,73.9076,74.9807,74.3055
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F10,81.1765,82.5558,81.1765
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F20,80.0000,82.9268,82.3913
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F30,79.4118,81.3793,78.7410
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F40,83.8235,84.2364,82.8856
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F50,82.3529,81.1655,81.8476
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F75,82.3529,82.6923,81.8782
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F100,82.3529,83.7719,82.1487
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F150,85.5042,84.9099,86.2882
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F200,85.2941,83.1650,85.3663
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F250,83.8235,84.5238,83.5448
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F300,82.3529,81.0606,80.9673
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_PCC,EfficientNetB1+EfficientNetB5,PCA,PCC,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F2,69.5798,70.2941,70.1155
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F10,77.9412,77.6292,78.1659
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F20,75.0000,74.9807,75.0000
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F30,72.0588,73.2057,72.0588
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F40,77.9412,78.2828,78.6739
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F50,75.0000,75.3782,75.1327
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F75,70.5882,72.2222,71.1869
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F100,76.4706,77.2597,75.5567
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F150,71.0504,73.2520,70.8226
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F200,73.5294,70.9791,72.1241
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F250,73.5294,73.2251,73.5294
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F300,71.0084,72.9532,71.0580
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_J48,EfficientNetB1+EfficientNetB5,PCA,J48,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F2,75.3782,76.9231,75.0409
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F10,83.8235,84.5238,84.1119
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F20,83.8235,84.5295,83.9665
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F30,85.2941,83.3989,85.2941
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F40,86.9327,85.7143,88.2353
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F50,86.7647,85.7143,86.7647
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F75,88.2353,88.3117,88.2966
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F100,86.9748,87.9360,87.7778
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F150,91.1765,91.1688,91.2480
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F200,91.1765,91.8681,91.2480
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F250,91.1765,90.9091,90.9392
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F300,89.7059,90.1914,89.6234
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_RBF,EfficientNetB1+EfficientNetB5,PCA,RBF,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F2,73.9076,75.6044,74.2074
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F10,85.2941,86.1004,85.2941
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F20,88.2353,89.3041,88.2668
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F30,89.7059,90.9524,90.0958
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F40,86.9748,86.1905,87.7355
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F50,85.2941,85.3571,84.7065
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F75,81.1765,83.3333,81.3095
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F100,88.4454,88.1386,88.5049
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F150,92.7731,90.9947,92.6630
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F200,88.4454,88.6978,88.4702
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F250,92.6471,92.0998,92.7605
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F300,92.7731,91.8681,92.7185
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_LinearSVM,EfficientNetB1+EfficientNetB5,PCA,LinearSVM,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F2,76.4706,78.3626,76.3055
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F10,82.3529,83.2817,82.6389
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F20,82.3529,80.5405,82.0387
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F30,83.8235,84.2364,83.9350
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F40,82.3529,84.0909,83.4113
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F50,80.8824,81.2169,80.5318
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F75,83.8235,84.5295,83.6997
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F100,80.8824,81.1655,80.9133
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F150,79.4118,77.3460,79.1080
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F200,76.8067,74.1799,75.9247
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F250,70.5882,72.4828,71.3252
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F300,70.5882,75.5952,69.3602
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F350,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F400,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F450,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F500,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F550,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F600,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F700,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F800,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F900,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_MLP,EfficientNetB1+EfficientNetB5,PCA,MLP,542720.0,F1000,nan,nan,nan
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F2,73.5294,74.9807,73.5294
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F10,85.2941,86.1004,85.2941
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F20,88.4033,88.2433,89.5725
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F30,86.7647,87.9025,87.1547
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F40,88.4454,88.5714,88.7474
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F50,88.2353,88.0342,88.2668
EfficientNetB1+EfficientNetB5_PCA_Logistic,EfficientNetB1+EfficientNetB5,PCA,Logistic,542720.0,F75,82.5631,84.0909,83.0903
