method,cnn,reduction,classifier,features,F002,F010,F020,F030,F040,F050,F075,F100,F150,F200,F250,F300,Full,Mean,Sd,MedianQ2,Q1_25%,Q3_75%,Max,Min 
MobileNet+ResNet50_UMAP_J48,MobileNet+ResNet50,UMAP,J48,150528.0,70.5882,76.4706,79.4118,76.4706,73.9076,70.5882,79.4118,70.9664,77.9412,70.5882,76.4706,73.9076,75.4370,74.0987,7.4804,74.2857,69.8529,79.4118,88.5714,55.8824
MobileNet+ResNet50_UMAP_RBF,MobileNet+ResNet50,UMAP,RBF,150528.0,64.7059,76.8487,76.4706,75.3782,75.0000,75.0000,76.4706,75.0000,75.3782,75.3782,70.5882,73.5294,90.6219,73.7850,6.7899,74.2857,70.0840,79.4118,88.2353,54.2857
MobileNet+ResNet50_UMAP_LinearSVM,MobileNet+ResNet50,UMAP,LinearSVM,150528.0,67.6471,75.3782,76.4706,76.4706,76.8067,76.4706,76.4706,77.9412,76.4706,77.9412,76.4706,76.4706,93.8655,76.0728,5.8908,76.4706,71.4286,79.4118,91.1765,55.8824
MobileNet+ResNet50_UMAP_MLP,MobileNet+ResNet50,UMAP,MLP,150528.0,72.4790,76.4706,73.9076,78.2353,76.4706,73.5294,79.4118,72.0588,72.0588,67.6471,57.3529,52.9412,87.4118,70.6247,11.2979,73.5294,67.6471,76.4706,91.1765,34.2857
MobileNet+ResNet50_UMAP_Logistic,MobileNet+ResNet50,UMAP,Logistic,150528.0,64.7059,76.8067,76.4706,77.9412,76.8067,75.0000,76.4706,79.4118,78.2773,76.8067,76.8067,76.4706,93.2773,76.5854,6.8093,76.4706,73.5294,79.4118,91.1765,54.2857
MobileNet+ResNet50_UMAP_RandomForest,MobileNet+ResNet50,UMAP,RandomForest,150528.0,70.5882,84.0756,79.4118,83.8235,82.3529,82.3529,84.0756,81.1765,82.6050,81.1765,81.1765,81.1765,90.3529,80.1961,6.2831,81.1765,76.4706,85.2941,91.1765,64.7059
MobileNet+ResNet50_UMAP_Adaboost,MobileNet+ResNet50,UMAP,Adaboost,150528.0,73.5294,77.9412,77.9412,78.2773,78.2773,79.4118,79.4118,79.7059,80.8824,76.4706,78.2773,77.9412,90.6555,77.8473,6.6279,79.4118,74.2857,82.3529,94.1176,52.9412
MobileNet+ResNet50_UMAP_Gaussian,MobileNet+ResNet50,UMAP,Gaussian,150528.0,70.5882,75.7143,75.3782,78.2773,77.1429,79.4118,79.4118,76.4706,76.8067,76.8067,78.2773,76.8067,71.5966,76.4881,5.3087,77.1429,73.5294,79.4118,88.2353,64.7059
MobileNet+ResNet50_ReliefF_PCC,MobileNet+ResNet50,ReliefF,PCC,150528.0,80.8824,79.4118,82.3529,82.8571,82.3529,82.3529,82.3529,82.3529,79.4118,76.4706,77.9412,79.4118,75.1765,81.1436,6.9881,82.3529,76.4706,85.2941,97.0588,61.7647
MobileNet+ResNet50_ReliefF_J48,MobileNet+ResNet50,ReliefF,J48,150528.0,75.3782,73.5294,83.8235,79.7059,76.4706,75.0000,79.4118,82.3529,79.7059,71.0084,79.4118,82.3529,75.4370,77.5077,7.2420,79.4118,73.5294,82.3529,91.1765,55.8824
MobileNet+ResNet50_ReliefF_RBF,MobileNet+ResNet50,ReliefF,RBF,150528.0,75.3362,84.2857,88.2353,89.7059,89.8320,88.2353,89.7059,92.6471,89.7059,89.7059,89.7059,89.7059,90.6219,87.9251,6.6755,88.2353,82.7311,94.1176,100.0000,64.7059
MobileNet+ResNet50_ReliefF_LinearSVM,MobileNet+ResNet50,ReliefF,LinearSVM,150528.0,73.9076,82.6050,85.2941,91.1765,88.2353,88.2353,88.2353,91.1765,88.2353,88.2353,86.9748,88.2353,93.8655,86.2458,6.5629,88.2353,82.3529,91.1765,100.0000,64.7059
MobileNet+ResNet50_ReliefF_MLP,MobileNet+ResNet50,ReliefF,MLP,150528.0,78.2773,82.6050,84.0756,89.8740,86.7647,88.2353,85.5042,85.2941,89.8740,84.0336,85.5042,86.7647,87.4118,85.5413,5.6537,85.2941,82.3529,89.2227,97.0588,70.5882
MobileNet+ResNet50_ReliefF_Logistic,MobileNet+ResNet50,ReliefF,Logistic,150528.0,76.4706,81.1345,83.8235,88.2353,88.2353,88.2353,85.5042,88.2353,88.2353,88.2353,91.1765,91.1765,93.2773,86.0042,6.3712,88.2353,82.3529,91.1765,97.0588,64.7059
MobileNet+ResNet50_ReliefF_RandomForest,MobileNet+ResNet50,ReliefF,RandomForest,150528.0,76.4706,85.2941,88.2353,86.9748,88.2353,85.2941,89.8740,91.1765,88.2353,91.1765,91.1765,88.2353,90.3529,87.8536,5.4422,88.2353,85.2941,91.4286,97.0588,70.5882
MobileNet+ResNet50_ReliefF_Adaboost,MobileNet+ResNet50,ReliefF,Adaboost,150528.0,78.2773,82.3529,80.8824,82.3529,82.3529,83.8235,85.2941,86.7647,88.4033,88.2353,88.2353,91.3025,90.6555,84.9874,5.4962,85.2941,82.3529,88.2353,97.1429,70.5882
MobileNet+ResNet50_ReliefF_Gaussian,MobileNet+ResNet50,ReliefF,Gaussian,150528.0,72.0588,82.3529,85.5042,88.2353,85.2941,85.2941,88.4454,89.8740,91.3025,88.5714,88.2353,88.2353,71.5966,85.8235,7.1126,85.5042,82.3529,91.1765,97.0588,61.7647
Xception+ResNet50_PCA_PCC,Xception+ResNet50,PCA,PCC,305152.0,73.5294,84.0756,83.8235,83.8235,82.3529,85.2941,79.7059,80.8824,80.8824,75.0000,77.9412,76.4706,78.1886,80.6989,6.6304,82.3529,76.4706,85.2941,97.0588,64.7059
Xception+ResNet50_PCA_J48,Xception+ResNet50,PCA,J48,305152.0,67.6471,75.3782,75.3782,77.9412,82.6050,82.3529,76.4706,75.3782,76.4706,76.4706,75.0000,77.9412,74.5882,75.2430,8.4106,76.4706,70.5882,82.3529,91.1765,45.7143
Xception+ResNet50_PCA_RBF,Xception+ResNet50,PCA,RBF,305152.0,75.0000,91.1765,91.1765,91.1765,92.7731,91.1765,91.4286,91.1765,89.7059,89.8740,91.1765,91.1765,90.6386,89.3459,6.1436,91.1765,88.2353,94.1176,97.0588,64.7059
Xception+ResNet50_PCA_LinearSVM,Xception+ResNet50,PCA,LinearSVM,305152.0,69.5798,86.9748,85.5042,89.7059,88.2353,88.2353,85.2941,88.4033,89.7059,91.1765,91.1765,91.1765,93.0000,86.9349,7.5932,88.2353,85.2941,91.1765,100.0000,58.8235
Xception+ResNet50_PCA_MLP,Xception+ResNet50,PCA,MLP,305152.0,71.0084,84.0756,83.8235,88.2353,85.2941,80.8824,82.3529,82.3529,79.4118,77.1429,71.0504,61.7647,90.9412,78.4447,9.5490,79.4118,73.5294,85.2941,100.0000,47.0588
Xception+ResNet50_PCA_Logistic,Xception+ResNet50,PCA,Logistic,305152.0,69.5798,89.7059,91.1765,91.1765,89.7059,88.2353,86.7647,91.1765,88.2353,91.1765,91.1765,92.6471,93.5798,87.5161,7.7691,89.8740,84.6848,91.4286,100.0000,58.8235
Xception+ResNet50_PCA_RandomForest,Xception+ResNet50,PCA,RandomForest,305152.0,71.0084,88.2353,89.8740,88.4033,89.7059,89.8740,89.8740,83.8235,85.2941,82.3529,79.4118,76.8067,89.2185,84.2220,7.3300,85.2941,79.4118,89.2227,97.0588,61.7647
Xception+ResNet50_PCA_Adaboost,Xception+ResNet50,PCA,Adaboost,305152.0,69.1176,86.9748,88.4033,91.1765,85.5042,88.4033,88.2353,88.2353,84.0756,85.2941,86.9748,82.6050,88.3529,85.4027,7.1742,85.2941,82.3529,91.1765,97.1429,52.9412
Xception+ResNet50_PCA_Gaussian,Xception+ResNet50,PCA,Gaussian,305152.0,70.5882,82.6050,81.1765,79.4118,76.4706,75.3782,72.0588,68.1093,67.6471,70.5882,70.5882,73.5294,71.0504,74.2122,7.8815,74.2857,67.6471,79.4118,94.1176,55.8824
Xception+ResNet50_UMAP_PCC,Xception+ResNet50,UMAP,PCC,305152.0,73.5294,79.4118,77.1429,79.4118,78.2773,78.2773,79.4118,78.2773,76.8067,76.8067,76.8067,79.4118,78.1886,78.7444,5.1233,77.1429,75.9244,82.3529,91.1765,61.7647
Xception+ResNet50_UMAP_J48,Xception+ResNet50,UMAP,J48,305152.0,73.5294,80.8824,71.0084,76.8067,78.2773,82.6471,75.3782,79.4118,77.9412,76.4706,73.5294,73.5294,74.5882,76.5707,6.6647,76.4706,73.5294,82.3529,91.4286,55.8824
Xception+ResNet50_UMAP_RBF,Xception+ResNet50,UMAP,RBF,305152.0,73.9076,72.0588,72.0588,73.5294,72.0588,70.5882,73.5294,72.0588,73.5294,70.5882,70.5882,70.5882,90.6386,71.7738,5.8987,71.0084,67.6471,76.4706,82.3529,60.0000
Xception+ResNet50_UMAP_LinearSVM,Xception+ResNet50,UMAP,LinearSVM,305152.0,63.2353,75.0000,75.0000,76.4706,75.0000,75.0000,73.5294,73.9076,75.0000,73.5294,73.5294,73.5294,93.0000,74.0434,6.6560,73.5294,70.0840,79.4118,85.2941,51.4286
Xception+ResNet50_UMAP_MLP,Xception+ResNet50,UMAP,MLP,305152.0,75.0000,79.4118,79.4118,78.2773,76.4706,80.8824,73.5294,73.5294,58.5714,62.3109,60.8403,57.3529,90.9412,70.4503,11.9543,73.5294,64.2437,79.4118,85.2941,34.2857
Xception+ResNet50_UMAP_Logistic,Xception+ResNet50,UMAP,Logistic,305152.0,61.7647,79.4118,79.4118,77.9412,77.1429,79.4118,78.2773,79.4118,76.8067,79.4118,76.8487,79.4118,93.5798,77.7136,7.1573,78.2773,73.5294,82.3529,91.1765,48.5714
Xception+ResNet50_UMAP_RandomForest,Xception+ResNet50,UMAP,RandomForest,305152.0,72.4790,82.3529,79.7059,83.8235,82.3529,83.8235,82.3529,85.2941,82.6050,80.8824,81.1765,82.6050,89.2185,81.7150,5.9398,82.3529,77.1429,85.3991,94.1176,67.6471
Xception+ResNet50_UMAP_Adaboost,Xception+ResNet50,UMAP,Adaboost,305152.0,69.5798,79.4118,78.2773,80.0000,82.3529,80.0000,76.4706,81.1765,79.4118,77.9412,76.8067,78.2773,88.3529,78.5273,6.7593,79.4118,76.4706,82.3529,91.1765,55.8824
Xception+ResNet50_UMAP_Gaussian,Xception+ResNet50,UMAP,Gaussian,305152.0,67.6471,72.4790,77.9412,76.4706,79.4118,79.4118,76.4706,76.4706,76.4706,76.4706,77.9412,76.4706,71.0504,76.1800,5.5791,76.4706,73.5294,79.4118,88.2353,58.8235
Xception+ResNet50_ReliefF_PCC,Xception+ResNet50,ReliefF,PCC,305152.0,79.7059,82.3529,83.8235,83.8235,84.0756,82.6050,83.8235,80.8824,79.4118,85.2941,79.4118,80.8824,78.1886,81.9258,6.2192,82.3529,79.4118,85.2941,97.0588,61.7647
Xception+ResNet50_ReliefF_J48,Xception+ResNet50,ReliefF,J48,305152.0,76.4706,79.4118,85.2941,82.6050,79.4118,81.1765,84.0756,83.8235,83.8235,79.7059,82.6050,81.1345,74.5882,80.8235,6.4799,82.3529,76.4706,85.2941,94.1176,57.1429
Xception+ResNet50_ReliefF_RBF,Xception+ResNet50,ReliefF,RBF,305152.0,78.2773,85.2941,86.7647,85.2941,82.8571,86.9327,85.5042,86.7647,85.2941,85.7143,86.9748,86.7647,90.6386,85.6856,6.0925,85.2941,82.7311,88.5714,100.0000,60.0000
Xception+ResNet50_ReliefF_LinearSVM,Xception+ResNet50,ReliefF,LinearSVM,305152.0,73.5294,83.8235,85.5462,85.2941,86.7647,85.5042,85.2941,88.2353,88.2353,86.9748,88.2353,86.7647,93.0000,85.2080,6.6227,85.2941,82.3529,88.5714,97.0588,57.1429
Xception+ResNet50_ReliefF_MLP,Xception+ResNet50,ReliefF,MLP,305152.0,80.8824,83.8235,85.2941,86.7647,86.7647,85.2941,85.5042,85.5042,85.7143,88.2353,84.2857,82.6050,90.9412,85.0294,4.9609,85.2941,82.3529,88.2353,97.0588,62.8571
Xception+ResNet50_ReliefF_Logistic,Xception+ResNet50,ReliefF,Logistic,305152.0,76.4706,82.6050,84.0756,86.7647,85.2941,86.7647,82.6050,85.5042,88.2353,85.5042,88.4033,86.7647,93.5798,84.8165,6.6345,85.2941,82.3529,88.2353,100.0000,57.1429
Xception+ResNet50_ReliefF_RandomForest,Xception+ResNet50,ReliefF,RandomForest,305152.0,76.4706,85.2941,86.9748,88.2353,88.2353,88.2353,91.1765,91.1765,88.4033,89.7059,88.4033,91.1765,89.2185,87.4923,5.6525,88.2353,85.2941,91.1765,94.1176,57.1429
Xception+ResNet50_ReliefF_Adaboost,Xception+ResNet50,ReliefF,Adaboost,305152.0,76.8067,83.8235,82.6471,82.3529,83.8235,86.9748,82.6050,85.2941,85.2941,85.5042,85.2941,83.8235,88.3529,83.5952,6.1951,85.2941,79.4118,88.2353,94.2857,60.0000
Xception+ResNet50_ReliefF_Gaussian,Xception+ResNet50,ReliefF,Gaussian,305152.0,73.5294,82.6050,85.2941,86.7647,84.0756,85.2941,85.7143,86.9748,83.8235,85.2941,84.0756,84.0756,71.0504,83.5952,6.9021,85.2941,80.0000,88.2353,97.0588,48.5714
VGG16+VGG19_PCA_PCC,VGG16+VGG19,PCA,PCC,50176.0,70.5882,84.0336,85.2941,82.6050,83.8235,82.3529,79.4118,75.3782,70.5882,67.6471,60.2941,58.8235,62.0252,74.0273,10.8461,74.2857,65.7143,82.3529,94.1176,48.5714
VGG16+VGG19_PCA_J48,VGG16+VGG19,PCA,J48,50176.0,65.1680,73.5294,72.0588,76.4706,70.5882,69.1176,69.5798,73.5294,69.1176,70.5882,66.6807,70.5882,70.7899,70.6940,7.6600,70.5882,65.4622,76.4706,94.1176,48.5714
VGG16+VGG19_PCA_RBF,VGG16+VGG19,PCA,RBF,50176.0,69.5798,89.7059,86.9748,86.7647,86.9748,88.2353,86.7647,88.2353,82.3529,86.7647,84.0756,88.2353,85.1261,84.6604,6.8867,85.2941,80.0000,91.1765,94.1176,62.8571
VGG16+VGG19_PCA_LinearSVM,VGG16+VGG19,PCA,LinearSVM,50176.0,68.1093,85.5042,88.2353,85.2941,85.2941,88.2353,82.6050,84.0756,81.1765,83.8235,85.2941,84.0756,90.3697,83.0539,8.1013,85.2941,79.4118,88.3193,97.0588,58.8235
VGG16+VGG19_PCA_MLP,VGG16+VGG19,PCA,MLP,50176.0,70.5882,79.4118,82.3529,79.4118,85.2941,80.8824,84.0336,79.4118,73.5294,75.3782,69.1176,62.8571,73.1345,76.3354,9.0421,76.4706,70.5882,82.3529,100.0000,52.9412
VGG16+VGG19_PCA_Logistic,VGG16+VGG19,PCA,Logistic,50176.0,66.6386,88.2353,86.9748,85.2941,85.2941,88.2353,81.1765,84.0756,80.0000,85.2941,86.9748,85.2941,90.3697,83.5686,8.3220,85.2941,79.4118,88.3193,97.0588,61.7647
VGG16+VGG19_PCA_RandomForest,VGG16+VGG19,PCA,RandomForest,50176.0,67.6471,85.2941,83.8235,85.2941,83.8235,86.7647,83.8235,76.4706,76.4706,76.4706,77.9412,72.0588,88.3025,78.9265,8.8434,79.4118,71.4286,85.2941,97.0588,57.1429
VGG16+VGG19_PCA_Adaboost,VGG16+VGG19,PCA,Adaboost,50176.0,69.1176,82.3529,82.6471,83.8235,82.3529,80.8824,79.4118,82.3529,76.4706,73.5294,75.0000,76.4706,80.9916,77.9573,7.2187,79.4118,73.5294,82.3529,91.1765,58.8235
VGG16+VGG19_PCA_Gaussian,VGG16+VGG19,PCA,Gaussian,50176.0,66.6807,68.1513,67.6471,62.3109,65.2521,64.7059,66.1765,64.7059,67.6471,68.1513,68.1513,71.0084,70.4370,67.0966,8.1262,66.6807,61.7647,73.5294,85.2941,50.0000
VGG16+VGG19_UMAP_PCC,VGG16+VGG19,UMAP,PCC,50176.0,72.4790,67.6471,72.0588,73.5294,73.5294,73.5294,71.0084,70.5882,73.5294,72.4790,72.4790,73.5294,62.0252,72.4293,6.7242,73.5294,67.6471,76.4706,88.5714,55.8824
VGG16+VGG19_UMAP_J48,VGG16+VGG19,UMAP,J48,50176.0,63.2353,64.7059,64.7059,63.7815,61.7647,66.1765,64.7059,68.1093,63.2353,60.2941,63.2353,63.2353,70.7899,63.7815,7.5474,64.7059,58.8235,68.5714,79.4118,41.1765
VGG16+VGG19_UMAP_RBF,VGG16+VGG19,UMAP,RBF,50176.0,58.8235,52.9412,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,85.1261,49.4734,8.4064,50.0000,42.8571,53.6765,70.5882,34.2857
VGG16+VGG19_UMAP_LinearSVM,VGG16+VGG19,UMAP,LinearSVM,50176.0,57.9832,66.1765,67.6471,67.6471,69.1176,69.1176,67.6471,68.1093,67.6471,69.1176,67.6471,67.6471,90.3697,65.9622,7.3721,67.6471,61.7647,70.5882,76.4706,34.2857
VGG16+VGG19_UMAP_MLP,VGG16+VGG19,UMAP,MLP,50176.0,70.5882,66.1765,69.5378,69.1176,58.8235,60.2941,64.7058,55.8824,48.5294,55.8824,50.0000,52.9412,73.1345,59.9566,11.3347,59.4117,52.9412,68.5714,82.3529,26.4706
VGG16+VGG19_UMAP_Logistic,VGG16+VGG19,UMAP,Logistic,50176.0,57.3529,68.1093,70.5882,74.2857,71.0084,72.4790,71.0084,72.4790,69.1176,70.5882,73.5294,75.3782,90.3697,69.7325,6.4660,70.5882,65.4622,73.5294,85.7143,54.2857
VGG16+VGG19_UMAP_RandomForest,VGG16+VGG19,UMAP,RandomForest,50176.0,67.6471,70.5882,72.0588,76.4706,73.5294,69.1176,69.1176,73.5294,73.5294,73.5294,75.0000,75.0000,88.3025,72.3838,7.0596,73.5294,67.6471,77.1429,88.5714,55.8824
VGG16+VGG19_UMAP_Adaboost,VGG16+VGG19,UMAP,Adaboost,50176.0,64.7059,66.6807,64.7059,69.5798,71.0084,72.4790,70.5882,71.0504,72.4369,65.1680,68.5714,69.5798,80.9916,68.3859,8.0539,68.1093,64.7059,76.4706,82.8571,47.0588
VGG16+VGG19_UMAP_Gaussian,VGG16+VGG19,UMAP,Gaussian,50176.0,67.6471,72.0588,70.5882,70.5882,70.5882,75.0000,69.1176,70.5882,72.0588,73.5294,69.1176,70.5882,70.4370,70.6485,6.4397,70.5882,67.6471,76.4706,85.7143,55.8824
VGG16+VGG19_ReliefF_PCC,VGG16+VGG19,ReliefF,PCC,50176.0,60.2941,75.3782,76.4706,74.2857,75.0000,77.9412,73.5294,72.0588,69.1176,69.1176,66.6386,64.7059,62.0252,71.8200,8.7170,71.4286,64.7059,76.4706,94.1176,48.5714
VGG16+VGG19_ReliefF_J48,VGG16+VGG19,ReliefF,J48,50176.0,66.1765,75.3782,76.4706,73.9496,73.9076,73.5294,73.5294,70.5882,69.1176,73.5294,67.6471,73.5294,70.7899,72.0070,7.2194,72.4790,67.6471,76.4706,88.2353,51.4286
VGG16+VGG19_ReliefF_RBF,VGG16+VGG19,ReliefF,RBF,50176.0,63.7815,79.4118,83.8235,82.3529,80.8824,82.6050,84.0756,84.0756,85.2941,88.2353,88.4033,88.4033,85.1261,81.7843,9.0132,82.6050,76.4706,88.2353,94.1176,51.4286
VGG16+VGG19_ReliefF_LinearSVM,VGG16+VGG19,ReliefF,LinearSVM,50176.0,61.7647,76.8067,79.4118,82.3529,82.3529,76.4706,75.3782,76.8067,78.5714,79.7059,83.8235,82.3529,90.3697,78.2605,7.9762,79.4118,73.5294,82.3529,97.0588,51.4286
VGG16+VGG19_ReliefF_MLP,VGG16+VGG19,ReliefF,MLP,50176.0,66.6807,77.9412,81.1765,79.7059,77.9412,76.8067,75.0000,77.9412,75.3782,76.8067,76.8487,79.7059,73.1345,77.3817,6.9514,79.4118,73.5294,82.3529,91.1765,51.4286
VGG16+VGG19_ReliefF_Logistic,VGG16+VGG19,ReliefF,Logistic,50176.0,64.7059,75.3362,79.4118,79.4118,79.4118,75.0000,76.4706,76.8067,78.2773,81.1765,85.2941,83.8235,90.3697,78.2612,7.8872,79.4118,73.5294,82.3529,97.0588,51.4286
VGG16+VGG19_ReliefF_RandomForest,VGG16+VGG19,ReliefF,RandomForest,50176.0,66.1765,76.8067,82.3529,82.3529,82.6050,83.8235,83.8235,85.5042,84.0756,85.5462,85.2941,86.7647,88.3025,81.8648,7.5925,82.3529,79.4118,85.3991,97.0588,51.4286
VGG16+VGG19_ReliefF_Adaboost,VGG16+VGG19,ReliefF,Adaboost,50176.0,66.1765,77.9412,79.4118,79.4118,79.7059,78.2773,79.4118,82.3529,79.4118,76.4706,80.0000,84.0756,80.9916,79.1106,6.9677,79.4118,76.4706,82.3529,94.1176,51.4286
VGG16+VGG19_ReliefF_Gaussian,VGG16+VGG19,ReliefF,Gaussian,50176.0,61.7647,75.0000,80.8824,79.4118,76.4706,76.8067,78.2773,82.6471,84.0336,84.0756,83.8235,82.3529,70.4370,78.5315,9.0003,79.4118,73.0042,85.2941,94.1176,51.4286
