method,cnn,reduction,classifier,features,F002,F010,F020,F030,F040,F050,F075,F100,F150,F200,F250,F300,Full,Mean,Sd,MedianQ2,Q1_25%,Q3_75%,Max,Min 
EfficientNetB1_UMAP_LinearSVM,EfficientNetB1,UMAP,LinearSVM,81920.0,71.0084,78.2773,76.8067,76.4706,73.9076,76.4706,78.5714,76.4706,75.0000,76.4706,75.0000,75.0000,92.6975,76.5168,6.3222,76.4706,71.4286,82.3529,91.1765,52.9412
EfficientNetB1_UMAP_MLP,EfficientNetB1,UMAP,MLP,81920.0,78.2773,81.1765,81.1765,79.7059,76.4706,76.8067,78.2773,73.5294,73.5294,69.1176,63.2353,70.5882,90.0588,73.7339,11.5047,76.4706,70.5882,80.0000,94.1176,34.2857
EfficientNetB1_UMAP_Logistic,EfficientNetB1,UMAP,Logistic,81920.0,72.0588,81.4286,81.1765,82.6050,80.8824,82.3529,82.3529,82.6050,79.7059,80.8824,82.3529,79.4118,91.8151,80.1302,5.6103,81.1765,76.4706,82.8571,91.1765,55.8824
EfficientNetB1_UMAP_RandomForest,EfficientNetB1,UMAP,RandomForest,81920.0,77.9412,82.6050,84.0756,85.5042,85.5042,84.0756,86.9748,85.2941,85.5042,88.2353,82.8571,85.5042,89.4622,84.6737,5.8328,85.2941,79.4118,89.2227,97.0588,67.6471
EfficientNetB1_UMAP_Adaboost,EfficientNetB1,UMAP,Adaboost,81920.0,76.8067,82.3529,84.0756,82.3529,81.1345,79.7059,81.1345,79.4118,83.8235,81.1765,79.7059,82.3529,90.6638,81.2745,5.7824,81.1765,76.4706,85.2941,94.1176,64.7059
EfficientNetB1_UMAP_Gaussian,EfficientNetB1,UMAP,Gaussian,81920.0,80.8824,79.4118,76.4706,79.4118,79.4118,78.2773,76.4706,75.0000,76.4706,75.0000,78.2773,79.4118,82.1597,77.4188,5.7740,77.1429,73.5294,82.3529,91.1765,64.7059
EfficientNetB1_ReliefF_PCC,EfficientNetB1,ReliefF,PCC,81920.0,58.8235,50.7143,61.7647,61.7647,63.2353,59.4538,63.2353,63.2353,70.5882,69.1176,70.5882,77.9412,84.2185,64.7052,8.9219,64.7059,58.8235,70.5882,85.2941,44.1176
EfficientNetB1_ReliefF_J48,EfficientNetB1,ReliefF,J48,81920.0,48.5294,55.8824,47.0588,55.0840,57.3529,66.1765,64.7059,61.7647,61.7647,66.1765,64.7059,65.2101,75.7059,60.2255,10.0198,61.7647,52.9412,67.6471,88.5714,35.2941
EfficientNetB1_ReliefF_RBF,EfficientNetB1,ReliefF,RBF,81920.0,55.8824,56.5126,61.7647,64.7059,69.5378,72.0588,66.1765,66.6807,75.3782,76.4706,79.4118,82.3529,90.0588,69.2808,10.5159,69.1176,61.7647,79.4118,91.1765,41.1765
EfficientNetB1_ReliefF_LinearSVM,EfficientNetB1,ReliefF,LinearSVM,81920.0,51.4706,55.8824,58.8235,58.5714,59.4117,63.2353,61.7647,67.6471,75.0000,75.3782,78.2773,77.1429,92.6975,66.2472,11.8606,67.6471,58.4034,76.4706,94.1176,34.2857
EfficientNetB1_ReliefF_MLP,EfficientNetB1,ReliefF,MLP,81920.0,55.8824,58.8235,63.7395,64.7059,70.5882,72.0588,72.0588,72.4790,76.4706,76.4706,83.8235,79.7059,90.0588,71.1155,9.7803,72.4790,64.7059,79.4118,91.1765,41.1765
EfficientNetB1_ReliefF_Logistic,EfficientNetB1,ReliefF,Logistic,81920.0,54.4118,61.7647,61.7647,64.7059,67.6471,67.6471,70.5882,67.6471,70.5882,75.3782,79.4118,81.1765,91.8151,68.6520,10.3611,67.6471,62.5840,76.4706,94.1176,37.1429
EfficientNetB1_ReliefF_RandomForest,EfficientNetB1,ReliefF,RandomForest,81920.0,51.4706,58.8235,72.0588,69.5378,71.4286,73.5294,73.5294,75.3782,79.4118,79.7059,84.0756,82.3529,89.4622,72.4559,11.7758,73.9076,67.1639,80.0000,94.1176,32.3529
EfficientNetB1_ReliefF_Adaboost,EfficientNetB1,ReliefF,Adaboost,81920.0,50.0000,55.8824,65.2101,69.1176,68.1513,69.5798,70.5882,70.5882,76.4706,70.5882,79.4118,80.8824,90.6638,68.3228,10.6581,70.5882,61.7647,76.4706,88.5714,41.1765
EfficientNetB1_ReliefF_Gaussian,EfficientNetB1,ReliefF,Gaussian,81920.0,55.8824,58.8235,62.8571,66.6807,68.1513,68.0673,69.5798,71.0504,72.8572,71.0084,75.0000,77.9412,82.1597,68.0973,9.1261,67.6471,61.7647,74.8319,88.2353,41.1765
EfficientNetB2_PCA_PCC,EfficientNetB2,PCA,PCC,114048.0,73.5294,81.1765,82.6050,81.1765,83.8235,82.3529,82.3529,78.2353,77.9412,79.4118,76.7647,76.4706,77.1765,79.3606,6.1695,80.0000,73.5294,85.2941,91.1765,62.8571
EfficientNetB2_PCA_J48,EfficientNetB2,PCA,J48,114048.0,64.7059,77.9412,75.3782,75.3782,76.4706,77.9412,77.9412,75.0000,75.0000,69.5798,76.4706,69.5798,74.3109,73.5721,7.9293,73.5294,68.5714,79.4118,88.2353,44.1176
EfficientNetB2_PCA_RBF,EfficientNetB2,PCA,RBF,114048.0,73.9076,86.7647,86.9748,86.9748,86.9748,88.5714,86.9748,86.7647,88.2353,88.2353,88.2353,86.9748,87.7143,86.0336,6.1060,88.2353,82.3529,91.1765,97.0588,57.1429
EfficientNetB2_PCA_LinearSVM,EfficientNetB2,PCA,LinearSVM,114048.0,72.0588,82.3529,85.5042,89.7059,86.9748,86.9748,85.2941,88.2353,88.4033,85.5462,92.7731,91.1765,93.5798,86.0728,7.3725,88.2353,82.3529,91.1765,97.0588,58.8235
EfficientNetB2_PCA_MLP,EfficientNetB2,PCA,MLP,114048.0,70.5882,85.5042,82.3529,83.8235,85.2941,82.3529,82.3529,79.4118,82.3529,79.4118,71.0084,63.2353,88.3193,79.2234,8.2106,79.4118,75.9244,85.2941,94.2857,54.2857
EfficientNetB2_PCA_Logistic,EfficientNetB2,PCA,Logistic,114048.0,68.1093,84.0756,85.5042,86.9748,86.7647,86.7647,85.2941,88.2353,88.4033,89.8740,94.1176,92.6471,92.6975,86.1709,7.8554,88.2353,82.3529,91.1765,97.1429,54.2857
EfficientNetB2_PCA_RandomForest,EfficientNetB2,PCA,RandomForest,114048.0,66.6807,82.8571,82.3529,84.2857,85.2941,80.8824,85.2941,84.0756,78.2773,79.4118,73.5294,72.0588,85.9664,79.4944,8.0029,81.1765,75.9244,85.2941,94.1176,55.8824
EfficientNetB2_PCA_Adaboost,EfficientNetB2,PCA,Adaboost,114048.0,69.5798,77.9412,81.1765,79.4118,79.7059,82.3529,85.2941,82.6050,83.8235,79.4118,79.4118,82.6050,84.7899,80.0000,6.4911,80.0000,76.4706,85.2941,94.1176,55.8824
EfficientNetB2_PCA_Gaussian,EfficientNetB2,PCA,Gaussian,114048.0,72.4790,80.8824,72.4369,69.5798,67.6471,67.6471,68.1093,72.4790,69.5798,71.0084,69.5798,69.5798,79.5210,71.2374,6.7221,70.5882,67.6471,73.7185,91.1765,58.8235
EfficientNetB2_UMAP_PCC,EfficientNetB2,UMAP,PCC,114048.0,80.8824,77.9412,76.4706,79.4118,78.2773,79.7059,78.2773,77.9412,76.4706,79.7059,79.7059,79.4118,77.1765,78.2052,5.0710,79.4118,75.9244,82.3529,88.2353,64.7059
EfficientNetB2_UMAP_J48,EfficientNetB2,UMAP,J48,114048.0,76.4706,76.8067,82.3529,78.2353,78.2353,78.2773,75.0000,73.5294,75.3782,75.3782,72.0588,75.0000,74.3109,76.6583,7.2032,76.4706,70.5882,82.3529,94.1176,51.4286
EfficientNetB2_UMAP_RBF,EfficientNetB2,UMAP,RBF,114048.0,79.4118,80.0000,78.2773,75.3782,76.4706,75.3782,76.4706,75.3782,72.4790,72.4790,72.0588,73.5294,87.7143,75.4069,5.5151,76.4706,73.0042,79.4118,88.2353,58.8235
EfficientNetB2_UMAP_LinearSVM,EfficientNetB2,UMAP,LinearSVM,114048.0,67.6471,73.5294,73.5294,73.5294,72.4790,73.9076,73.9076,73.5294,73.5294,73.5294,73.5294,73.5294,93.5798,73.0707,5.1422,73.5294,70.5882,76.4706,85.2941,61.7647
EfficientNetB2_UMAP_MLP,EfficientNetB2,UMAP,MLP,114048.0,79.4118,79.7059,73.5294,71.4286,72.4790,70.5882,70.5882,71.0504,66.1765,66.1765,59.4117,55.0421,88.3193,70.0434,9.9921,70.5882,66.9118,76.4706,88.2353,34.2857
EfficientNetB2_UMAP_Logistic,EfficientNetB2,UMAP,Logistic,114048.0,70.5882,80.8824,79.7059,82.3529,76.8067,77.9412,80.8824,79.4118,79.7059,80.8824,76.4706,79.7059,92.6975,78.8697,5.6852,79.4118,76.4706,82.8571,91.1765,61.7647
EfficientNetB2_UMAP_RandomForest,EfficientNetB2,UMAP,RandomForest,114048.0,79.4118,79.7059,83.8235,80.8824,82.8571,81.1765,82.3529,82.6050,83.8235,83.8235,83.8235,82.6050,85.9664,82.6204,5.6280,82.3529,79.4118,85.3991,94.1176,67.6471
EfficientNetB2_UMAP_Adaboost,EfficientNetB2,UMAP,Adaboost,114048.0,73.5294,78.2773,79.4118,78.2773,79.4118,79.4118,80.8824,79.4118,78.2773,85.2941,83.8235,84.0756,84.7899,79.6905,6.9661,79.4118,74.0966,85.2941,94.2857,61.7647
EfficientNetB2_UMAP_Gaussian,EfficientNetB2,UMAP,Gaussian,114048.0,70.0000,73.9076,73.5294,73.5294,70.5882,75.0000,75.0000,74.2857,72.4369,73.5294,75.3782,72.0588,79.5210,72.7619,4.9864,73.5294,70.5882,76.4706,82.8571,61.7647
EfficientNetB2_ReliefF_PCC,EfficientNetB2,ReliefF,PCC,114048.0,52.9412,55.8824,63.7815,60.8403,67.6471,69.1176,69.5378,70.5882,75.0000,66.1765,70.5882,72.0588,77.1765,66.3389,9.8947,66.6807,59.7059,73.5294,85.2941,32.3529
EfficientNetB2_ReliefF_J48,EfficientNetB2,ReliefF,J48,114048.0,57.3529,60.8403,64.7059,67.6471,66.1765,64.7059,61.7647,70.5882,72.0588,77.9412,70.5882,72.4790,74.3109,67.4111,10.7924,67.6471,61.7647,74.8319,91.1765,41.1765
EfficientNetB2_ReliefF_RBF,EfficientNetB2,ReliefF,RBF,114048.0,51.4706,59.4117,60.2941,67.6471,69.1176,73.5294,75.0000,76.4706,78.2773,76.4706,76.4706,76.4706,87.7143,70.9398,11.8505,73.5294,64.7059,79.4118,91.1765,34.2857
EfficientNetB2_ReliefF_LinearSVM,EfficientNetB2,ReliefF,LinearSVM,114048.0,51.4706,57.3529,58.8235,64.7059,65.2101,73.5294,73.9076,76.4706,81.1765,77.9412,79.4118,78.2773,93.5798,71.3396,12.8916,73.5294,61.7647,82.3529,91.1765,34.2857
EfficientNetB2_ReliefF_MLP,EfficientNetB2,ReliefF,MLP,114048.0,51.4706,61.7647,69.5798,66.1765,70.5882,70.5882,80.0000,73.9076,82.3529,80.8824,81.1765,85.2941,88.3193,73.5084,12.3476,74.2857,64.7059,82.3529,97.0588,34.2857
EfficientNetB2_ReliefF_Logistic,EfficientNetB2,ReliefF,Logistic,114048.0,52.9412,60.2941,64.2857,65.2521,70.5882,73.5294,78.1933,73.9076,79.4118,78.2773,79.4118,79.7059,92.6975,71.6611,12.8334,73.5294,61.7647,82.3529,94.1176,34.2857
EfficientNetB2_ReliefF_RandomForest,EfficientNetB2,ReliefF,RandomForest,114048.0,55.8824,65.2101,67.6471,73.5294,82.3529,76.4706,80.8824,79.4118,85.5042,84.0756,82.3529,86.7647,85.9664,75.9692,11.3201,79.4118,68.5714,85.2941,91.4286,41.1765
EfficientNetB2_ReliefF_Adaboost,EfficientNetB2,ReliefF,Adaboost,114048.0,54.4118,66.6807,66.1765,66.6807,72.0588,73.9076,79.4118,77.1429,79.7059,78.2773,79.4118,75.7143,84.7899,71.8172,10.8064,73.5294,64.7059,80.0000,91.1765,32.3529
EfficientNetB2_ReliefF_Gaussian,EfficientNetB2,ReliefF,Gaussian,114048.0,50.0000,60.9244,63.7815,65.2101,72.0588,76.4706,76.4706,76.4706,75.3782,79.7059,77.9412,79.7059,79.5210,70.7724,13.4890,73.5294,58.8235,80.0000,94.1176,37.1429
EfficientNetB3_PCA_PCC,EfficientNetB3,PCA,PCC,153600.0,73.5294,84.0756,79.4118,82.6050,82.3529,83.8235,84.0756,82.6050,85.2941,82.6050,79.4118,80.8824,81.6050,81.8354,5.6108,82.3529,76.4706,85.2941,91.4286,68.5714
EfficientNetB3_PCA_J48,EfficientNetB3,PCA,J48,153600.0,64.7059,79.4118,76.4706,78.2773,75.3362,73.5294,75.3782,76.4706,75.0000,69.1176,75.3782,76.4706,77.4874,74.2647,7.0500,75.3782,70.5882,79.4118,88.2353,55.8824
EfficientNetB3_PCA_RBF,EfficientNetB3,PCA,RBF,153600.0,73.5294,88.4033,91.1765,89.7059,88.4033,88.4033,91.3025,92.6471,91.1765,88.2353,88.2353,86.7647,88.9160,87.6877,7.0000,88.2353,82.3529,94.1176,97.1429,62.8571
EfficientNetB3_PCA_LinearSVM,EfficientNetB3,PCA,LinearSVM,153600.0,73.5294,83.8235,86.9748,88.2353,88.2353,86.7647,82.3529,88.2353,86.7647,91.1765,88.2353,91.1765,92.9832,85.8074,6.6966,88.2353,82.3529,91.1765,97.1429,65.7143
EfficientNetB3_PCA_MLP,EfficientNetB3,PCA,MLP,153600.0,71.0084,85.2941,84.0336,82.3529,84.0756,79.4118,81.1765,82.3529,79.4118,79.4118,73.9076,69.1176,89.4958,79.7122,7.2704,79.4118,76.4706,85.2941,94.1176,60.0000
EfficientNetB3_PCA_Logistic,EfficientNetB3,PCA,Logistic,153600.0,73.5294,86.7647,88.4454,86.7647,88.2353,86.7647,82.3529,88.2353,86.9748,91.3025,91.1765,91.3025,92.6975,86.6092,6.7632,88.2353,82.3529,91.1765,97.1429,68.5714
EfficientNetB3_PCA_RandomForest,EfficientNetB3,PCA,RandomForest,153600.0,68.5714,85.5462,86.7647,84.0756,88.2353,85.5042,81.1765,82.3529,82.6050,82.3529,79.4118,76.4706,87.7227,81.8270,7.3307,82.3529,78.8446,88.2353,94.1176,61.7647
EfficientNetB3_PCA_Adaboost,EfficientNetB3,PCA,Adaboost,153600.0,73.5294,83.8235,82.3529,85.2941,86.9748,82.3529,85.7143,82.3529,85.5042,82.3529,84.0756,82.3529,87.4454,82.0112,7.1567,82.3529,76.4706,85.7143,97.0588,61.7647
EfficientNetB3_PCA_Gaussian,EfficientNetB3,PCA,Gaussian,153600.0,76.4706,80.8824,79.4118,76.4706,75.3362,73.9076,73.5294,67.6471,69.5798,66.6807,70.5882,67.6471,80.3950,73.3018,7.2999,73.5294,67.6471,77.1429,94.1176,58.8235
EfficientNetB3_UMAP_PCC,EfficientNetB3,UMAP,PCC,153600.0,79.4118,82.6471,82.6050,83.8235,85.2941,83.8235,82.3529,82.3529,81.1765,83.8235,82.3529,85.2941,81.6050,81.3578,6.8406,82.3529,77.1429,86.3445,94.1176,61.7647
EfficientNetB3_UMAP_J48,EfficientNetB3,UMAP,J48,153600.0,77.9412,83.8235,78.2353,83.8235,79.4118,85.2941,77.9411,82.8571,82.3529,85.2941,79.4118,80.8824,77.4874,81.1569,6.7245,82.3529,76.9748,85.2941,94.2857,58.8235
EfficientNetB3_UMAP_RBF,EfficientNetB3,UMAP,RBF,153600.0,77.9412,76.4706,75.3782,76.4706,76.8067,75.0000,76.4706,76.4706,76.4706,73.5294,73.5294,73.5294,88.9160,75.1015,4.3955,76.4706,70.5882,79.4118,85.7143,67.6471
EfficientNetB3_UMAP_LinearSVM,EfficientNetB3,UMAP,LinearSVM,153600.0,73.5294,76.4706,75.0000,76.4706,75.3782,75.0000,77.9412,76.4706,76.8067,76.4706,75.0000,73.5294,92.9832,75.1429,4.4241,76.4706,70.5882,77.7101,85.7143,67.6471
EfficientNetB3_UMAP_MLP,EfficientNetB3,UMAP,MLP,153600.0,79.4118,73.5294,77.1429,73.9076,73.5294,76.4706,73.5294,72.0588,73.5294,73.5294,70.5882,71.0084,89.4958,73.7318,5.5953,73.5294,70.5882,77.1429,85.2941,42.8571
EfficientNetB3_UMAP_Logistic,EfficientNetB3,UMAP,Logistic,153600.0,75.0000,78.2773,78.2773,80.8824,75.0000,79.4118,81.1765,80.0000,77.9412,82.8571,79.7059,79.4118,92.6975,79.1457,4.4390,79.4118,76.4706,82.3529,88.2353,67.6471
EfficientNetB3_UMAP_RandomForest,EfficientNetB3,UMAP,RandomForest,153600.0,79.4118,91.1765,86.9748,86.9748,86.7647,89.7059,86.9748,88.2353,86.7647,86.7647,88.2353,86.9327,87.7227,86.1436,5.9869,88.2353,82.3529,91.1765,97.0588,61.7647
EfficientNetB3_UMAP_Adaboost,EfficientNetB3,UMAP,Adaboost,153600.0,75.0000,84.0756,85.2941,82.3529,82.6050,86.7647,84.0756,84.0756,82.3529,82.6050,86.7647,85.5462,87.4454,83.1134,6.4920,82.8571,79.4118,88.2353,97.0588,58.8235
EfficientNetB3_UMAP_Gaussian,EfficientNetB3,UMAP,Gaussian,153600.0,76.4706,72.0588,72.0588,75.0000,73.5294,75.3782,76.4706,73.5294,70.5882,77.9412,73.5294,73.5294,80.3950,74.7024,4.8201,73.5294,70.5882,77.1429,85.7143,64.7059
EfficientNetB3_ReliefF_PCC,EfficientNetB3,ReliefF,PCC,153600.0,57.9832,66.6807,64.7059,66.1765,66.6807,68.1513,77.9412,75.3782,73.5294,72.0588,72.0588,73.9076,81.6050,68.9174,10.8032,69.5798,64.7059,76.4706,91.1765,37.1429
EfficientNetB3_ReliefF_J48,EfficientNetB3,ReliefF,J48,153600.0,53.6135,54.4118,59.4117,64.7059,64.7059,63.2353,64.7059,69.5798,71.0084,67.6471,61.7647,63.2353,77.4874,63.5770,9.1921,62.8571,58.8235,70.5882,82.3529,35.2941
EfficientNetB3_ReliefF_RBF,EfficientNetB3,ReliefF,RBF,153600.0,57.9832,65.2101,67.6471,70.5882,69.5798,75.0000,76.4706,76.8067,82.3529,82.6050,80.0000,82.3529,88.9160,73.8711,11.5074,76.4706,67.6471,82.3529,97.0588,41.1765
EfficientNetB3_ReliefF_LinearSVM,EfficientNetB3,ReliefF,LinearSVM,153600.0,52.9412,57.3529,61.7647,66.1765,69.1176,69.5798,72.4369,77.9412,81.1765,83.8235,84.2857,82.3529,92.9832,71.5399,12.7726,73.5294,61.7647,80.0000,94.1176,34.2857
EfficientNetB3_ReliefF_MLP,EfficientNetB3,ReliefF,MLP,153600.0,59.4117,64.7059,72.0588,73.5294,70.5882,76.4706,76.8067,78.2773,82.3529,85.5042,83.8235,85.2941,89.4958,75.4209,10.2799,76.4706,68.3403,82.3529,94.1176,50.0000
EfficientNetB3_ReliefF_Logistic,EfficientNetB3,ReliefF,Logistic,153600.0,62.3109,61.7647,69.1176,73.5294,73.5294,73.9076,73.5294,79.4118,82.3529,86.7647,85.2941,83.8235,92.6975,74.8985,11.1893,76.4706,67.6471,82.3529,94.1176,42.8571
EfficientNetB3_ReliefF_RandomForest,EfficientNetB3,ReliefF,RandomForest,153600.0,52.9412,62.3109,70.5882,71.0084,76.4706,77.9412,76.4706,77.9412,82.3529,82.3529,85.5042,85.2941,87.7227,74.9713,11.4179,76.4706,70.5882,82.3529,94.1176,35.2941
EfficientNetB3_ReliefF_Adaboost,EfficientNetB3,ReliefF,Adaboost,153600.0,50.0000,64.7059,61.7647,72.0588,72.0588,70.5882,77.9412,75.0000,75.0000,79.4118,79.7059,79.7479,87.4454,71.1471,10.8960,73.5294,64.7059,79.4118,88.2353,41.1765
EfficientNetB3_ReliefF_Gaussian,EfficientNetB3,ReliefF,Gaussian,153600.0,59.4117,59.4117,66.1765,70.5882,70.5882,71.0084,75.0000,73.5294,76.7647,78.2773,81.1765,82.3529,80.3950,71.7262,10.0991,71.4286,64.7059,79.4118,88.2353,42.8571
EfficientNetB4_PCA_PCC,EfficientNetB4,PCA,PCC,258048.0,79.4118,83.8235,82.6050,86.7647,85.5042,85.2941,86.9748,88.4454,82.3529,83.8235,80.8824,72.4790,76.9496,83.1197,7.3977,82.6050,79.4118,88.9706,100.0000,64.7059
EfficientNetB4_PCA_J48,EfficientNetB4,PCA,J48,258048.0,72.4369,76.4706,73.9496,75.3782,73.5294,75.0000,76.4706,76.4706,73.5294,73.5294,76.4706,70.5882,77.4790,74.2668,6.3751,73.5294,70.5882,77.1429,91.1765,58.8235
EfficientNetB4_PCA_RBF,EfficientNetB4,PCA,RBF,258048.0,80.8824,85.5042,85.5042,85.5042,89.7059,89.7059,89.7059,88.2353,86.7647,88.2353,88.2353,89.7059,86.8824,85.4790,7.3232,88.2353,79.4118,91.1765,97.1429,65.7143
EfficientNetB4_PCA_LinearSVM,EfficientNetB4,PCA,LinearSVM,258048.0,81.1765,85.2941,85.5042,85.2941,86.9748,85.5042,79.4118,82.3529,84.0336,85.2941,85.5042,91.1765,90.6807,84.1898,6.9129,85.2941,79.4118,88.2353,97.0588,61.7647
EfficientNetB4_PCA_MLP,EfficientNetB4,PCA,MLP,258048.0,82.3529,82.3529,83.8235,81.1765,85.2941,82.3529,85.5042,81.1765,76.4706,79.4118,73.9076,56.5126,89.2101,77.7703,10.7226,79.4118,73.5294,85.2941,97.0588,40.0000
EfficientNetB4_PCA_Logistic,EfficientNetB4,PCA,Logistic,258048.0,81.1765,86.7647,85.2941,85.2941,84.0336,86.9748,83.8235,83.8235,85.5462,88.2353,88.2353,91.1765,90.9664,84.6793,6.9374,85.7143,80.0000,88.5714,97.0588,64.7059
EfficientNetB4_PCA_RandomForest,EfficientNetB4,PCA,RandomForest,258048.0,76.4706,84.0756,86.7647,85.5042,86.9748,86.7647,86.9327,86.7647,84.0756,82.6050,79.7479,77.9412,88.6050,83.5168,6.8469,82.8571,78.8446,88.2353,97.0588,68.5714
EfficientNetB4_PCA_Adaboost,EfficientNetB4,PCA,Adaboost,258048.0,76.8067,82.6050,81.1765,82.6050,83.8235,81.1765,85.5462,85.2941,85.2941,82.3529,79.4118,88.2353,85.1093,82.2094,6.4480,82.3529,76.9748,88.2353,97.0588,65.7143
EfficientNetB4_PCA_Gaussian,EfficientNetB4,PCA,Gaussian,258048.0,80.8824,83.8235,81.1765,77.9412,72.0588,70.5882,70.5882,67.6471,66.6807,69.5798,69.5798,67.6471,81.5966,72.1492,7.6888,71.0084,67.6471,76.4706,88.2353,54.2857
EfficientNetB4_UMAP_PCC,EfficientNetB4,UMAP,PCC,258048.0,79.4118,84.0756,80.8824,82.6050,82.8571,82.6050,84.0336,82.8571,84.0336,83.8235,82.8571,83.8235,76.9496,81.6394,6.3813,82.3529,79.4118,85.3991,91.1765,61.7647
EfficientNetB4_UMAP_J48,EfficientNetB4,UMAP,J48,258048.0,76.8067,76.4706,76.4706,75.0000,76.4706,79.4118,79.4118,76.4706,79.4118,78.2773,81.1765,76.8067,77.4790,77.3950,6.0667,76.4706,73.5294,82.3529,91.1765,60.0000
EfficientNetB4_UMAP_RBF,EfficientNetB4,UMAP,RBF,258048.0,78.2773,76.4706,72.4790,75.0000,75.3782,75.3782,75.0000,73.5294,75.3782,75.0000,75.0000,75.3782,86.8824,75.4377,5.5746,76.4706,71.2185,79.4118,88.2353,61.7647
EfficientNetB4_UMAP_LinearSVM,EfficientNetB4,UMAP,LinearSVM,258048.0,71.0504,76.8067,76.4706,75.0000,75.3782,78.2773,75.0000,76.8067,76.8067,77.9412,77.9412,76.4706,90.6807,76.2864,5.5481,76.4706,73.5294,79.4118,88.2353,55.8824
EfficientNetB4_UMAP_MLP,EfficientNetB4,UMAP,MLP,258048.0,76.4706,81.1765,79.4118,78.2773,78.2773,73.5294,73.9076,72.4790,70.5882,66.1765,57.3529,45.5882,89.2101,70.8985,11.9986,73.5294,65.4622,79.4118,88.2353,35.2941
EfficientNetB4_UMAP_Logistic,EfficientNetB4,UMAP,Logistic,258048.0,70.5882,80.8824,79.4118,80.8824,81.1765,82.3529,81.1765,81.1765,82.6050,81.1765,81.1765,79.4118,90.9664,79.7787,5.9790,79.7059,76.4706,85.2941,91.1765,55.8824
EfficientNetB4_UMAP_RandomForest,EfficientNetB4,UMAP,RandomForest,258048.0,80.8824,82.6050,85.2941,86.7647,85.2941,85.5042,86.9748,88.2353,85.5042,85.5042,88.2353,85.2941,88.6050,85.0238,4.4792,85.2941,82.3529,88.2353,97.0588,70.5882
EfficientNetB4_UMAP_Adaboost,EfficientNetB4,UMAP,Adaboost,258048.0,76.8067,83.8235,82.3529,79.4118,79.7059,82.3529,82.8571,82.3529,82.6050,81.1765,82.8571,82.3529,85.1093,81.5546,5.2581,82.3529,79.4118,85.2941,94.2857,61.7647
EfficientNetB4_UMAP_Gaussian,EfficientNetB4,UMAP,Gaussian,258048.0,73.5294,75.3782,76.4706,75.0000,77.1429,79.7059,76.8067,76.4706,73.9076,77.1429,75.3782,79.4118,81.5966,76.3207,5.4484,76.4706,73.5294,80.0000,85.2941,61.7647
EfficientNetB4_ReliefF_PCC,EfficientNetB4,ReliefF,PCC,258048.0,55.8824,58.8235,61.7647,67.6471,69.1176,70.5882,69.5798,68.1093,72.4790,75.0000,70.5882,66.6807,76.9496,66.8768,9.2039,67.6471,61.7647,73.5294,85.7143,40.0000
EfficientNetB4_ReliefF_J48,EfficientNetB4,ReliefF,J48,258048.0,53.6135,50.7143,57.9832,57.9412,63.7815,63.2353,69.1176,66.1765,67.6471,69.5798,60.2941,70.5882,77.4790,63.6345,10.0749,62.8571,55.8824,70.5882,85.2941,38.2353
EfficientNetB4_ReliefF_RBF,EfficientNetB4,ReliefF,RBF,258048.0,60.8403,55.8824,63.2353,69.5798,69.1176,70.5882,73.5294,76.4706,76.4706,79.4118,80.8824,80.8824,86.8824,70.7297,10.3876,70.5882,64.7059,79.4118,88.2353,35.2941
EfficientNetB4_ReliefF_LinearSVM,EfficientNetB4,ReliefF,LinearSVM,258048.0,50.0000,55.8824,58.8235,64.7059,72.0588,72.0588,72.4790,76.4706,73.5294,79.7059,79.4118,82.3529,90.6807,69.2178,12.3230,73.5294,62.5840,79.4118,88.2353,34.2857
EfficientNetB4_ReliefF_MLP,EfficientNetB4,ReliefF,MLP,258048.0,57.3529,60.2941,63.7395,66.1765,72.4790,72.4790,75.0000,76.4706,79.4118,79.4118,82.3529,82.3529,89.2101,71.8705,10.4538,73.5294,64.7059,79.4118,88.2353,40.0000
EfficientNetB4_ReliefF_Logistic,EfficientNetB4,ReliefF,Logistic,258048.0,58.8235,61.7647,67.6471,67.6471,75.0000,73.5294,75.0000,81.1765,76.8067,79.7059,81.1765,80.8824,90.9664,72.5014,10.6001,73.5294,65.4622,80.0000,91.1765,40.0000
EfficientNetB4_ReliefF_RandomForest,EfficientNetB4,ReliefF,RandomForest,258048.0,55.0840,61.7647,68.1093,72.0588,70.5882,77.1429,79.4118,77.9412,80.8824,86.7647,83.8235,83.8235,88.6050,74.4475,11.3238,76.8067,67.6471,82.3529,91.4286,38.2353
EfficientNetB4_ReliefF_Adaboost,EfficientNetB4,ReliefF,Adaboost,258048.0,57.3529,55.0840,64.7059,71.0084,75.0000,73.9496,75.3782,75.0000,76.4706,76.4706,77.9412,76.4706,85.1093,71.5189,10.0306,73.5294,65.7143,76.4706,94.1176,47.0588
EfficientNetB4_ReliefF_Gaussian,EfficientNetB4,ReliefF,Gaussian,258048.0,61.7647,60.2941,61.7647,63.2353,70.5882,69.1176,69.1176,75.0000,72.0588,73.5294,73.5294,73.5294,81.5966,68.1800,8.9599,70.5882,64.7059,73.5294,82.8571,37.1429
EfficientNetB5_PCA_PCC,EfficientNetB5,PCA,PCC,460800.0,73.5294,80.8824,81.1765,79.7059,82.6050,79.7059,81.1765,79.4118,82.6050,82.3529,81.1765,85.2941,83.8823,80.6414,6.0817,82.3529,76.4706,85.2941,94.1176,61.7647
