metodo;ExtractionMethod;Reduction;Classification;Fold;Features;Normalization;Components;ACC
Xception+ResNet50_n_feat_PCA_250_J48;Xception+ResNet50_n_feat;PCA;J48;6;305152;No;250;0,794118
Xception+ResNet50_n_feat_PCA_250_RBF;Xception+ResNet50_n_feat;PCA;RBF;6;305152;No;250;0,941176
Xception+ResNet50_n_feat_PCA_250_LinearSVM;Xception+ResNet50_n_feat;PCA;LinearSVM;6;305152;No;250;0,823529
Xception+ResNet50_n_feat_PCA_250_MLP;Xception+ResNet50_n_feat;PCA;MLP;6;305152;No;250;0,647059
Xception+ResNet50_n_feat_PCA_250_Logistic;Xception+ResNet50_n_feat;PCA;Logistic;6;305152;No;250;0,823529
Xception+ResNet50_n_feat_PCA_250_RandomForest;Xception+ResNet50_n_feat;PCA;RandomForest;6;305152;No;250;0,852941
Xception+ResNet50_n_feat_PCA_250_Adaboost;Xception+ResNet50_n_feat;PCA;Adaboost;6;305152;No;250;0,882353
Xception+ResNet50_n_feat_PCA_250_Gaussian;Xception+ResNet50_n_feat;PCA;Gaussian;6;305152;No;250;0,705882
Xception+ResNet50_n_feat_PCA_250_J48;Xception+ResNet50_n_feat;PCA;J48;7;305152;No;250;0,705882
Xception+ResNet50_n_feat_PCA_250_RBF;Xception+ResNet50_n_feat;PCA;RBF;7;305152;No;250;0,911765
Xception+ResNet50_n_feat_PCA_250_LinearSVM;Xception+ResNet50_n_feat;PCA;LinearSVM;7;305152;No;250;0,911765
Xception+ResNet50_n_feat_PCA_250_MLP;Xception+ResNet50_n_feat;PCA;MLP;7;305152;No;250;0,794118
Xception+ResNet50_n_feat_PCA_250_Logistic;Xception+ResNet50_n_feat;PCA;Logistic;7;305152;No;250;0,911765
Xception+ResNet50_n_feat_PCA_250_RandomForest;Xception+ResNet50_n_feat;PCA;RandomForest;7;305152;No;250;0,823529
Xception+ResNet50_n_feat_PCA_250_Adaboost;Xception+ResNet50_n_feat;PCA;Adaboost;7;305152;No;250;0,882353
Xception+ResNet50_n_feat_PCA_250_Gaussian;Xception+ResNet50_n_feat;PCA;Gaussian;7;305152;No;250;0,705882
Xception+ResNet50_n_feat_PCA_250_J48;Xception+ResNet50_n_feat;PCA;J48;8;305152;No;250;0,735294
Xception+ResNet50_n_feat_PCA_250_RBF;Xception+ResNet50_n_feat;PCA;RBF;8;305152;No;250;0,882353
Xception+ResNet50_n_feat_PCA_250_LinearSVM;Xception+ResNet50_n_feat;PCA;LinearSVM;8;305152;No;250;0,941176
Xception+ResNet50_n_feat_PCA_250_MLP;Xception+ResNet50_n_feat;PCA;MLP;8;305152;No;250;0,764706
Xception+ResNet50_n_feat_PCA_250_Logistic;Xception+ResNet50_n_feat;PCA;Logistic;8;305152;No;250;0,911765
Xception+ResNet50_n_feat_PCA_250_RandomForest;Xception+ResNet50_n_feat;PCA;RandomForest;8;305152;No;250;0,882353
Xception+ResNet50_n_feat_PCA_250_Adaboost;Xception+ResNet50_n_feat;PCA;Adaboost;8;305152;No;250;0,911765
Xception+ResNet50_n_feat_PCA_250_Gaussian;Xception+ResNet50_n_feat;PCA;Gaussian;8;305152;No;250;0,735294
Xception+ResNet50_n_feat_PCA_250_J48;Xception+ResNet50_n_feat;PCA;J48;9;305152;No;250;0,647059
Xception+ResNet50_n_feat_PCA_250_RBF;Xception+ResNet50_n_feat;PCA;RBF;9;305152;No;250;0,852941
Xception+ResNet50_n_feat_PCA_250_LinearSVM;Xception+ResNet50_n_feat;PCA;LinearSVM;9;305152;No;250;0,882353
Xception+ResNet50_n_feat_PCA_250_MLP;Xception+ResNet50_n_feat;PCA;MLP;9;305152;No;250;0,794118
Xception+ResNet50_n_feat_PCA_250_Logistic;Xception+ResNet50_n_feat;PCA;Logistic;9;305152;No;250;0,882353
Xception+ResNet50_n_feat_PCA_250_RandomForest;Xception+ResNet50_n_feat;PCA;RandomForest;9;305152;No;250;0,911765
Xception+ResNet50_n_feat_PCA_250_Adaboost;Xception+ResNet50_n_feat;PCA;Adaboost;9;305152;No;250;0,882353
Xception+ResNet50_n_feat_PCA_250_Gaussian;Xception+ResNet50_n_feat;PCA;Gaussian;9;305152;No;250;0,735294
Xception+ResNet50_n_feat_PCA_250_J48;Xception+ResNet50_n_feat;PCA;J48;10;305152;No;250;0,676471
Xception+ResNet50_n_feat_PCA_250_RBF;Xception+ResNet50_n_feat;PCA;RBF;10;305152;No;250;0,941176
Xception+ResNet50_n_feat_PCA_250_LinearSVM;Xception+ResNet50_n_feat;PCA;LinearSVM;10;305152;No;250;0,882353
Xception+ResNet50_n_feat_PCA_250_MLP;Xception+ResNet50_n_feat;PCA;MLP;10;305152;No;250;0,852941
Xception+ResNet50_n_feat_PCA_250_Logistic;Xception+ResNet50_n_feat;PCA;Logistic;10;305152;No;250;0,911765
Xception+ResNet50_n_feat_PCA_250_RandomForest;Xception+ResNet50_n_feat;PCA;RandomForest;10;305152;No;250;0,852941
Xception+ResNet50_n_feat_PCA_250_Adaboost;Xception+ResNet50_n_feat;PCA;Adaboost;10;305152;No;250;0,911765
Xception+ResNet50_n_feat_PCA_250_Gaussian;Xception+ResNet50_n_feat;PCA;Gaussian;10;305152;No;250;0,617647
Xception+ResNet50_n_feat_UMAP_250_J48;Xception+ResNet50_n_feat;UMAP;J48;1;305152;No;250;0,628571
Xception+ResNet50_n_feat_UMAP_250_RBF;Xception+ResNet50_n_feat;UMAP;RBF;1;305152;No;250;0,542857
Xception+ResNet50_n_feat_UMAP_250_LinearSVM;Xception+ResNet50_n_feat;UMAP;LinearSVM;1;305152;No;250;0,714286
Xception+ResNet50_n_feat_UMAP_250_MLP;Xception+ResNet50_n_feat;UMAP;MLP;1;305152;No;250;0,428571
Xception+ResNet50_n_feat_UMAP_250_Logistic;Xception+ResNet50_n_feat;UMAP;Logistic;1;305152;No;250;0,685714
Xception+ResNet50_n_feat_UMAP_250_RandomForest;Xception+ResNet50_n_feat;UMAP;RandomForest;1;305152;No;250;0,828571
Xception+ResNet50_n_feat_UMAP_250_Adaboost;Xception+ResNet50_n_feat;UMAP;Adaboost;1;305152;No;250;0,771429
Xception+ResNet50_n_feat_UMAP_250_Gaussian;Xception+ResNet50_n_feat;UMAP;Gaussian;1;305152;No;250;0,742857
Xception+ResNet50_n_feat_UMAP_250_J48;Xception+ResNet50_n_feat;UMAP;J48;2;305152;No;250;0,828571
Xception+ResNet50_n_feat_UMAP_250_RBF;Xception+ResNet50_n_feat;UMAP;RBF;2;305152;No;250;0,571429
Xception+ResNet50_n_feat_UMAP_250_LinearSVM;Xception+ResNet50_n_feat;UMAP;LinearSVM;2;305152;No;250;0,828571
Xception+ResNet50_n_feat_UMAP_250_MLP;Xception+ResNet50_n_feat;UMAP;MLP;2;305152;No;250;0,8
Xception+ResNet50_n_feat_UMAP_250_Logistic;Xception+ResNet50_n_feat;UMAP;Logistic;2;305152;No;250;0,857143
Xception+ResNet50_n_feat_UMAP_250_RandomForest;Xception+ResNet50_n_feat;UMAP;RandomForest;2;305152;No;250;0,857143
Xception+ResNet50_n_feat_UMAP_250_Adaboost;Xception+ResNet50_n_feat;UMAP;Adaboost;2;305152;No;250;0,857143
Xception+ResNet50_n_feat_UMAP_250_Gaussian;Xception+ResNet50_n_feat;UMAP;Gaussian;2;305152;No;250;0,828571
Xception+ResNet50_n_feat_UMAP_250_J48;Xception+ResNet50_n_feat;UMAP;J48;3;305152;No;250;0,794118
Xception+ResNet50_n_feat_UMAP_250_RBF;Xception+ResNet50_n_feat;UMAP;RBF;3;305152;No;250;0,735294
Xception+ResNet50_n_feat_UMAP_250_LinearSVM;Xception+ResNet50_n_feat;UMAP;LinearSVM;3;305152;No;250;0,764706
Xception+ResNet50_n_feat_UMAP_250_MLP;Xception+ResNet50_n_feat;UMAP;MLP;3;305152;No;250;0,529412
Xception+ResNet50_n_feat_UMAP_250_Logistic;Xception+ResNet50_n_feat;UMAP;Logistic;3;305152;No;250;0,823529
Xception+ResNet50_n_feat_UMAP_250_RandomForest;Xception+ResNet50_n_feat;UMAP;RandomForest;3;305152;No;250;0,882353
Xception+ResNet50_n_feat_UMAP_250_Adaboost;Xception+ResNet50_n_feat;UMAP;Adaboost;3;305152;No;250;0,882353
Xception+ResNet50_n_feat_UMAP_250_Gaussian;Xception+ResNet50_n_feat;UMAP;Gaussian;3;305152;No;250;0,735294
Xception+ResNet50_n_feat_UMAP_250_J48;Xception+ResNet50_n_feat;UMAP;J48;4;305152;No;250;0,617647
Xception+ResNet50_n_feat_UMAP_250_RBF;Xception+ResNet50_n_feat;UMAP;RBF;4;305152;No;250;0,823529
Xception+ResNet50_n_feat_UMAP_250_LinearSVM;Xception+ResNet50_n_feat;UMAP;LinearSVM;4;305152;No;250;0,823529
Xception+ResNet50_n_feat_UMAP_250_MLP;Xception+ResNet50_n_feat;UMAP;MLP;4;305152;No;250;0,794118
Xception+ResNet50_n_feat_UMAP_250_Logistic;Xception+ResNet50_n_feat;UMAP;Logistic;4;305152;No;250;0,794118
Xception+ResNet50_n_feat_UMAP_250_RandomForest;Xception+ResNet50_n_feat;UMAP;RandomForest;4;305152;No;250;0,823529
Xception+ResNet50_n_feat_UMAP_250_Adaboost;Xception+ResNet50_n_feat;UMAP;Adaboost;4;305152;No;250;0,852941
Xception+ResNet50_n_feat_UMAP_250_Gaussian;Xception+ResNet50_n_feat;UMAP;Gaussian;4;305152;No;250;0,852941
Xception+ResNet50_n_feat_UMAP_250_J48;Xception+ResNet50_n_feat;UMAP;J48;5;305152;No;250;0,794118
Xception+ResNet50_n_feat_UMAP_250_RBF;Xception+ResNet50_n_feat;UMAP;RBF;5;305152;No;250;0,676471
Xception+ResNet50_n_feat_UMAP_250_LinearSVM;Xception+ResNet50_n_feat;UMAP;LinearSVM;5;305152;No;250;0,794118
Xception+ResNet50_n_feat_UMAP_250_MLP;Xception+ResNet50_n_feat;UMAP;MLP;5;305152;No;250;0,441176
Xception+ResNet50_n_feat_UMAP_250_Logistic;Xception+ResNet50_n_feat;UMAP;Logistic;5;305152;No;250;0,794118
Xception+ResNet50_n_feat_UMAP_250_RandomForest;Xception+ResNet50_n_feat;UMAP;RandomForest;5;305152;No;250;0,852941
Xception+ResNet50_n_feat_UMAP_250_Adaboost;Xception+ResNet50_n_feat;UMAP;Adaboost;5;305152;No;250;0,911765
Xception+ResNet50_n_feat_UMAP_250_Gaussian;Xception+ResNet50_n_feat;UMAP;Gaussian;5;305152;No;250;0,764706
Xception+ResNet50_n_feat_UMAP_250_J48;Xception+ResNet50_n_feat;UMAP;J48;6;305152;No;250;0,794118
Xception+ResNet50_n_feat_UMAP_250_RBF;Xception+ResNet50_n_feat;UMAP;RBF;6;305152;No;250;0,764706
Xception+ResNet50_n_feat_UMAP_250_LinearSVM;Xception+ResNet50_n_feat;UMAP;LinearSVM;6;305152;No;250;0,852941
Xception+ResNet50_n_feat_UMAP_250_MLP;Xception+ResNet50_n_feat;UMAP;MLP;6;305152;No;250;0,764706
Xception+ResNet50_n_feat_UMAP_250_Logistic;Xception+ResNet50_n_feat;UMAP;Logistic;6;305152;No;250;0,852941
Xception+ResNet50_n_feat_UMAP_250_RandomForest;Xception+ResNet50_n_feat;UMAP;RandomForest;6;305152;No;250;0,911765
Xception+ResNet50_n_feat_UMAP_250_Adaboost;Xception+ResNet50_n_feat;UMAP;Adaboost;6;305152;No;250;0,852941
Xception+ResNet50_n_feat_UMAP_250_Gaussian;Xception+ResNet50_n_feat;UMAP;Gaussian;6;305152;No;250;0,823529
Xception+ResNet50_n_feat_UMAP_250_J48;Xception+ResNet50_n_feat;UMAP;J48;7;305152;No;250;0,794118
Xception+ResNet50_n_feat_UMAP_250_RBF;Xception+ResNet50_n_feat;UMAP;RBF;7;305152;No;250;0,735294
Xception+ResNet50_n_feat_UMAP_250_LinearSVM;Xception+ResNet50_n_feat;UMAP;LinearSVM;7;305152;No;250;0,794118
Xception+ResNet50_n_feat_UMAP_250_MLP;Xception+ResNet50_n_feat;UMAP;MLP;7;305152;No;250;0,5
Xception+ResNet50_n_feat_UMAP_250_Logistic;Xception+ResNet50_n_feat;UMAP;Logistic;7;305152;No;250;0,852941
Xception+ResNet50_n_feat_UMAP_250_RandomForest;Xception+ResNet50_n_feat;UMAP;RandomForest;7;305152;No;250;0,882353
Xception+ResNet50_n_feat_UMAP_250_Adaboost;Xception+ResNet50_n_feat;UMAP;Adaboost;7;305152;No;250;0,794118
Xception+ResNet50_n_feat_UMAP_250_Gaussian;Xception+ResNet50_n_feat;UMAP;Gaussian;7;305152;No;250;0,764706
Xception+ResNet50_n_feat_UMAP_250_J48;Xception+ResNet50_n_feat;UMAP;J48;8;305152;No;250;0,764706
Xception+ResNet50_n_feat_UMAP_250_RBF;Xception+ResNet50_n_feat;UMAP;RBF;8;305152;No;250;0,676471
Xception+ResNet50_n_feat_UMAP_250_LinearSVM;Xception+ResNet50_n_feat;UMAP;LinearSVM;8;305152;No;250;0,764706
Xception+ResNet50_n_feat_UMAP_250_MLP;Xception+ResNet50_n_feat;UMAP;MLP;8;305152;No;250;0,588235
Xception+ResNet50_n_feat_UMAP_250_Logistic;Xception+ResNet50_n_feat;UMAP;Logistic;8;305152;No;250;0,882353
Xception+ResNet50_n_feat_UMAP_250_RandomForest;Xception+ResNet50_n_feat;UMAP;RandomForest;8;305152;No;250;0,823529
Xception+ResNet50_n_feat_UMAP_250_Adaboost;Xception+ResNet50_n_feat;UMAP;Adaboost;8;305152;No;250;0,941176
Xception+ResNet50_n_feat_UMAP_250_Gaussian;Xception+ResNet50_n_feat;UMAP;Gaussian;8;305152;No;250;0,764706
Xception+ResNet50_n_feat_UMAP_250_J48;Xception+ResNet50_n_feat;UMAP;J48;9;305152;No;250;0,852941
Xception+ResNet50_n_feat_UMAP_250_RBF;Xception+ResNet50_n_feat;UMAP;RBF;9;305152;No;250;0,735294
Xception+ResNet50_n_feat_UMAP_250_LinearSVM;Xception+ResNet50_n_feat;UMAP;LinearSVM;9;305152;No;250;0,852941
Xception+ResNet50_n_feat_UMAP_250_MLP;Xception+ResNet50_n_feat;UMAP;MLP;9;305152;No;250;0,647059
Xception+ResNet50_n_feat_UMAP_250_Logistic;Xception+ResNet50_n_feat;UMAP;Logistic;9;305152;No;250;0,852941
Xception+ResNet50_n_feat_UMAP_250_RandomForest;Xception+ResNet50_n_feat;UMAP;RandomForest;9;305152;No;250;0,823529
Xception+ResNet50_n_feat_UMAP_250_Adaboost;Xception+ResNet50_n_feat;UMAP;Adaboost;9;305152;No;250;0,823529
Xception+ResNet50_n_feat_UMAP_250_Gaussian;Xception+ResNet50_n_feat;UMAP;Gaussian;9;305152;No;250;0,735294
Xception+ResNet50_n_feat_UMAP_250_J48;Xception+ResNet50_n_feat;UMAP;J48;10;305152;No;250;0,852941
Xception+ResNet50_n_feat_UMAP_250_RBF;Xception+ResNet50_n_feat;UMAP;RBF;10;305152;No;250;0,794118
Xception+ResNet50_n_feat_UMAP_250_LinearSVM;Xception+ResNet50_n_feat;UMAP;LinearSVM;10;305152;No;250;0,823529
Xception+ResNet50_n_feat_UMAP_250_MLP;Xception+ResNet50_n_feat;UMAP;MLP;10;305152;No;250;0,735294
Xception+ResNet50_n_feat_UMAP_250_Logistic;Xception+ResNet50_n_feat;UMAP;Logistic;10;305152;No;250;0,823529
Xception+ResNet50_n_feat_UMAP_250_RandomForest;Xception+ResNet50_n_feat;UMAP;RandomForest;10;305152;No;250;0,970588
Xception+ResNet50_n_feat_UMAP_250_Adaboost;Xception+ResNet50_n_feat;UMAP;Adaboost;10;305152;No;250;0,911765
Xception+ResNet50_n_feat_UMAP_250_Gaussian;Xception+ResNet50_n_feat;UMAP;Gaussian;10;305152;No;250;0,882353
VGG16+VGG19_n_feat_PCA_250_J48;VGG16+VGG19_n_feat;PCA;J48;1;50176;No;250;0,685714
VGG16+VGG19_n_feat_PCA_250_RBF;VGG16+VGG19_n_feat;PCA;RBF;1;50176;No;250;0,771429
VGG16+VGG19_n_feat_PCA_250_LinearSVM;VGG16+VGG19_n_feat;PCA;LinearSVM;1;50176;No;250;0,885714
VGG16+VGG19_n_feat_PCA_250_MLP;VGG16+VGG19_n_feat;PCA;MLP;1;50176;No;250;0,857143
VGG16+VGG19_n_feat_PCA_250_Logistic;VGG16+VGG19_n_feat;PCA;Logistic;1;50176;No;250;0,885714
VGG16+VGG19_n_feat_PCA_250_RandomForest;VGG16+VGG19_n_feat;PCA;RandomForest;1;50176;No;250;0,685714
VGG16+VGG19_n_feat_PCA_250_Adaboost;VGG16+VGG19_n_feat;PCA;Adaboost;1;50176;No;250;0,714286
VGG16+VGG19_n_feat_PCA_250_Gaussian;VGG16+VGG19_n_feat;PCA;Gaussian;1;50176;No;250;0,542857
VGG16+VGG19_n_feat_PCA_250_J48;VGG16+VGG19_n_feat;PCA;J48;2;50176;No;250;0,742857
VGG16+VGG19_n_feat_PCA_250_RBF;VGG16+VGG19_n_feat;PCA;RBF;2;50176;No;250;0,8
VGG16+VGG19_n_feat_PCA_250_LinearSVM;VGG16+VGG19_n_feat;PCA;LinearSVM;2;50176;No;250;0,742857
VGG16+VGG19_n_feat_PCA_250_MLP;VGG16+VGG19_n_feat;PCA;MLP;2;50176;No;250;0,771429
VGG16+VGG19_n_feat_PCA_250_Logistic;VGG16+VGG19_n_feat;PCA;Logistic;2;50176;No;250;0,771429
VGG16+VGG19_n_feat_PCA_250_RandomForest;VGG16+VGG19_n_feat;PCA;RandomForest;2;50176;No;250;0,771429
VGG16+VGG19_n_feat_PCA_250_Adaboost;VGG16+VGG19_n_feat;PCA;Adaboost;2;50176;No;250;0,657143
VGG16+VGG19_n_feat_PCA_250_Gaussian;VGG16+VGG19_n_feat;PCA;Gaussian;2;50176;No;250;0,657143
VGG16+VGG19_n_feat_PCA_250_J48;VGG16+VGG19_n_feat;PCA;J48;3;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_RBF;VGG16+VGG19_n_feat;PCA;RBF;3;50176;No;250;0,911765
VGG16+VGG19_n_feat_PCA_250_LinearSVM;VGG16+VGG19_n_feat;PCA;LinearSVM;3;50176;No;250;0,941176
VGG16+VGG19_n_feat_PCA_250_MLP;VGG16+VGG19_n_feat;PCA;MLP;3;50176;No;250;0,764706
VGG16+VGG19_n_feat_PCA_250_Logistic;VGG16+VGG19_n_feat;PCA;Logistic;3;50176;No;250;0,970588
VGG16+VGG19_n_feat_PCA_250_RandomForest;VGG16+VGG19_n_feat;PCA;RandomForest;3;50176;No;250;0,882353
VGG16+VGG19_n_feat_PCA_250_Adaboost;VGG16+VGG19_n_feat;PCA;Adaboost;3;50176;No;250;0,823529
VGG16+VGG19_n_feat_PCA_250_Gaussian;VGG16+VGG19_n_feat;PCA;Gaussian;3;50176;No;250;0,705882
VGG16+VGG19_n_feat_PCA_250_J48;VGG16+VGG19_n_feat;PCA;J48;4;50176;No;250;0,735294
VGG16+VGG19_n_feat_PCA_250_RBF;VGG16+VGG19_n_feat;PCA;RBF;4;50176;No;250;0,794118
VGG16+VGG19_n_feat_PCA_250_LinearSVM;VGG16+VGG19_n_feat;PCA;LinearSVM;4;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_MLP;VGG16+VGG19_n_feat;PCA;MLP;4;50176;No;250;0,794118
VGG16+VGG19_n_feat_PCA_250_Logistic;VGG16+VGG19_n_feat;PCA;Logistic;4;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_RandomForest;VGG16+VGG19_n_feat;PCA;RandomForest;4;50176;No;250;0,764706
VGG16+VGG19_n_feat_PCA_250_Adaboost;VGG16+VGG19_n_feat;PCA;Adaboost;4;50176;No;250;0,823529
VGG16+VGG19_n_feat_PCA_250_Gaussian;VGG16+VGG19_n_feat;PCA;Gaussian;4;50176;No;250;0,647059
VGG16+VGG19_n_feat_PCA_250_J48;VGG16+VGG19_n_feat;PCA;J48;5;50176;No;250;0,764706
VGG16+VGG19_n_feat_PCA_250_RBF;VGG16+VGG19_n_feat;PCA;RBF;5;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_LinearSVM;VGG16+VGG19_n_feat;PCA;LinearSVM;5;50176;No;250;0,794118
VGG16+VGG19_n_feat_PCA_250_MLP;VGG16+VGG19_n_feat;PCA;MLP;5;50176;No;250;0,705882
VGG16+VGG19_n_feat_PCA_250_Logistic;VGG16+VGG19_n_feat;PCA;Logistic;5;50176;No;250;0,794118
VGG16+VGG19_n_feat_PCA_250_RandomForest;VGG16+VGG19_n_feat;PCA;RandomForest;5;50176;No;250;0,764706
VGG16+VGG19_n_feat_PCA_250_Adaboost;VGG16+VGG19_n_feat;PCA;Adaboost;5;50176;No;250;0,882353
VGG16+VGG19_n_feat_PCA_250_Gaussian;VGG16+VGG19_n_feat;PCA;Gaussian;5;50176;No;250;0,5
VGG16+VGG19_n_feat_PCA_250_J48;VGG16+VGG19_n_feat;PCA;J48;6;50176;No;250;0,764706
VGG16+VGG19_n_feat_PCA_250_RBF;VGG16+VGG19_n_feat;PCA;RBF;6;50176;No;250;0,911765
VGG16+VGG19_n_feat_PCA_250_LinearSVM;VGG16+VGG19_n_feat;PCA;LinearSVM;6;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_MLP;VGG16+VGG19_n_feat;PCA;MLP;6;50176;No;250;0,882353
VGG16+VGG19_n_feat_PCA_250_Logistic;VGG16+VGG19_n_feat;PCA;Logistic;6;50176;No;250;0,823529
VGG16+VGG19_n_feat_PCA_250_RandomForest;VGG16+VGG19_n_feat;PCA;RandomForest;6;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_Adaboost;VGG16+VGG19_n_feat;PCA;Adaboost;6;50176;No;250;0,764706
VGG16+VGG19_n_feat_PCA_250_Gaussian;VGG16+VGG19_n_feat;PCA;Gaussian;6;50176;No;250;0,705882
VGG16+VGG19_n_feat_PCA_250_J48;VGG16+VGG19_n_feat;PCA;J48;7;50176;No;250;0,764706
VGG16+VGG19_n_feat_PCA_250_RBF;VGG16+VGG19_n_feat;PCA;RBF;7;50176;No;250;0,882353
VGG16+VGG19_n_feat_PCA_250_LinearSVM;VGG16+VGG19_n_feat;PCA;LinearSVM;7;50176;No;250;0,911765
VGG16+VGG19_n_feat_PCA_250_MLP;VGG16+VGG19_n_feat;PCA;MLP;7;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_Logistic;VGG16+VGG19_n_feat;PCA;Logistic;7;50176;No;250;0,911765
VGG16+VGG19_n_feat_PCA_250_RandomForest;VGG16+VGG19_n_feat;PCA;RandomForest;7;50176;No;250;0,764706
VGG16+VGG19_n_feat_PCA_250_Adaboost;VGG16+VGG19_n_feat;PCA;Adaboost;7;50176;No;250;0,823529
VGG16+VGG19_n_feat_PCA_250_Gaussian;VGG16+VGG19_n_feat;PCA;Gaussian;7;50176;No;250;0,764706
VGG16+VGG19_n_feat_PCA_250_J48;VGG16+VGG19_n_feat;PCA;J48;8;50176;No;250;0,735294
VGG16+VGG19_n_feat_PCA_250_RBF;VGG16+VGG19_n_feat;PCA;RBF;8;50176;No;250;0,882353
VGG16+VGG19_n_feat_PCA_250_LinearSVM;VGG16+VGG19_n_feat;PCA;LinearSVM;8;50176;No;250;0,882353
VGG16+VGG19_n_feat_PCA_250_MLP;VGG16+VGG19_n_feat;PCA;MLP;8;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_Logistic;VGG16+VGG19_n_feat;PCA;Logistic;8;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_RandomForest;VGG16+VGG19_n_feat;PCA;RandomForest;8;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_Adaboost;VGG16+VGG19_n_feat;PCA;Adaboost;8;50176;No;250;0,735294
VGG16+VGG19_n_feat_PCA_250_Gaussian;VGG16+VGG19_n_feat;PCA;Gaussian;8;50176;No;250;0,735294
VGG16+VGG19_n_feat_PCA_250_J48;VGG16+VGG19_n_feat;PCA;J48;9;50176;No;250;0,647059
VGG16+VGG19_n_feat_PCA_250_RBF;VGG16+VGG19_n_feat;PCA;RBF;9;50176;No;250;0,882353
VGG16+VGG19_n_feat_PCA_250_LinearSVM;VGG16+VGG19_n_feat;PCA;LinearSVM;9;50176;No;250;0,882353
VGG16+VGG19_n_feat_PCA_250_MLP;VGG16+VGG19_n_feat;PCA;MLP;9;50176;No;250;0,823529
VGG16+VGG19_n_feat_PCA_250_Logistic;VGG16+VGG19_n_feat;PCA;Logistic;9;50176;No;250;0,911765
VGG16+VGG19_n_feat_PCA_250_RandomForest;VGG16+VGG19_n_feat;PCA;RandomForest;9;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_Adaboost;VGG16+VGG19_n_feat;PCA;Adaboost;9;50176;No;250;0,823529
VGG16+VGG19_n_feat_PCA_250_Gaussian;VGG16+VGG19_n_feat;PCA;Gaussian;9;50176;No;250;0,852941
VGG16+VGG19_n_feat_PCA_250_J48;VGG16+VGG19_n_feat;PCA;J48;10;50176;No;250;0,735294
VGG16+VGG19_n_feat_PCA_250_RBF;VGG16+VGG19_n_feat;PCA;RBF;10;50176;No;250;0,911765
VGG16+VGG19_n_feat_PCA_250_LinearSVM;VGG16+VGG19_n_feat;PCA;LinearSVM;10;50176;No;250;0,911765
VGG16+VGG19_n_feat_PCA_250_MLP;VGG16+VGG19_n_feat;PCA;MLP;10;50176;No;250;0,764706
VGG16+VGG19_n_feat_PCA_250_Logistic;VGG16+VGG19_n_feat;PCA;Logistic;10;50176;No;250;0,911765
VGG16+VGG19_n_feat_PCA_250_RandomForest;VGG16+VGG19_n_feat;PCA;RandomForest;10;50176;No;250;0,794118
VGG16+VGG19_n_feat_PCA_250_Adaboost;VGG16+VGG19_n_feat;PCA;Adaboost;10;50176;No;250;0,794118
VGG16+VGG19_n_feat_PCA_250_Gaussian;VGG16+VGG19_n_feat;PCA;Gaussian;10;50176;No;250;0,617647
VGG16+VGG19_n_feat_UMAP_250_J48;VGG16+VGG19_n_feat;UMAP;J48;1;50176;No;250;0,742857
VGG16+VGG19_n_feat_UMAP_250_RBF;VGG16+VGG19_n_feat;UMAP;RBF;1;50176;No;250;0,428571
VGG16+VGG19_n_feat_UMAP_250_LinearSVM;VGG16+VGG19_n_feat;UMAP;LinearSVM;1;50176;No;250;0,714286
VGG16+VGG19_n_feat_UMAP_250_MLP;VGG16+VGG19_n_feat;UMAP;MLP;1;50176;No;250;0,4
VGG16+VGG19_n_feat_UMAP_250_Logistic;VGG16+VGG19_n_feat;UMAP;Logistic;1;50176;No;250;0,8
VGG16+VGG19_n_feat_UMAP_250_RandomForest;VGG16+VGG19_n_feat;UMAP;RandomForest;1;50176;No;250;0,8
VGG16+VGG19_n_feat_UMAP_250_Adaboost;VGG16+VGG19_n_feat;UMAP;Adaboost;1;50176;No;250;0,8
VGG16+VGG19_n_feat_UMAP_250_Gaussian;VGG16+VGG19_n_feat;UMAP;Gaussian;1;50176;No;250;0,771429
VGG16+VGG19_n_feat_UMAP_250_J48;VGG16+VGG19_n_feat;UMAP;J48;2;50176;No;250;0,714286
VGG16+VGG19_n_feat_UMAP_250_RBF;VGG16+VGG19_n_feat;UMAP;RBF;2;50176;No;250;0,342857
VGG16+VGG19_n_feat_UMAP_250_LinearSVM;VGG16+VGG19_n_feat;UMAP;LinearSVM;2;50176;No;250;0,685714
VGG16+VGG19_n_feat_UMAP_250_MLP;VGG16+VGG19_n_feat;UMAP;MLP;2;50176;No;250;0,342857
VGG16+VGG19_n_feat_UMAP_250_Logistic;VGG16+VGG19_n_feat;UMAP;Logistic;2;50176;No;250;0,771429
VGG16+VGG19_n_feat_UMAP_250_RandomForest;VGG16+VGG19_n_feat;UMAP;RandomForest;2;50176;No;250;0,771429
