FeatureExtraction,DimReduction,Normalization,NumberComponents,Classifier,KFold01_Accuracy,KFold02_Accuracy,KFold03_Accuracy,KFold04_Accuracy,KFold05_Accuracy,KFold06_Accuracy,KFold07_Accuracy,KFold08_Accuracy,KFold09_Accuracy,KFold10_Accuracy,Accuracy_Mean,Accuracy_SD
ResNet101+DenseNet169_n_feat,ReliefF,No,300,Gaussian,0.7714,0.8571,0.7941,0.8235,0.8824,0.8529,0.8824,0.8529,0.7353,0.7941,0.8246,0.0469
ResNet101+DenseNet121_n_feat,ReliefF,No,300,PCC,0.7714,0.6857,0.8235,0.8824,0.8529,0.8824,0.8824,0.8529,0.7941,0.7941,0.8222,0.0596
ResNet101+DenseNet121_n_feat,ReliefF,No,300,J48,0.8000,0.7714,0.7941,0.7941,0.7059,0.8235,0.8529,0.7941,0.8529,0.7647,0.7954,0.0412
ResNet101+DenseNet121_n_feat,ReliefF,No,300,RBF,0.7714,0.8000,0.8529,0.8529,0.8824,0.9118,0.9118,0.8235,0.9118,0.8529,0.8571,0.0462
ResNet101+DenseNet121_n_feat,ReliefF,No,300,LinearSVM,0.7714,0.8000,0.8824,0.7941,0.8529,0.9118,0.9412,0.8235,0.9118,0.8529,0.8542,0.0542
ResNet101+DenseNet121_n_feat,ReliefF,No,300,MLP,0.7429,0.6571,0.8235,0.8529,0.8824,0.8529,0.9118,0.8235,0.8824,0.8235,0.8253,0.0711
ResNet101+DenseNet121_n_feat,ReliefF,No,300,Logistic,0.8286,0.7714,0.8529,0.7941,0.8824,0.8824,0.8824,0.8529,0.9412,0.8529,0.8541,0.0459
ResNet101+DenseNet121_n_feat,ReliefF,No,300,RandomForest,0.8571,0.8000,0.8824,0.9412,0.8824,0.9118,0.9412,1.0000,0.9412,0.8824,0.9039,0.0528
ResNet101+DenseNet121_n_feat,ReliefF,No,300,Adaboost,0.8286,0.8000,0.8235,0.8235,0.7941,0.8235,0.9412,0.8824,0.8824,0.8235,0.8423,0.0432
ResNet101+DenseNet121_n_feat,ReliefF,No,300,Gaussian,0.8000,0.8000,0.7647,0.8824,0.7941,0.8529,0.9412,0.8235,0.7353,0.7353,0.8129,0.0617
ResNet101+MobileNetV2_n_feat,ReliefF,No,300,PCC,0.6857,0.7143,0.7353,0.8529,0.9118,0.8529,0.8529,0.8235,0.8235,0.8529,0.8106,0.0695
ResNet101+MobileNetV2_n_feat,ReliefF,No,300,J48,0.7143,0.6857,0.8824,0.7941,0.8235,0.8235,0.7059,0.8529,0.8824,0.7941,0.7959,0.0683
ResNet101+MobileNetV2_n_feat,ReliefF,No,300,RBF,0.8286,0.8000,0.9118,0.8529,0.8824,0.9118,0.9118,0.9118,0.9412,0.9118,0.8864,0.0426
ResNet101+MobileNetV2_n_feat,ReliefF,No,300,LinearSVM,0.9429,0.7714,0.8824,0.8235,0.8824,0.9118,0.8529,0.8824,0.9118,0.8529,0.8714,0.0466
ResNet101+MobileNetV2_n_feat,ReliefF,No,300,MLP,0.7714,0.8286,0.8824,0.8235,0.8529,0.8529,0.8824,0.8529,0.9412,0.8824,0.8571,0.0428
ResNet101+MobileNetV2_n_feat,ReliefF,No,300,Logistic,0.9429,0.7429,0.8824,0.8235,0.8824,0.9118,0.9118,0.8824,0.9118,0.8529,0.8745,0.0542
ResNet101+MobileNetV2_n_feat,ReliefF,No,300,RandomForest,0.8286,0.8571,0.9118,0.9118,0.9118,0.8824,0.9412,0.9118,0.9706,0.9118,0.9039,0.0380
ResNet101+MobileNetV2_n_feat,ReliefF,No,300,Adaboost,0.7714,0.7714,0.8529,0.8235,0.9412,0.8235,0.7941,0.8529,0.8824,0.9118,0.8425,0.0543
ResNet101+MobileNetV2_n_feat,ReliefF,No,300,Gaussian,0.7714,0.8571,0.8824,0.8824,0.8529,0.7353,0.8824,0.8235,0.7059,0.8529,0.8246,0.0613
EfficientNetB0+MobileNet_n_feat,ReliefF,No,300,PCC,0.6571,0.7143,0.6765,0.7059,0.6176,0.6176,0.7353,0.6176,0.6471,0.5882,0.6577,0.0465
EfficientNetB0+MobileNet_n_feat,ReliefF,No,300,J48,0.8286,0.7714,0.8235,0.7941,0.7353,0.7059,0.7647,0.7059,0.8824,0.8529,0.7865,0.0576
EfficientNetB0+MobileNet_n_feat,ReliefF,No,300,RBF,0.8286,0.9429,0.9412,0.9118,0.8529,0.9118,0.8235,0.8824,0.8824,0.9706,0.8948,0.0472
EfficientNetB0+MobileNet_n_feat,ReliefF,No,300,LinearSVM,0.8571,0.9429,0.8824,0.9118,0.8235,0.9118,0.8824,0.9118,0.9706,0.9412,0.9035,0.0414
EfficientNetB0+MobileNet_n_feat,ReliefF,No,300,MLP,0.8571,0.9143,0.8824,0.8824,0.7941,0.8824,0.8529,0.9118,0.9412,0.9118,0.8830,0.0394
EfficientNetB0+MobileNet_n_feat,ReliefF,No,300,Logistic,0.8286,0.9429,0.9118,0.9118,0.8529,0.9118,0.9118,0.9118,0.9706,0.9706,0.9124,0.0427
EfficientNetB0+MobileNet_n_feat,ReliefF,No,300,RandomForest,0.8571,0.9429,0.9412,0.8529,0.8529,0.8235,0.8529,0.9118,0.9118,0.9706,0.8918,0.0474
EfficientNetB0+MobileNet_n_feat,ReliefF,No,300,Adaboost,0.7714,0.9143,0.8529,0.8824,0.7647,0.8529,0.8529,0.9118,0.9118,0.9118,0.8627,0.0534
EfficientNetB0+MobileNet_n_feat,ReliefF,No,300,Gaussian,0.7429,0.8857,0.9118,0.7941,0.7941,0.7941,0.8824,0.9412,0.8824,0.9118,0.8540,0.0632
MobileNet+ResNet50_n_feat,ReliefF,No,300,PCC,0.6857,0.8286,0.6176,0.7353,0.8235,0.7941,0.8235,0.8529,0.6765,0.7647,0.7603,0.0748
MobileNet+ResNet50_n_feat,ReliefF,No,300,J48,0.8571,0.7429,0.8235,0.8824,0.6471,0.7647,0.8529,0.7941,0.8529,0.7647,0.7982,0.0673
MobileNet+ResNet50_n_feat,ReliefF,No,300,RBF,0.8286,0.9429,0.8824,0.8824,0.8529,0.9412,0.8824,1.0000,0.9412,1.0000,0.9154,0.0558
MobileNet+ResNet50_n_feat,ReliefF,No,300,LinearSVM,0.9429,0.9429,0.8529,0.9118,0.8235,1.0000,0.8235,0.9706,0.9412,0.9118,0.9121,0.0575
MobileNet+ResNet50_n_feat,ReliefF,No,300,MLP,0.8857,0.8857,0.9412,0.7647,0.7941,0.9118,0.8235,0.9412,0.9412,0.9118,0.8801,0.0610
MobileNet+ResNet50_n_feat,ReliefF,No,300,Logistic,0.9143,0.9429,0.8824,0.9118,0.7941,1.0000,0.8529,0.9706,0.9412,0.9412,0.9151,0.0566
MobileNet+ResNet50_n_feat,ReliefF,No,300,RandomForest,0.8857,0.9143,0.8529,0.9118,0.8529,0.8824,0.9118,0.9412,0.9706,1.0000,0.9124,0.0454
MobileNet+ResNet50_n_feat,ReliefF,No,300,Adaboost,0.9143,0.9143,0.8824,0.8824,0.8235,0.9412,0.8529,0.9412,0.9412,0.8824,0.8976,0.0380
MobileNet+ResNet50_n_feat,ReliefF,No,300,Gaussian,0.8857,0.8857,0.9412,0.8529,0.8235,0.8529,0.8235,0.8824,0.9118,0.8824,0.8742,0.0351
Xception+ResNet50_n_feat,ReliefF,No,300,PCC,0.7714,0.7714,0.7353,0.7353,0.7941,0.7941,0.8235,0.8824,0.8235,0.7941,0.7925,0.0418
Xception+ResNet50_n_feat,ReliefF,No,300,J48,0.8857,0.8286,0.7941,0.7941,0.7647,0.7059,0.8235,0.9118,0.8235,0.8235,0.8155,0.0548
Xception+ResNet50_n_feat,ReliefF,No,300,RBF,0.8571,0.8571,0.8824,0.8529,0.8824,0.8824,0.8529,0.9706,0.8824,0.9118,0.8832,0.0341
Xception+ResNet50_n_feat,ReliefF,No,300,LinearSVM,0.8571,0.8857,0.9118,0.8235,0.9412,0.8824,0.9118,0.9706,0.8824,0.9412,0.9008,0.0414
Xception+ResNet50_n_feat,ReliefF,No,300,MLP,0.8571,0.8571,0.9118,0.7647,0.7647,0.8824,0.8235,0.9412,0.8235,0.9118,0.8538,0.0574
Xception+ResNet50_n_feat,ReliefF,No,300,Logistic,0.9143,0.8571,0.9118,0.7647,0.9118,0.8529,0.8529,0.9412,0.8824,0.9118,0.8801,0.0482
Xception+ResNet50_n_feat,ReliefF,No,300,RandomForest,0.9143,0.9143,0.8529,0.8529,0.9412,0.9412,0.8824,0.9412,0.9118,0.9118,0.9064,0.0318
Xception+ResNet50_n_feat,ReliefF,No,300,Adaboost,0.9429,0.8571,0.8529,0.8235,0.9412,0.9118,0.8824,0.9412,0.9412,0.8824,0.8976,0.0419
Xception+ResNet50_n_feat,ReliefF,No,300,Gaussian,0.8857,0.8571,0.8824,0.7647,0.7941,0.8824,0.7647,0.8824,0.8529,0.8235,0.8390,0.0465
VGG16+VGG19_n_feat,ReliefF,No,300,PCC,0.6000,0.6286,0.6176,0.5588,0.7353,0.5882,0.6471,0.7353,0.7059,0.8235,0.6640,0.0787
VGG16+VGG19_n_feat,ReliefF,No,300,J48,0.7714,0.7143,0.7059,0.7941,0.7059,0.6471,0.7059,0.7059,0.8529,0.7059,0.7309,0.0556
VGG16+VGG19_n_feat,ReliefF,No,300,RBF,0.8000,0.9143,0.8529,0.7941,0.8529,0.9118,0.9412,0.9412,0.9412,0.8824,0.8832,0.0534
VGG16+VGG19_n_feat,ReliefF,No,300,LinearSVM,0.7429,0.7714,0.7941,0.8235,0.8529,0.8529,0.8235,0.9412,0.9412,0.9412,0.8485,0.0686
VGG16+VGG19_n_feat,ReliefF,No,300,MLP,0.7429,0.8000,0.7353,0.6765,0.6765,0.8235,0.7941,0.8235,0.8529,0.8529,0.7778,0.0631
VGG16+VGG19_n_feat,ReliefF,No,300,Logistic,0.7714,0.8286,0.8235,0.8529,0.8529,0.8529,0.8235,0.9412,0.9412,0.9412,0.8629,0.0560
VGG16+VGG19_n_feat,ReliefF,No,300,RandomForest,0.8286,0.8857,0.7941,0.7941,0.7647,0.8529,0.8529,0.9118,0.9706,0.8824,0.8538,0.0588
VGG16+VGG19_n_feat,ReliefF,No,300,Adaboost,0.8000,0.6857,0.8824,0.7941,0.7941,0.8235,0.7647,0.7941,0.9118,0.8235,0.8074,0.0585
VGG16+VGG19_n_feat,ReliefF,No,300,Gaussian,0.7429,0.8286,0.8529,0.5588,0.7647,0.9118,0.8235,0.8235,0.9412,0.8235,0.8071,0.0999
MobileNet+ResNet101_n_feat,ReliefF,No,250,PCC,0.7714,0.6857,0.7941,0.8235,0.7941,0.8235,0.8235,0.9118,0.8529,0.7941,0.8075,0.0551
MobileNet+ResNet101_n_feat,ReliefF,No,250,J48,0.7429,0.6571,0.7353,0.7647,0.8235,0.6765,0.7941,0.8529,0.8529,0.8529,0.7753,0.0687
MobileNet+ResNet101_n_feat,ReliefF,No,250,RBF,0.8286,0.8857,0.8824,0.8824,0.8529,0.9412,0.9412,0.8824,0.9412,0.9706,0.9008,0.0430
MobileNet+ResNet101_n_feat,ReliefF,No,250,LinearSVM,0.8571,0.8857,0.9118,0.8824,0.8235,0.8824,0.9118,0.9412,0.9706,0.8529,0.8919,0.0413
MobileNet+ResNet101_n_feat,ReliefF,No,250,MLP,0.8000,0.8571,0.8529,0.8529,0.8235,0.9118,0.8824,0.8529,0.9412,0.8824,0.8657,0.0388
MobileNet+ResNet101_n_feat,ReliefF,No,250,Logistic,0.8857,0.8857,0.9118,0.9118,0.8235,0.9118,0.9118,0.9412,0.9706,0.8529,0.9007,0.0396
MobileNet+ResNet101_n_feat,ReliefF,No,250,RandomForest,0.8571,0.8286,0.8529,0.8824,0.8529,0.9118,0.9412,0.9706,0.9412,0.9118,0.8950,0.0448
MobileNet+ResNet101_n_feat,ReliefF,No,250,Adaboost,0.8286,0.8857,0.7941,0.9118,0.8235,0.8235,0.9118,0.9412,0.8529,0.8235,0.8597,0.0469
MobileNet+ResNet101_n_feat,ReliefF,No,250,Gaussian,0.8286,0.8571,0.9118,0.8529,0.8529,0.8235,0.9118,0.8529,0.7647,0.8824,0.8539,0.0413
ResNet101+DenseNet169_n_feat,ReliefF,No,250,PCC,0.7429,0.7429,0.7353,0.8529,0.9412,0.9118,0.8824,0.8824,0.8529,0.8529,0.8397,0.0702
ResNet101+DenseNet169_n_feat,ReliefF,No,250,J48,0.6857,0.6571,0.7941,0.7647,0.7647,0.8235,0.7941,0.8529,0.8529,0.7353,0.7725,0.0623
ResNet101+DenseNet169_n_feat,ReliefF,No,250,RBF,0.7714,0.8000,0.8235,0.8235,0.8824,0.9118,0.8824,0.9412,0.9706,0.8529,0.8660,0.0602
ResNet101+DenseNet169_n_feat,ReliefF,No,250,LinearSVM,0.8000,0.8286,0.8824,0.8235,0.8235,0.8824,0.9118,0.8824,0.9412,0.8824,0.8658,0.0426
ResNet101+DenseNet169_n_feat,ReliefF,No,250,MLP,0.7143,0.7429,0.8824,0.8824,0.8235,0.8529,0.8824,0.9118,0.8824,0.7941,0.8369,0.0633
ResNet101+DenseNet169_n_feat,ReliefF,No,250,Logistic,0.7429,0.8286,0.9118,0.8235,0.8235,0.8235,0.8529,0.8529,0.9412,0.8824,0.8483,0.0522
ResNet101+DenseNet169_n_feat,ReliefF,No,250,RandomForest,0.8286,0.8000,0.8824,0.9118,0.8235,0.9118,0.9118,0.9412,0.9412,0.9118,0.8864,0.0483
ResNet101+DenseNet169_n_feat,ReliefF,No,250,Adaboost,0.9143,0.8000,0.9118,0.8529,0.8529,0.8824,0.8529,0.8824,0.7941,0.7941,0.8538,0.0432
ResNet101+DenseNet169_n_feat,ReliefF,No,250,Gaussian,0.7714,0.8857,0.8529,0.8529,0.8824,0.8824,0.9118,0.8529,0.7353,0.8235,0.8451,0.0520
ResNet101+DenseNet121_n_feat,ReliefF,No,250,PCC,0.7714,0.7714,0.7647,0.8529,0.8824,0.8529,0.8529,0.8824,0.7941,0.8529,0.8278,0.0447
ResNet101+DenseNet121_n_feat,ReliefF,No,250,J48,0.8000,0.8000,0.7941,0.7059,0.6765,0.7353,0.7941,0.7941,0.8529,0.7941,0.7747,0.0498
ResNet101+DenseNet121_n_feat,ReliefF,No,250,RBF,0.7714,0.8000,0.8235,0.8529,0.8824,0.8824,0.9118,0.8235,0.8824,0.8824,0.8513,0.0425
ResNet101+DenseNet121_n_feat,ReliefF,No,250,LinearSVM,0.8286,0.8000,0.9412,0.8235,0.8529,0.8824,0.8824,0.8235,0.9118,0.8529,0.8599,0.0420
ResNet101+DenseNet121_n_feat,ReliefF,No,250,MLP,0.7143,0.7429,0.8529,0.8235,0.7941,0.7941,0.9412,0.8529,0.8824,0.7353,0.8134,0.0678
ResNet101+DenseNet121_n_feat,ReliefF,No,250,Logistic,0.8571,0.7714,0.8529,0.7941,0.8824,0.8824,0.8235,0.8235,0.8824,0.8235,0.8393,0.0367
ResNet101+DenseNet121_n_feat,ReliefF,No,250,RandomForest,0.8286,0.8000,0.8235,0.9118,0.8529,0.9118,0.9412,0.9706,0.9412,0.8529,0.8834,0.0559
ResNet101+DenseNet121_n_feat,ReliefF,No,250,Adaboost,0.8286,0.8286,0.8529,0.8529,0.7941,0.8235,0.8824,0.8824,0.8824,0.8529,0.8481,0.0281
ResNet101+DenseNet121_n_feat,ReliefF,No,250,Gaussian,0.7714,0.8000,0.7941,0.8824,0.7941,0.8824,0.9118,0.8235,0.7353,0.7647,0.8160,0.0551
ResNet101+MobileNetV2_n_feat,ReliefF,No,250,PCC,0.6857,0.7143,0.7353,0.8529,0.8824,0.8529,0.8529,0.8235,0.8235,0.8824,0.8106,0.0682
ResNet101+MobileNetV2_n_feat,ReliefF,No,250,J48,0.7429,0.7714,0.8824,0.8235,0.7353,0.7647,0.7941,0.8824,0.7647,0.7647,0.7926,0.0506
ResNet101+MobileNetV2_n_feat,ReliefF,No,250,RBF,0.8286,0.8000,0.9118,0.8235,0.9118,0.9118,0.9118,0.9118,0.9118,0.8824,0.8805,0.0428
ResNet101+MobileNetV2_n_feat,ReliefF,No,250,LinearSVM,0.8857,0.7714,0.9118,0.8235,0.8824,0.9118,0.8824,0.8824,0.8824,0.8529,0.8687,0.0406
ResNet101+MobileNetV2_n_feat,ReliefF,No,250,MLP,0.8571,0.8000,0.9412,0.8235,0.8235,0.8235,0.8824,0.8235,0.9706,0.8235,0.8569,0.0543
ResNet101+MobileNetV2_n_feat,ReliefF,No,250,Logistic,1.0000,0.7429,0.9118,0.8235,0.8824,0.9118,0.8529,0.8529,0.9118,0.8529,0.8743,0.0643
ResNet101+MobileNetV2_n_feat,ReliefF,No,250,RandomForest,0.8571,0.8571,0.8529,0.9118,0.8529,0.8824,0.9412,0.9118,0.9118,0.9412,0.8920,0.0340
ResNet101+MobileNetV2_n_feat,ReliefF,No,250,Adaboost,0.8000,0.7143,0.9118,0.8529,0.9118,0.8235,0.8529,0.8529,0.9118,0.8235,0.8455,0.0580
ResNet101+MobileNetV2_n_feat,ReliefF,No,250,Gaussian,0.7714,0.8571,0.9118,0.8824,0.8529,0.7647,0.8824,0.8235,0.7353,0.8529,0.8334,0.0553
EfficientNetB0+MobileNet_n_feat,ReliefF,No,250,PCC,0.6857,0.6857,0.7941,0.7059,0.6471,0.6471,0.7059,0.6176,0.7353,0.6765,0.6901,0.0475
EfficientNetB0+MobileNet_n_feat,ReliefF,No,250,J48,0.8000,0.6286,0.7941,0.7941,0.7647,0.6765,0.7647,0.7059,0.8529,0.8824,0.7664,0.0737
EfficientNetB0+MobileNet_n_feat,ReliefF,No,250,RBF,0.8286,0.9429,0.9412,0.9118,0.8824,0.9118,0.9118,0.8824,0.9118,0.9412,0.9066,0.0333
EfficientNetB0+MobileNet_n_feat,ReliefF,No,250,LinearSVM,0.8571,0.9429,0.9118,0.9118,0.7941,0.8824,0.9118,0.8824,0.9706,0.9412,0.9006,0.0475
EfficientNetB0+MobileNet_n_feat,ReliefF,No,250,MLP,0.8286,0.9429,0.9118,0.8529,0.8235,0.8529,0.8235,0.9118,1.0000,0.8824,0.8830,0.0555
EfficientNetB0+MobileNet_n_feat,ReliefF,No,250,Logistic,0.8286,0.9429,0.9118,0.8824,0.8235,0.8824,0.8824,0.8824,0.9706,0.9706,0.8977,0.0491
EfficientNetB0+MobileNet_n_feat,ReliefF,No,250,RandomForest,0.8857,0.9143,0.9118,0.8235,0.8529,0.8529,0.8529,0.8824,0.9412,0.9412,0.8859,0.0384
EfficientNetB0+MobileNet_n_feat,ReliefF,No,250,Adaboost,0.8000,0.8286,0.8235,0.8529,0.7647,0.8235,0.7941,0.9412,0.8824,0.8529,0.8364,0.0472
EfficientNetB0+MobileNet_n_feat,ReliefF,No,250,Gaussian,0.7143,0.9143,0.9412,0.8235,0.7941,0.7941,0.9118,0.9412,0.8824,0.9118,0.8629,0.0729
MobileNet+ResNet50_n_feat,ReliefF,No,250,PCC,0.7143,0.7714,0.6471,0.7059,0.7647,0.8235,0.7941,0.8824,0.7647,0.7647,0.7633,0.0617
MobileNet+ResNet50_n_feat,ReliefF,No,250,J48,0.7429,0.7143,0.7941,0.9118,0.6176,0.7059,0.7941,0.8529,0.7941,0.7941,0.7722,0.0777
MobileNet+ResNet50_n_feat,ReliefF,No,250,RBF,0.8286,0.9429,0.8824,0.8824,0.8529,0.9118,0.8824,1.0000,0.9412,0.9706,0.9095,0.0510
MobileNet+ResNet50_n_feat,ReliefF,No,250,LinearSVM,0.8571,0.9143,0.9118,0.8529,0.7941,0.9412,0.8824,0.9706,0.8824,0.9412,0.8948,0.0493
MobileNet+ResNet50_n_feat,ReliefF,No,250,MLP,0.8571,0.8571,0.8824,0.8529,0.7647,0.8529,0.8235,0.9706,0.9706,0.8824,0.8714,0.0589
MobileNet+ResNet50_n_feat,ReliefF,No,250,Logistic,0.8571,0.9143,0.9118,0.8529,0.7941,0.9706,0.8824,0.9706,0.8824,0.9412,0.8977,0.0528
MobileNet+ResNet50_n_feat,ReliefF,No,250,RandomForest,0.9143,0.9143,0.9118,0.9118,0.8529,0.9118,0.8824,0.9412,0.9412,0.9706,0.9152,0.0307
MobileNet+ResNet50_n_feat,ReliefF,No,250,Adaboost,0.8857,0.8857,0.9118,0.7941,0.7941,0.8824,0.8824,0.9412,0.9412,0.9118,0.8830,0.0492
MobileNet+ResNet50_n_feat,ReliefF,No,250,Gaussian,0.8857,0.8857,0.9412,0.8529,0.7941,0.8235,0.8235,0.8824,0.9412,0.8824,0.8713,0.0461
Xception+ResNet50_n_feat,ReliefF,No,250,PCC,0.8000,0.8857,0.7353,0.7059,0.7647,0.8235,0.7647,0.8824,0.8235,0.8235,0.8009,0.0560
Xception+ResNet50_n_feat,ReliefF,No,250,J48,0.7429,0.8286,0.8529,0.7059,0.7353,0.8529,0.7941,0.9412,0.7941,0.8824,0.8130,0.0692
Xception+ResNet50_n_feat,ReliefF,No,250,RBF,0.8000,0.8571,0.8824,0.8235,0.8529,0.8824,0.8529,0.9706,0.8529,0.8824,0.8657,0.0430
Xception+ResNet50_n_feat,ReliefF,No,250,LinearSVM,0.8571,0.8286,0.9118,0.9118,0.9412,0.8824,0.9412,1.0000,0.9118,0.9412,0.9127,0.0460
Xception+ResNet50_n_feat,ReliefF,No,250,MLP,0.8286,0.8286,0.9118,0.7647,0.8824,0.8824,0.7647,0.9412,0.9118,0.8824,0.8598,0.0580
Xception+ResNet50_n_feat,ReliefF,No,250,Logistic,0.8571,0.8000,0.9118,0.9118,0.8824,0.7941,0.8824,0.9412,0.8529,0.8824,0.8716,0.0448
Xception+ResNet50_n_feat,ReliefF,No,250,RandomForest,0.8857,0.8857,0.8824,0.8529,0.9412,0.9412,0.8824,0.9412,0.9412,0.9412,0.9095,0.0329
Xception+ResNet50_n_feat,ReliefF,No,250,Adaboost,0.9429,0.8571,0.7941,0.7647,0.8529,0.8824,0.8235,0.9706,0.8235,0.9118,0.8624,0.0619
Xception+ResNet50_n_feat,ReliefF,No,250,Gaussian,0.9143,0.8571,0.8824,0.7647,0.7941,0.8529,0.7941,0.8529,0.8235,0.8529,0.8389,0.0427
VGG16+VGG19_n_feat,ReliefF,No,250,PCC,0.6571,0.6286,0.6176,0.6471,0.7647,0.5882,0.5882,0.7059,0.7647,0.7647,0.6727,0.0683
VGG16+VGG19_n_feat,ReliefF,No,250,J48,0.8286,0.6571,0.6765,0.8235,0.7353,0.6471,0.7353,0.7647,0.8529,0.7059,0.7427,0.0699
VGG16+VGG19_n_feat,ReliefF,No,250,RBF,0.8000,0.8857,0.8529,0.7647,0.8235,0.9118,0.9118,0.9118,0.9412,0.8824,0.8686,0.0540
VGG16+VGG19_n_feat,ReliefF,No,250,LinearSVM,0.7429,0.7714,0.8824,0.8235,0.7941,0.8824,0.8235,0.8529,0.8824,0.8529,0.8308,0.0465
VGG16+VGG19_n_feat,ReliefF,No,250,MLP,0.7714,0.7714,0.7353,0.7647,0.7059,0.8529,0.7941,0.8529,0.8235,0.7353,0.7808,0.0475
VGG16+VGG19_n_feat,ReliefF,No,250,Logistic,0.7714,0.8000,0.8824,0.8235,0.8235,0.8529,0.7941,0.9118,0.9412,0.9118,0.8513,0.0549
VGG16+VGG19_n_feat,ReliefF,No,250,RandomForest,0.8000,0.8286,0.8235,0.8235,0.7941,0.8529,0.8529,0.8824,0.9706,0.9118,0.8540,0.0517
VGG16+VGG19_n_feat,ReliefF,No,250,Adaboost,0.8571,0.8000,0.8824,0.8235,0.7941,0.7941,0.7647,0.8824,0.8824,0.8235,0.8304,0.0410
VGG16+VGG19_n_feat,ReliefF,No,250,Gaussian,0.7143,0.8571,0.8529,0.7941,0.7059,0.9118,0.8235,0.8824,0.9118,0.8235,0.8277,0.0689
MobileNet+ResNet101_n_feat,ReliefF,No,200,PCC,0.7429,0.7429,0.7647,0.8529,0.7941,0.8824,0.8824,0.7941,0.8529,0.7941,0.8103,0.0510
MobileNet+ResNet101_n_feat,ReliefF,No,200,J48,0.6857,0.7143,0.8824,0.7647,0.7941,0.7941,0.7353,0.8235,0.8235,0.8824,0.7900,0.0629
MobileNet+ResNet101_n_feat,ReliefF,No,200,RBF,0.8286,0.8571,0.8824,0.8824,0.8529,0.9412,0.9412,0.8824,0.9706,0.9412,0.8980,0.0449
MobileNet+ResNet101_n_feat,ReliefF,No,200,LinearSVM,0.8857,0.8857,0.9118,0.8824,0.8235,0.8529,0.9118,0.9118,0.9706,0.9118,0.8948,0.0375
