FeatureExtraction,DimReduction,Normalization,NumberComponents,Classifier,KFold01_Accuracy,KFold02_Accuracy,KFold03_Accuracy,KFold04_Accuracy,KFold05_Accuracy,KFold06_Accuracy,KFold07_Accuracy,KFold08_Accuracy,KFold09_Accuracy,KFold10_Accuracy,Accuracy_Mean,Accuracy_SD
ResNet101,Full,No,100352,LinearSVM,0.8571,0.8857,0.9706,0.8824,0.9118,0.9118,0.9118,0.9706,0.9412,0.9412,0.9184,0.0357
ResNet101,Full,No,100352,MLP,0.7143,0.8857,0.9412,0.7647,0.8529,0.9412,0.9412,0.9706,0.9412,0.8529,0.8806,0.0809
ResNet101,Full,No,100352,Logistic,0.8571,0.8857,0.9706,0.8824,0.9118,0.9118,0.9118,0.9706,0.9412,0.9412,0.9184,0.0357
ResNet101,Full,No,100352,RandomForest,0.8,0.8571,0.8824,0.8529,0.9118,0.9412,0.9412,0.9412,0.9412,0.8824,0.8951,0.0462
ResNet101,Full,No,100352,Adaboost,0.8286,0.7714,0.8235,0.7941,0.8529,0.7647,0.8824,0.9118,0.9412,0.8824,0.8453,0.0563
ResNet101,Full,No,100352,Gaussian,0.6286,0.7429,0.7059,0.5294,0.5588,0.5,0.7353,0.6765,0.7647,0.7059,0.6548,0.0903
ResNet152,Full,No,100352,PCC,0.6857,0.5429,0.7059,0.7647,0.7059,0.7941,0.7647,0.5882,0.7941,0.8235,0.717,0.0871
ResNet152,Full,No,100352,J48,0.7714,0.7429,0.7647,0.7647,0.7647,0.8235,0.9118,0.9412,0.8529,0.8529,0.8191,0.0654
ResNet152,Full,No,100352,RBF,0.8571,0.8857,0.8529,0.7941,0.9412,0.9412,0.8824,0.8824,0.9412,0.8824,0.8861,0.0442
ResNet152,Full,No,100352,LinearSVM,0.8571,0.9143,0.9706,0.8529,0.9706,0.9118,0.9706,0.9412,0.9118,0.9412,0.9242,0.0412
ResNet152,Full,No,100352,MLP,0.8571,0.9143,0.9412,0.7353,0.9118,0.8529,0.8824,0.9118,0.9412,0.8824,0.883,0.0573
ResNet152,Full,No,100352,Logistic,0.8571,0.8857,0.9706,0.8529,0.9412,0.9412,0.9706,0.9412,0.9118,0.9412,0.9213,0.0407
ResNet152,Full,No,100352,RandomForest,0.8571,0.8571,0.9118,0.8235,0.8824,0.9118,0.9412,0.8824,0.9118,0.9412,0.892,0.0365
ResNet152,Full,No,100352,Adaboost,0.8571,0.8571,0.8529,0.8529,0.8235,0.9412,0.9118,0.8529,0.8235,0.9118,0.8685,0.0375
ResNet152,Full,No,100352,Gaussian,0.6571,0.8286,0.6471,0.3824,0.7059,0.6471,0.6176,0.6471,0.6176,0.6176,0.6368,0.104
ResNet50V2,Full,No,100352,PCC,0.5714,0.5143,0.5882,0.6471,0.6765,0.7059,0.5882,0.5882,0.6765,0.7059,0.6262,0.0617
ResNet50V2,Full,No,100352,J48,0.7714,0.7143,0.7647,0.7353,0.7647,0.6176,0.7059,0.8529,0.6471,0.8235,0.7397,0.0688
ResNet50V2,Full,No,100352,RBF,0.9143,0.8571,0.9118,0.8235,0.9118,0.9118,0.8235,0.8824,0.8824,0.8824,0.8801,0.0333
ResNet50V2,Full,No,100352,LinearSVM,0.8571,0.8857,0.8824,0.8824,0.9118,0.9118,0.8529,0.9118,0.9118,0.9412,0.8949,0.0262
ResNet50V2,Full,No,100352,MLP,0.8286,0.8571,0.9412,0.8529,0.9118,0.8529,0.9118,0.9118,0.9118,0.8824,0.8862,0.0347
ResNet50V2,Full,No,100352,Logistic,0.8571,0.8857,0.8824,0.8824,0.8824,0.8824,0.8824,0.9118,0.9118,0.9118,0.889,0.0167
ResNet50V2,Full,No,100352,RandomForest,0.8286,0.8857,0.8824,0.8529,0.8529,0.8824,0.9412,0.9412,0.9118,0.9118,0.8891,0.0358
ResNet50V2,Full,No,100352,Adaboost,0.8571,0.8571,0.8235,0.7647,0.7647,0.8529,0.7941,0.9118,0.8529,0.8529,0.8332,0.0441
ResNet50V2,Full,No,100352,Gaussian,0.7714,0.8571,0.8235,0.6765,0.7941,0.7353,0.7941,0.7647,0.7941,0.7941,0.7805,0.0465
ResNet101V2,Full,No,100352,PCC,0.7429,0.5714,0.7059,0.7353,0.8529,0.6471,0.7353,0.6176,0.6765,0.6765,0.6961,0.074
ResNet101V2,Full,No,100352,J48,0.8857,0.7429,0.8235,0.7647,0.7647,0.7059,0.7647,0.7353,0.6765,0.7941,0.7658,0.0562
ResNet101V2,Full,No,100352,RBF,0.8857,0.9143,0.8529,0.8235,0.8824,0.8824,0.8529,0.8529,0.9412,1,0.8888,0.049
ResNet101V2,Full,No,100352,LinearSVM,0.9143,0.8857,0.8824,0.8824,0.9412,0.9412,0.9412,0.9118,0.9412,1,0.9241,0.0348
ResNet101V2,Full,No,100352,MLP,0.9143,0.8571,0.8529,0.8824,0.9706,0.9118,0.9412,0.9118,0.9118,0.8824,0.9036,0.0344
ResNet101V2,Full,No,100352,Logistic,0.9143,0.8857,0.8824,0.8824,0.9412,0.9412,0.9412,0.9412,0.9706,1,0.93,0.0371
ResNet101V2,Full,No,100352,RandomForest,0.9429,0.9429,0.8824,0.8529,0.8824,0.8529,0.8824,0.9118,0.9412,0.9412,0.9033,0.0353
ResNet101V2,Full,No,100352,Adaboost,0.8857,0.7429,0.9118,0.9118,0.8824,0.8235,0.9118,0.8529,0.8529,0.8824,0.8658,0.0495
ResNet101V2,Full,No,100352,Gaussian,0.7714,0.7714,0.8235,0.4706,0.6176,0.7353,0.7059,0.7647,0.7059,0.6471,0.7013,0.0965
ResNet152V2,Full,No,100352,PCC,0.6,0.6286,0.6471,0.6471,0.6765,0.6471,0.6765,0.6765,0.6471,0.6176,0.6464,0.0245
ResNet152V2,Full,No,100352,J48,0.5714,0.6571,0.7059,0.7059,0.6471,0.6765,0.7647,0.7353,0.8529,0.8529,0.717,0.0843
ResNet152V2,Full,No,100352,RBF,0.8571,0.8857,0.8824,0.8235,0.8824,0.8529,0.7941,0.9412,0.9118,0.9412,0.8772,0.045
ResNet152V2,Full,No,100352,LinearSVM,0.8286,0.8857,0.9706,0.9118,0.9412,0.8529,0.8824,0.9706,0.9412,0.9412,0.9126,0.0463
ResNet152V2,Full,No,100352,MLP,0.8857,0.8857,0.8824,0.8235,0.9412,0.8529,0.9412,0.9412,0.9412,0.9118,0.9007,0.0396
ResNet152V2,Full,No,100352,Logistic,0.8286,0.9143,0.9706,0.9118,0.9412,0.8529,0.8824,0.9706,0.9412,0.9412,0.9155,0.0454
ResNet152V2,Full,No,100352,RandomForest,0.8571,0.8286,0.8529,0.8529,0.8824,0.7647,0.8824,0.9412,0.9118,0.8824,0.8656,0.0454
ResNet152V2,Full,No,100352,Adaboost,0.8,0.7429,0.7647,0.8235,0.7941,0.8824,0.7647,0.9706,0.9118,0.8235,0.8278,0.0689
ResNet152V2,Full,No,100352,Gaussian,0.7429,0.8571,0.7059,0.5294,0.7353,0.7647,0.7059,0.8235,0.6765,0.7353,0.7276,0.084
InceptionV3,Full,No,131072,PCC,0.7143,0.7429,0.7059,0.7647,0.7647,0.7941,0.7353,0.7353,0.7353,0.8529,0.7545,0.0409
InceptionV3,Full,No,131072,J48,0.6571,0.6286,0.6471,0.6765,0.7647,0.6471,0.6176,0.5882,0.6176,0.6176,0.6462,0.046
InceptionV3,Full,No,131072,RBF,0.8286,0.9143,0.8824,0.7941,0.8824,0.9118,0.7353,0.9118,0.9118,0.9118,0.8684,0.059
InceptionV3,Full,No,131072,LinearSVM,0.8286,0.9143,0.9706,0.8529,0.8824,0.8824,0.8824,0.9706,0.9118,0.9412,0.9037,0.0449
InceptionV3,Full,No,131072,MLP,0.8571,0.3429,0.8824,0.8235,0.9118,0.7941,0.8235,0.5294,0.9412,0.9706,0.7876,0.188
InceptionV3,Full,No,131072,Logistic,0.8,0.9429,0.9412,0.8529,0.8824,0.8824,0.8824,0.9706,0.9118,0.9412,0.9008,0.0485
InceptionV3,Full,No,131072,RandomForest,0.8,0.8571,0.8824,0.8529,0.8235,0.8235,0.8529,0.9118,0.8824,0.8529,0.8539,0.0312
InceptionV3,Full,No,131072,Adaboost,0.8286,0.8,0.8235,0.7353,0.7941,0.8235,0.9118,0.8824,0.8824,0.8529,0.8334,0.0488
InceptionV3,Full,No,131072,Gaussian,0.6,0.7143,0.7059,0.7647,0.7647,0.7941,0.7941,0.8235,0.8529,0.8529,0.7667,0.0734
InceptionResNetV2,Full,No,98304,PCC,0.8286,0.9143,0.7059,0.7941,0.8824,0.8235,0.7353,0.8529,0.7941,0.8824,0.8213,0.0627
InceptionResNetV2,Full,No,98304,J48,0.8,0.6857,0.7647,0.7647,0.7059,0.8529,0.7941,0.6471,0.7647,0.7941,0.7574,0.0581
InceptionResNetV2,Full,No,98304,RBF,0.8,0.9714,0.8529,0.8235,0.9118,0.9412,0.8529,0.9118,0.8824,0.9412,0.8889,0.053
InceptionResNetV2,Full,No,98304,LinearSVM,0.8,0.9143,0.9118,0.8824,0.9118,0.9706,0.8824,0.9118,0.9118,0.9412,0.9038,0.0423
InceptionResNetV2,Full,No,98304,MLP,0.8286,0.9429,0.8824,0.8529,0.9118,0.9706,0.8529,0.9412,0.9118,0.9118,0.9007,0.0433
InceptionResNetV2,Full,No,98304,Logistic,0.8,0.9143,0.9118,0.8529,0.9118,0.9706,0.8824,0.9412,0.9118,0.9706,0.9067,0.0493
InceptionResNetV2,Full,No,98304,RandomForest,0.7714,0.8571,0.8235,0.8824,0.8235,0.9412,0.8824,0.9118,0.8235,0.9706,0.8687,0.0579
InceptionResNetV2,Full,No,98304,Adaboost,0.8286,0.9143,0.8235,0.8824,0.7941,0.9118,0.8529,0.9412,0.8529,0.8235,0.8625,0.0455
InceptionResNetV2,Full,No,98304,Gaussian,0.7714,0.7714,0.7059,0.7647,0.7941,0.8824,0.8529,0.8824,0.7647,0.9118,0.8102,0.0639
MobileNet,Full,No,50176,PCC,0.7143,0.6857,0.6765,0.8235,0.8235,0.7647,0.5882,0.6765,0.7059,0.7941,0.7253,0.0716
MobileNet,Full,No,50176,J48,0.7714,0.8,0.7059,0.7353,0.7647,0.7941,0.7647,0.7647,0.7941,0.8529,0.7748,0.0376
MobileNet,Full,No,50176,RBF,0.9143,0.9429,0.9118,0.7941,0.8529,0.9118,0.8824,0.9118,0.9118,1,0.9034,0.0512
MobileNet,Full,No,50176,LinearSVM,0.8857,0.9714,0.9412,0.8529,0.9118,0.9412,0.8529,0.9706,0.9412,1,0.9269,0.0477
MobileNet,Full,No,50176,MLP,0.8571,0.9429,0.9118,0.8824,0.9118,0.8529,0.7941,0.9118,0.9118,0.9706,0.8947,0.0476
MobileNet,Full,No,50176,Logistic,0.8857,0.9714,0.9412,0.8529,0.9118,0.9412,0.8824,0.9706,0.9412,1,0.9298,0.0437
MobileNet,Full,No,50176,RandomForest,0.8571,0.9143,0.9118,0.8529,0.8529,0.8824,0.8235,0.9706,0.8824,1,0.8948,0.0527
MobileNet,Full,No,50176,Adaboost,0.7429,0.9143,0.8235,0.8824,0.8529,0.9412,0.8824,0.9412,0.8824,0.8824,0.8745,0.0558
MobileNet,Full,No,50176,Gaussian,0.6857,0.7714,0.7647,0.6471,0.7353,0.7941,0.6471,0.8235,0.6765,0.8235,0.7369,0.0653
DenseNet121,Full,No,50176,PCC,0.7429,0.6571,0.7647,0.7059,0.7353,0.8529,0.7647,0.7647,0.6471,0.9412,0.7576,0.0829
DenseNet121,Full,No,50176,J48,0.7714,0.8,0.7059,0.7647,0.7353,0.8235,0.8235,0.7647,0.7059,0.7941,0.7689,0.0408
DenseNet121,Full,No,50176,RBF,0.8571,0.9143,0.9118,0.7941,0.9118,0.9706,0.8824,0.9412,0.9412,0.9118,0.9036,0.0471
DenseNet121,Full,No,50176,LinearSVM,0.9143,0.8571,0.9706,0.8824,0.9118,0.9706,0.9706,0.8824,0.9706,0.9118,0.9242,0.0412
DenseNet121,Full,No,50176,MLP,0.8286,0.8571,0.9706,0.7941,0.9706,0.9118,0.9412,0.9706,0.9412,0.9118,0.9097,0.0598
DenseNet121,Full,No,50176,Logistic,0.8857,0.8286,0.9412,0.8529,0.9118,0.9706,0.9706,0.8824,0.9706,0.9118,0.9126,0.0481
DenseNet121,Full,No,50176,RandomForest,0.7714,0.8571,0.9412,0.8235,0.9118,0.8529,0.9412,0.9706,0.9118,0.9412,0.8923,0.0601
DenseNet121,Full,No,50176,Adaboost,0.8571,0.7714,0.8529,0.8824,0.9118,0.8824,0.9118,0.9118,0.9706,0.9118,0.8864,0.0499
DenseNet121,Full,No,50176,Gaussian,0.8286,0.7714,0.9412,0.7647,0.7941,0.8529,0.8235,0.8824,0.8824,0.8824,0.8424,0.0535
DenseNet169,Full,No,81536,PCC,0.7714,0.7429,0.7059,0.8235,0.8235,0.8235,0.7941,0.8529,0.7647,0.7941,0.7897,0.042
DenseNet169,Full,No,81536,J48,0.7714,0.7429,0.7647,0.7647,0.6176,0.7647,0.7941,0.8235,0.7353,0.7059,0.7485,0.0531
DenseNet169,Full,No,81536,RBF,0.9429,0.9429,0.9118,0.8235,0.8824,0.8824,0.8235,0.9118,0.9706,0.9118,0.9003,0.0462
DenseNet169,Full,No,81536,LinearSVM,0.9714,0.8286,0.9706,0.8529,0.8824,0.9118,0.8824,0.9118,0.9412,0.9412,0.9094,0.0456
DenseNet169,Full,No,81536,MLP,0.9143,0.9429,0.9412,0.8824,0.8824,0.9118,0.8824,0.8529,0.9412,0.9118,0.9063,0.0291
DenseNet169,Full,No,81536,Logistic,0.9714,0.8286,0.9412,0.8529,0.8529,0.9118,0.8824,0.9412,0.9706,0.9412,0.9094,0.0493
DenseNet169,Full,No,81536,RandomForest,0.9143,0.9429,0.9118,0.8529,0.8529,0.9706,0.8529,0.8824,0.8529,0.9118,0.8945,0.0402
DenseNet169,Full,No,81536,Adaboost,0.8857,0.8857,0.8529,0.8529,0.8824,0.8824,0.8824,0.9118,0.9706,0.9118,0.8918,0.0322
DenseNet169,Full,No,81536,Gaussian,0.7429,0.8857,0.7647,0.7353,0.7647,0.8824,0.8235,0.8824,0.9118,0.8529,0.8246,0.0637
DenseNet201,Full,No,94080,PCC,0.6571,0.7429,0.7647,0.7353,0.7353,0.8235,0.7647,0.8529,0.6765,0.7647,0.7518,0.0558
DenseNet201,Full,No,94080,J48,0.7714,0.7143,0.7647,0.6765,0.7647,0.7941,0.7647,0.8235,0.8529,0.8235,0.775,0.0499
DenseNet201,Full,No,94080,RBF,0.7714,0.9143,0.8824,0.7941,0.9118,0.9412,0.8529,0.9118,0.9412,0.9412,0.8862,0.0583
DenseNet201,Full,No,94080,LinearSVM,0.8286,0.8857,0.9706,0.8824,0.9706,0.9118,0.8824,0.9118,0.9706,0.9706,0.9185,0.0477
DenseNet201,Full,No,94080,MLP,0.8571,0.8571,0.9412,0.8529,0.8824,0.8529,0.8824,0.9706,0.9706,0.9706,0.9038,0.0502
DenseNet201,Full,No,94080,Logistic,0.8,0.9429,0.9706,0.8235,0.9706,0.9118,0.8824,0.9118,0.9706,0.9706,0.9155,0.0598
DenseNet201,Full,No,94080,RandomForest,0.8,0.9143,0.9412,0.8824,0.8824,0.9118,0.9706,0.9412,0.9412,0.9412,0.9126,0.046
DenseNet201,Full,No,94080,Adaboost,0.8571,0.8857,0.9118,0.8529,0.9118,0.9118,0.8824,0.8824,0.9706,0.9412,0.9008,0.0346
DenseNet201,Full,No,94080,Gaussian,0.8,0.9143,0.7941,0.7353,0.7941,0.8824,0.8529,0.9412,0.8824,0.9412,0.8538,0.0668
NASNetMobile,Full,No,51744,PCC,0.7714,0.6571,0.6176,0.6765,0.7059,0.6176,0.6176,0.6176,0.6176,0.7941,0.6693,0.0639
NASNetMobile,Full,No,51744,J48,0.6857,0.6,0.8529,0.5882,0.5882,0.6471,0.5882,0.6471,0.6765,0.6471,0.6521,0.0756
NASNetMobile,Full,No,51744,RBF,0.8857,0.6571,0.6471,0.6471,0.7353,0.6176,0.5882,0.7059,0.7353,0.7941,0.7013,0.0852
NASNetMobile,Full,No,51744,LinearSVM,0.6857,0.6857,0.8529,0.7353,0.6176,0.6176,0.6765,0.7941,0.7059,0.7941,0.7166,0.0736
NASNetMobile,Full,No,51744,MLP,0.8,0.6857,0.8529,0.7353,0.5,0.6471,0.5,0.5294,0.6471,0.5588,0.6456,0.1183
NASNetMobile,Full,No,51744,Logistic,0.7429,0.6857,0.8824,0.7353,0.6765,0.6176,0.6471,0.7941,0.7647,0.8235,0.737,0.0783
NASNetMobile,Full,No,51744,RandomForest,0.8,0.7714,0.7647,0.7059,0.7059,0.6765,0.6471,0.6471,0.7353,0.8235,0.7277,0.0586
NASNetMobile,Full,No,51744,Adaboost,0.7143,0.7429,0.7353,0.7353,0.7353,0.6765,0.6471,0.7059,0.5882,0.8235,0.7104,0.0599
NASNetMobile,Full,No,51744,Gaussian,0.5429,0.6857,0.5294,0.6176,0.6765,0.5294,0.5,0.6765,0.7941,0.5882,0.614,0.0886
MobileNetV2,Full,No,62720,PCC,0.6857,0.8,0.8235,0.7059,0.7941,0.7647,0.7941,0.8529,0.6765,0.8235,0.7721,0.0588
MobileNetV2,Full,No,62720,J48,0.6,0.7714,0.8235,0.7647,0.8235,0.8235,0.7059,0.8824,0.9118,0.7647,0.7871,0.0845
MobileNetV2,Full,No,62720,RBF,0.8857,0.9143,0.9118,0.8235,0.9118,0.9118,0.8529,0.9706,0.9706,0.9118,0.9065,0.0431
MobileNetV2,Full,No,62720,LinearSVM,0.9143,0.9429,1,0.8235,0.9706,0.9118,0.9706,0.9706,0.9412,0.9118,0.9357,0.047
MobileNetV2,Full,No,62720,MLP,0.8857,0.9714,0.9412,0.8235,0.9118,0.9118,0.9412,0.9412,0.9412,0.9118,0.9181,0.0388
MobileNetV2,Full,No,62720,Logistic,0.9143,0.9143,1,0.8529,0.9412,0.9118,0.9706,0.9706,0.9412,0.9118,0.9329,0.0393
MobileNetV2,Full,No,62720,RandomForest,0.8857,0.8286,0.9118,0.7353,0.9118,0.8824,0.8824,0.9706,0.9118,0.8529,0.8773,0.0596
MobileNetV2,Full,No,62720,Adaboost,0.8571,0.8571,0.9706,0.9118,0.9118,0.9118,0.8529,0.9412,0.9118,0.8235,0.895,0.0433
MobileNetV2,Full,No,62720,Gaussian,0.7143,0.6857,0.7647,0.5882,0.7647,0.7353,0.5882,0.9118,0.5294,0.7059,0.6988,0.1044
EfficientNetB0,Full,No,62720,PCC,0.6,0.6571,0.7941,0.7353,0.7353,0.7941,0.7941,0.7647,0.7059,0.7059,0.7287,0.0608
