method,cnn,reduction,classifier,features,Components,mean,std,median,Q1_25%,Q2_75%,min,max
EfficientNetB0+MobileNet_PCA_J48,EfficientNetB0+MobileNet,PCA,J48,112896.0,F0075,74.8319,10.6120,75.3782,70.5882,81.9958,91.1765,58.8235
EfficientNetB0+MobileNet_PCA_J48,EfficientNetB0+MobileNet,PCA,J48,112896.0,F0100,78.9664,5.7504,76.8067,74.8319,81.6176,91.1765,73.5294
EfficientNetB0+MobileNet_PCA_J48,EfficientNetB0+MobileNet,PCA,J48,112896.0,F0150,76.5966,6.2371,76.4706,74.2647,79.2857,88.2353,67.6471
EfficientNetB0+MobileNet_PCA_J48,EfficientNetB0+MobileNet,PCA,J48,112896.0,F0200,77.4370,9.1740,79.4118,71.3235,82.7311,88.5714,58.8235
EfficientNetB0+MobileNet_PCA_J48,EfficientNetB0+MobileNet,PCA,J48,112896.0,F0250,74.5126,8.9612,76.8067,68.3824,79.4118,88.5714,58.8235
EfficientNetB0+MobileNet_PCA_J48,EfficientNetB0+MobileNet,PCA,J48,112896.0,F0300,73.6387,8.1826,75.0000,71.3235,78.8446,85.7143,58.8235
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0002,84.1933,4.0257,84.0336,80.1471,88.2353,88.5714,79.4118
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0010,92.1093,3.3974,91.3025,91.1765,93.4453,97.0588,85.2941
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0020,93.2773,3.9244,94.1176,91.2395,94.2437,100.0000,85.2941
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0030,93.2857,4.3704,92.7731,89.0336,97.0588,100.0000,88.2353
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0040,93.5882,3.5441,94.1176,91.2395,97.0588,97.0588,88.2353
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0050,92.4118,3.4001,92.7731,89.2227,94.1176,97.0588,88.2353
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0075,94.1681,3.8668,94.2017,91.9118,97.0588,100.0000,88.2353
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0100,93.2857,2.3527,94.1176,91.9118,94.1176,97.0588,88.5714
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0150,91.5294,2.8830,91.3025,91.1765,94.1176,94.1176,85.2941
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0200,89.1849,4.5494,89.7059,86.0294,93.3823,94.2857,82.3529
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0250,90.9328,4.4384,91.1765,87.0798,93.3823,97.1429,85.2941
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,F0300,90.6386,5.1159,91.1765,86.3445,94.1176,97.1429,82.3529
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0002,84.2017,4.8686,83.8235,82.3529,85.7143,94.1176,76.4706
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0010,89.4874,4.7738,89.8320,86.0294,94.1176,94.1176,82.3529
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0020,89.8151,6.9062,89.8740,88.2353,95.5882,97.0588,74.2857
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0030,88.9160,4.2217,88.2353,86.3445,90.4412,97.0588,82.8571
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0040,90.3529,4.3853,91.1765,88.3193,93.4453,97.0588,82.3529
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0050,88.9159,6.5432,88.4454,83.4664,94.1176,97.0588,79.4118
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0075,86.8319,3.9989,85.2941,85.2941,89.8110,94.1176,82.3529
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0100,89.7899,4.5167,91.1765,88.2353,93.4453,94.1176,80.0000
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0150,89.1849,4.3330,91.1765,86.0294,91.1765,94.2857,82.3529
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0200,87.7479,6.2325,91.1765,84.2017,91.1765,94.1176,73.5294
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0250,88.6218,5.7087,89.7059,83.5714,94.1176,94.1176,79.4118
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,F0300,94.4454,1.6645,94.1176,94.1176,94.2857,97.0588,91.1765
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0002,81.5798,3.9189,81.1765,79.4118,84.6848,88.2353,76.4706
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0010,88.5882,4.4979,88.4033,86.0294,91.1765,97.0588,82.3529
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0020,88.8823,3.0547,88.4033,86.0294,91.1765,94.1176,85.2941
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0030,87.1177,4.4414,86.9748,85.2941,90.4412,94.2857,79.4118
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0040,87.1681,5.0817,86.7647,83.4664,90.4412,97.0588,80.0000
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0050,83.6302,7.5979,81.1765,79.4118,87.6050,97.0588,73.5294
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0075,83.6639,5.5319,84.0756,82.3529,87.5000,91.1765,71.4286
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0100,84.5378,5.0023,85.2941,82.4789,88.2353,91.1765,74.2857
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0150,76.9328,5.0593,75.0000,73.5294,81.6176,85.2941,71.4286
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0200,74.5714,10.1458,75.0000,67.8782,81.0504,88.2353,55.8824
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0250,67.2941,8.4862,65.2101,62.5000,72.7941,82.3529,54.2857
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,F0300,54.7143,9.1854,51.4706,48.5714,58.8235,73.5294,44.1176
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0002,84.2017,4.8686,83.8235,82.3529,85.7143,94.1176,76.4706
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0010,89.4874,4.3025,91.1765,88.2353,91.1765,94.2857,80.0000
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0020,90.6723,5.0138,91.1765,88.2353,93.4453,97.0588,80.0000
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0030,89.4958,4.1036,88.4033,88.2353,91.1765,97.0588,82.8571
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0040,88.6219,3.9100,89.7059,86.3445,91.1765,94.1176,82.3529
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0050,89.5126,6.5539,88.4454,85.2941,96.3235,97.0588,80.0000
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0075,88.0084,4.0249,86.9748,85.2941,90.6303,94.1176,82.3529
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0100,90.0840,4.2810,91.1765,88.2353,93.4453,94.1176,80.0000
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0150,91.5294,4.1562,91.1765,91.1765,93.3823,97.1429,82.8571
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0200,90.0840,3.0068,91.1765,89.2227,91.1765,94.1176,82.8571
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0250,90.9496,4.6514,92.6471,88.5714,94.1176,97.0588,82.3529
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,F0300,93.8571,2.1764,94.1176,91.9118,94.2857,97.0588,91.1765
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0002,82.1513,5.2853,81.1765,79.4118,87.5000,88.5714,73.5294
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0010,87.4454,4.7382,86.9748,83.4664,90.4412,97.0588,82.3529
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0020,90.3613,4.3626,88.4033,88.2353,92.7310,100.0000,85.2941
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0030,88.0084,4.6984,88.4033,86.0294,90.5252,94.1176,79.4118
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0040,90.0504,4.8575,91.1765,88.9706,91.4286,97.0588,79.4118
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0050,88.0252,4.1946,88.4033,84.2017,91.1765,94.1176,82.3529
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0075,87.4454,5.3120,86.9748,83.4664,91.1765,97.0588,79.4118
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0100,87.1176,3.7650,88.2353,83.0882,90.5252,91.4286,82.3529
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0150,83.9076,4.4732,85.2941,80.1471,85.7143,91.1765,76.4706
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0200,82.4622,4.5385,82.3529,79.4118,85.6093,88.2353,76.4706
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0250,80.4034,3.9552,79.7059,79.4118,82.3529,88.2353,73.5294
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,F0300,79.5630,5.3641,79.7479,76.4706,82.3529,88.2353,71.4286
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0002,80.6723,5.9823,79.4118,76.4706,86.8907,88.5714,73.5294
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0010,87.1596,4.5300,85.2941,83.4664,90.4412,94.1176,82.3529
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0020,85.9664,3.8621,85.7143,83.0882,88.2353,91.1765,79.4118
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0030,85.1008,5.7064,85.2941,82.3529,88.4874,94.1176,76.4706
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0040,89.4874,4.1520,88.4033,88.2353,91.1765,97.0588,82.3529
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0050,89.2101,4.6997,88.2353,85.3991,93.3823,97.0588,82.8571
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0075,89.2017,4.9291,88.4033,86.0294,93.3823,97.0588,82.3529
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0100,89.4874,3.0902,88.4033,88.2353,91.1765,94.1176,85.2941
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0150,88.9244,5.1587,88.4033,88.2353,93.3823,94.1176,77.1429
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0200,86.2773,5.6152,88.2353,81.6177,88.4874,94.1176,77.1429
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0250,85.9916,8.0660,88.4033,83.0882,91.1765,94.1176,70.5882
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,F0300,87.7311,2.9515,88.2353,85.2941,90.5252,91.1765,82.8571
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0002,82.7479,5.4479,82.8571,77.2059,87.5000,91.1765,76.4706
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0010,85.9832,5.9128,88.2353,80.1471,90.5252,94.1176,77.1429
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0020,84.2185,7.7830,85.2941,77.2059,91.1765,94.1176,73.5294
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0030,81.3277,8.3983,79.7059,76.4706,85.2941,94.1176,68.5714
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0040,80.1428,8.9862,80.8824,75.0000,84.5588,94.1176,64.7059
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0050,76.0336,7.2556,75.3362,71.9538,81.6176,88.2353,64.7059
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0075,73.4118,6.4371,73.5294,68.3824,78.1303,82.3529,64.7059
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0100,73.9916,5.1562,72.4369,70.5882,78.6765,82.3529,67.6471
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0150,73.1177,5.0140,71.0084,69.0756,78.6765,79.4118,67.6471
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0200,73.6975,6.1127,73.9076,69.0756,76.4706,85.2941,64.7059
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0250,73.6807,6.1738,73.5294,69.8109,78.6765,82.3529,64.7059
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,F0300,73.9748,5.0744,73.5294,70.7983,76.9748,82.3529,64.7059
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0002,77.4622,4.4947,77.9412,73.5294,81.7647,82.8571,70.5882
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0010,80.3781,5.7994,80.8824,77.2059,82.7311,88.5714,70.5882
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0020,80.0840,5.7625,80.8824,77.2059,82.7311,88.5714,67.6471
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0030,79.7815,6.7538,79.4118,77.2059,79.8529,94.2857,67.6471
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0040,79.5126,5.4250,79.4118,77.2059,83.9706,85.7143,67.6471
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0050,79.5294,3.9294,79.7059,79.4118,81.7647,85.2941,70.5882
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0075,80.3613,5.6526,79.4118,77.2059,82.3529,91.4286,70.5882
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0100,78.6218,5.8015,78.2353,76.4706,82.3529,88.5714,67.6471
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0150,80.0924,4.8456,79.4118,77.2059,84.6848,85.7143,70.5882
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0200,77.4706,5.4342,79.4118,74.2647,80.0000,85.2941,67.6471
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0250,78.9160,4.8705,79.4118,77.2059,81.6176,85.7143,67.6471
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,F0300,78.3529,5.0632,76.8067,76.4706,81.6176,88.2353,70.5882
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0002,74.5210,3.8922,73.5294,73.5294,73.5294,82.8571,70.5882
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0010,72.2101,4.5055,73.5294,68.3824,74.2857,79.4118,64.7059
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0020,75.9916,5.6225,77.9412,70.5882,79.8529,82.8571,67.6471
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0030,77.7563,6.6903,76.4706,74.8319,79.4118,88.5714,67.6471
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0040,73.6218,8.2149,73.5294,65.4412,80.8823,85.7143,64.7059
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0050,76.9160,3.6518,77.9412,74.2857,79.4118,82.3529,70.5882
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0075,75.1597,4.5463,75.3782,71.9538,78.6765,82.3529,67.6471
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0100,77.1765,7.4570,76.4706,73.7185,81.6176,88.2353,61.7647
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0150,81.2605,4.2869,82.3529,79.4118,82.7311,88.5714,73.5294
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0200,78.3445,5.2265,77.9412,74.8319,81.6176,88.5714,70.5882
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0250,79.2185,5.8486,79.7059,79.4118,82.3529,85.7143,67.6471
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,F0300,74.2605,5.8789,75.3782,69.1177,78.8446,82.3529,64.7059
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0002,78.3362,5.1220,77.9412,76.4706,79.8529,85.7143,67.6471
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0010,71.6555,7.6050,67.6471,67.6471,75.9244,85.2941,62.8571
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0020,69.0840,10.5491,69.1176,61.1765,76.4706,85.2941,51.4286
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0030,71.1008,9.0654,71.0084,66.1765,76.4706,85.2941,54.2857
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0040,67.0504,11.3044,70.5882,59.5588,72.7941,85.2941,45.7143
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0050,61.8235,14.1416,63.2353,55.1471,72.0588,79.4118,34.2857
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0075,66.4286,12.1655,70.5882,60.2941,71.2185,85.2941,42.8571
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0100,54.5042,15.1133,54.4118,44.8529,65.4412,79.4118,34.2857
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0150,65.0420,15.1000,67.6471,55.8824,75.0000,82.3529,34.2857
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0200,56.2437,13.0204,54.4118,50.0000,66.1765,76.4706,34.2857
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0250,63.5966,16.3092,64.7059,55.1471,76.4706,85.2941,34.2857
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,F0300,59.7899,16.4595,60.2942,50.7353,72.7941,82.3529,34.2857
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0002,62.8319,5.7497,61.7647,61.7647,67.6471,68.5714,50.0000
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0010,72.2521,6.7775,71.0084,68.3824,75.7353,85.2941,62.8571
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0020,73.1597,9.3040,69.1176,67.6471,79.4118,88.2353,60.0000
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0030,71.9664,6.8835,69.1176,67.6471,73.5294,85.2941,65.7143
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0040,74.5966,6.7394,73.9496,70.5882,76.4706,85.2941,65.7143
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0050,74.5798,6.8369,73.5294,70.5882,78.1303,85.2941,64.7059
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0075,73.7143,8.0633,73.5294,68.5714,75.7353,88.2353,61.7647
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0100,73.4454,8.3315,70.5882,67.6471,79.4118,88.2353,62.8571
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0150,74.8907,5.3286,75.0000,70.5882,78.6765,82.3529,68.5714
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0200,72.5462,7.3077,71.0084,67.6471,75.7353,88.2353,62.8571
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0250,73.1429,7.7164,73.5294,66.1975,75.7353,88.2353,64.7059
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,F0300,73.7143,6.9077,72.0588,68.5714,78.6765,85.2941,64.7059
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0002,78.3445,4.0536,79.4118,76.4706,81.7647,82.8571,70.5882
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0010,75.1765,7.4803,73.5294,71.9538,77.9412,91.1765,64.7059
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0020,71.9580,14.2088,73.5294,67.8782,79.4118,91.1765,38.2353
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0030,74.5630,5.5370,73.9076,70.5882,75.9244,85.2941,67.6471
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0040,73.6807,7.8496,75.3782,71.5126,76.4706,85.2941,55.8824
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0050,71.3781,8.3569,73.5294,64.2857,75.7353,85.2941,58.8235
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0075,70.7647,7.1720,71.0084,67.8782,75.7353,79.4118,55.8824
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0100,74.2437,9.3051,73.9496,68.3824,83.0882,85.7143,58.8235
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0150,67.0336,10.8741,68.1093,65.4412,72.7941,79.4118,40.0000
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0200,56.4958,12.0339,55.0421,50.0000,63.2353,76.4706,34.2857
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0250,57.6303,8.5935,57.9832,49.6638,63.9706,70.5882,47.0588
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,F0300,43.0084,6.9280,44.9579,36.7647,49.2647,50.0000,32.3529
