method,cnn,reduction,classifier,features,Components,mean,std,median,Q1_25%,Q2_75%,min,max
DenseNet169_PCA_LinearSVM,DenseNet169,PCA,LinearSVM,81536.0,F0075,86.8487,4.1750,85.2941,83.4664,90.5252,94.1176,82.3529
DenseNet169_PCA_LinearSVM,DenseNet169,PCA,LinearSVM,81536.0,F0100,87.7311,3.2774,88.2353,85.7143,88.2353,94.1176,82.3529
DenseNet169_PCA_LinearSVM,DenseNet169,PCA,LinearSVM,81536.0,F0150,81.2773,6.8432,82.6050,80.1471,84.6848,88.2353,64.7059
DenseNet169_PCA_LinearSVM,DenseNet169,PCA,LinearSVM,81536.0,F0200,85.0924,5.7530,85.2941,83.0882,87.7521,94.1176,73.5294
DenseNet169_PCA_LinearSVM,DenseNet169,PCA,LinearSVM,81536.0,F0250,85.9748,6.5397,83.8235,82.3529,90.6303,97.0588,77.1429
DenseNet169_PCA_LinearSVM,DenseNet169,PCA,LinearSVM,81536.0,F0300,86.2689,3.3078,86.7647,85.2941,88.2353,91.1765,80.0000
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0002,72.7899,10.8992,77.9412,66.1975,79.4118,85.7143,52.9412
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0010,83.0336,6.0276,85.2941,80.2731,85.6093,91.1765,70.5882
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0020,86.8571,5.7068,86.9748,83.4664,90.4412,97.0588,76.4706
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0030,85.3613,4.6365,85.2941,85.2941,87.6050,91.4286,76.4706
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0040,83.0252,3.0967,82.3529,82.3529,84.6848,88.5714,76.4706
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0050,85.0840,5.3677,83.8235,82.3529,88.2353,94.2857,77.1429
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0075,86.5462,6.1830,86.7647,83.0882,88.2353,97.0588,76.4706
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0100,84.2017,5.6030,85.7143,83.0882,88.2353,88.2353,70.5882
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0150,74.8739,7.2587,73.9076,71.3235,78.6765,85.2941,61.7647
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0200,75.4454,5.5363,74.2857,73.5294,76.4706,88.2353,67.6471
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0250,72.7899,7.6110,72.0588,67.8782,76.4706,85.2941,61.7647
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,F0300,58.5462,7.5259,60.2941,54.4118,61.7647,70.5882,45.7143
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0002,73.0756,10.2978,73.5294,71.9538,80.8823,85.2941,52.9412
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0010,82.7311,7.1674,84.0336,77.9412,87.6050,91.1765,70.5882
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0020,84.5210,4.7028,85.5042,80.1471,88.2353,91.1765,77.1429
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0030,86.2605,6.3165,88.2353,80.5882,91.1765,94.1176,76.4706
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0040,84.2269,5.4923,84.0336,80.1471,88.2353,91.1765,76.4706
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0050,86.2437,5.3991,86.9748,83.0882,91.1765,91.4286,76.4706
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0075,88.6050,3.7157,88.2353,88.2353,91.1765,94.1176,82.3529
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0100,88.0168,3.4928,88.2353,85.3991,90.5252,94.1176,82.3529
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0150,86.2605,6.0405,86.9748,85.3991,90.4412,94.1176,73.5294
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0200,85.9832,4.8847,85.2941,82.8571,87.5000,94.1176,79.4118
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0250,87.1513,7.0044,86.7647,82.3529,91.3656,97.0588,77.1429
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,F0300,88.3193,4.0435,88.2353,86.0294,91.1765,94.1176,80.0000
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0002,66.6891,7.3525,66.1765,62.8571,70.5882,79.4118,52.9412
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0010,83.6219,7.3529,82.6471,77.2059,90.5252,94.1176,73.5294
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0020,86.2521,5.8988,87.1428,82.3529,91.1765,94.1176,76.4706
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0030,88.0084,4.6984,88.5714,83.0882,91.1765,94.1176,82.3529
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0040,86.5126,6.1032,86.7647,80.8824,88.4874,97.1429,79.4118
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0050,86.5210,5.7968,89.7059,82.3529,91.1765,91.4286,76.4706
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0075,85.6639,4.5038,86.9748,85.2941,88.2353,91.1765,76.4706
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0100,83.6302,4.6165,85.2941,82.8571,85.2941,91.1765,73.5294
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0150,83.8908,6.5835,85.5042,80.1471,88.2353,91.4286,73.5294
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0200,76.8908,4.4994,76.4706,74.8319,79.4118,82.8571,67.6471
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0250,77.7983,5.0578,77.9412,74.2647,81.7647,85.2941,68.5714
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,F0300,77.4706,6.5565,79.4118,74.2647,80.0000,88.2353,64.7059
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0002,68.7143,5.8634,69.1176,66.1975,73.0042,76.4706,55.8824
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0010,80.6807,3.8100,80.8824,79.4118,82.7311,85.7143,73.5294
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0020,83.9076,4.2530,83.8235,82.3529,85.7143,91.1765,76.4706
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0030,83.6218,6.6835,86.9748,78.0672,88.2353,91.1765,73.5294
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0040,81.2773,4.2292,81.1765,79.4118,85.2941,85.7143,73.5294
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0050,84.2185,6.0374,83.8235,79.5589,87.6050,97.0588,76.4706
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0075,81.5714,5.4013,82.6050,79.4118,84.6848,91.1765,73.5294
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0100,82.7479,4.6429,82.3529,82.3529,85.2941,88.5714,73.5294
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0150,80.1176,8.0482,82.3529,74.4328,82.7311,94.1176,67.6471
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0200,78.6303,7.6312,79.4118,74.4328,83.8235,88.5714,64.7059
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0250,76.5714,7.2686,75.3362,71.3235,81.6176,88.5714,67.6471
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,F0300,76.3361,7.8106,75.3782,71.9538,83.0882,88.2353,64.7059
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0002,71.9160,10.7092,73.5294,64.7899,79.4118,85.7143,52.9412
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0010,81.5630,4.6389,81.1765,77.2059,84.5588,88.5714,76.4706
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0020,78.6555,8.4193,76.4706,74.8319,82.7311,91.1765,64.7059
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0030,76.8908,7.7576,77.9412,72.6891,82.3529,85.7143,64.7059
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0040,71.9076,9.5712,72.4790,70.5882,79.4118,82.3529,52.9412
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0050,70.7059,7.7485,73.5294,63.2353,75.7353,80.0000,58.8235
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0075,68.1009,6.9677,69.1176,65.4412,73.0042,76.4706,52.9412
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0100,67.2185,6.6157,67.6471,61.7647,73.0042,76.4706,58.8235
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0150,66.9496,5.5910,66.6807,62.5000,70.4832,76.4706,58.8235
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0200,66.9496,5.3863,66.1765,63.3193,72.0588,74.2857,58.8235
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0250,66.3530,5.1497,66.6807,64.7059,69.8529,74.2857,55.8824
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,F0300,66.0589,4.5576,66.6807,64.7059,67.6471,74.2857,55.8824
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0002,77.8151,5.1680,77.9412,73.5294,82.3529,85.2941,71.4286
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0010,78.6723,6.7213,79.4118,75.0000,82.3529,91.1765,67.6471
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0020,78.3697,7.0576,78.2353,73.7185,82.3529,88.2353,67.6471
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0030,79.5294,4.6051,79.7059,77.2059,81.7647,88.2353,70.5882
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0040,76.6135,4.1107,76.8067,74.8319,79.4118,82.3529,67.6471
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0050,79.8403,3.9188,79.4118,77.7101,81.6176,88.2353,73.5294
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0075,78.9496,4.9399,79.7059,77.7101,82.3529,85.2941,70.5882
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0100,78.9327,5.7290,81.1765,74.2647,82.7311,85.2941,70.5882
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0150,78.3781,6.7013,76.4706,74.2647,84.6848,88.2353,68.5714
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0200,79.5294,4.1538,80.8824,76.6387,82.3529,85.2941,73.5294
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0250,79.8403,3.9188,79.4118,77.1429,82.3529,85.2941,73.5294
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,F0300,78.3866,6.1116,79.4118,74.8319,79.4118,91.1765,67.6471
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0002,76.3361,6.4639,76.4706,72.1429,79.4118,85.2941,64.7059
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0010,75.4538,5.8245,73.9076,71.9538,81.6176,82.3529,67.6471
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0020,79.2269,6.4567,82.3529,79.5589,82.3529,85.2941,64.7059
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0030,76.9076,4.8411,76.4706,74.8319,78.8446,85.2941,67.6471
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0040,79.5210,5.5803,81.1765,77.2059,82.7311,85.2941,67.6471
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0050,72.7983,9.2237,72.4369,67.6471,75.9244,91.1765,58.8235
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0075,78.9496,5.4729,77.9412,74.8319,81.6176,91.1765,73.5294
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0100,73.4202,9.0152,71.0084,68.3824,78.6765,88.2353,58.8235
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0150,78.3866,6.4099,78.2773,74.2647,82.3529,88.2353,67.6471
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0200,76.6303,7.3667,76.4706,73.7185,79.4118,88.2353,61.7647
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0250,78.3445,6.2849,79.4118,77.2059,82.1428,85.2941,67.6471
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,F0300,76.0420,6.6532,78.2773,74.2647,79.4118,85.2941,61.7647
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0002,76.3361,5.0748,77.9412,74.2647,79.4118,82.3529,65.7143
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0010,74.5798,5.4361,73.5294,71.4286,79.4118,82.3529,64.7059
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0020,74.8572,4.5965,73.5294,71.9538,78.8446,82.3529,67.6471
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0030,72.2437,5.7718,71.0084,70.5882,76.4706,79.4118,61.7647
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0040,73.4034,5.1775,75.3782,69.0756,76.4706,79.4118,64.7059
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0050,75.7479,4.4806,75.3782,71.9538,78.6765,82.3529,70.5882
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0075,78.1008,4.2075,79.4118,74.8319,79.4118,85.2941,71.4286
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0100,73.4370,6.5766,75.0000,69.0756,78.6765,82.3529,62.8571
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0150,70.0168,14.0885,73.5294,65.4412,80.8823,85.2941,40.0000
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0200,72.8991,10.5053,73.5294,73.5294,78.6765,82.3529,45.7143
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0250,70.8067,6.5584,73.5294,68.5925,73.5294,76.4706,54.2857
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,F0300,71.4706,13.1495,76.4706,66.1765,79.4118,85.2941,42.8571
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0002,72.2017,5.3079,71.0084,70.5882,75.7353,80.0000,64.7059
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0010,79.2437,4.9920,80.8824,77.2059,82.3529,85.7143,70.5882
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0020,77.4790,4.8121,76.8487,73.5294,82.3529,82.8571,70.5882
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0030,77.1765,7.2378,79.4118,71.3235,79.4118,91.4286,67.6471
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0040,77.4790,5.6863,77.9412,71.9538,82.3529,85.7143,70.5882
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0050,79.5210,4.7751,79.4118,76.4706,81.6176,88.5714,73.5294
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0075,79.8403,3.9050,79.4118,79.4118,81.7647,85.2941,73.5294
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0100,78.9496,5.4332,79.4118,75.0000,82.3529,85.7143,70.5882
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0150,79.2353,4.8059,79.4118,76.4706,79.4118,88.5714,71.4286
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0200,79.2353,5.2424,79.4118,73.7185,84.5588,85.7143,73.5294
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0250,77.7647,3.9816,76.4706,74.8319,79.4118,85.7143,73.5294
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,F0300,78.0672,4.5848,77.9412,74.2647,81.6176,85.7143,71.4286
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0002,71.0420,3.5920,71.0084,68.3824,73.5294,76.4706,64.7059
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0010,80.4034,4.8079,79.4118,76.6387,84.5588,88.2353,73.5294
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0020,79.8151,5.0515,79.4118,76.4706,83.8235,88.5714,73.5294
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0030,77.7647,7.1469,79.4118,71.3235,79.4118,91.4286,68.5714
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0040,79.5378,5.3935,79.4118,77.2059,81.6176,88.5714,68.5714
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0050,79.8151,6.1906,80.8824,74.2647,82.3529,91.4286,71.4286
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0075,79.5630,3.3871,79.4118,79.4118,82.3529,82.3529,71.4286
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0100,75.4454,9.8906,76.8067,74.2647,81.6176,85.2941,50.0000
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0150,68.9580,9.9213,69.5378,64.7059,73.5294,82.8571,52.9412
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0200,66.1597,13.8217,66.1765,62.5000,73.0042,85.2941,34.2857
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0250,60.0000,13.9863,57.9412,53.6765,72.7941,79.4118,40.0000
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,F0300,64.8739,7.6133,64.7059,59.5588,72.2899,74.2857,52.9412
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,F0002,73.0840,5.6888,70.5882,70.5882,77.9412,82.8571,64.7059
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,F0010,80.1176,4.5344,79.4118,76.6387,82.7311,88.2353,73.5294
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,F0020,80.9916,3.4699,81.1765,79.4118,82.7311,85.2941,73.5294
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,F0030,80.6975,3.7043,80.8824,79.4118,82.3529,85.7143,73.5294
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,F0040,80.6975,4.7854,80.8824,76.4706,84.5588,88.5714,74.2857
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,F0050,80.9916,2.8248,79.4118,79.4118,82.3529,85.7143,77.1429
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,F0075,80.9832,3.7687,79.7059,79.4118,84.5588,85.7143,73.5294
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,F0100,80.9916,3.1467,80.8824,79.4118,82.3529,85.7143,76.4706
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,F0150,81.2857,3.4457,81.1765,79.4118,84.6848,85.2941,76.4706
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,F0200,80.6891,3.7647,79.7059,77.2059,84.5588,85.7143,76.4706
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,F0250,80.1092,3.8753,79.4118,77.7101,82.3529,85.7143,73.5294
