ExtractionMethod;Reduction;Classification;Fold;Features;Normalization;Components;PCC;ACC;F1;ROC;ExtractionTime;ReductionTime;ClassfTrainning;ClassfPredict
VGG16+VGG19;ReliefF;RBF;7;50176;No;100;0;88,2353;89,4737;88,2353;159,3684;14;0,0026;0,0004
VGG16+VGG19;ReliefF;LinearSVM;7;50176;No;100;0;70,5882;70,5882;70,5882;159,3684;14;0,0039;0,0002
VGG16+VGG19;ReliefF;MLP;7;50176;No;100;0;70,5882;70,5882;70,5882;159,3684;14;0,3117;0,0002
VGG16+VGG19;ReliefF;Logistic;7;50176;No;100;0;73,5294;70,9677;73,5294;159,3684;14;0,0756;0,0002
VGG16+VGG19;ReliefF;RandomForest;7;50176;No;100;0;91,1765;91,8919;91,1765;159,3684;14;0,1339;0,0101
VGG16+VGG19;ReliefF;Adaboost;7;50176;No;100;0;76,4706;76,4706;76,4706;159,3684;14;0,0775;0,0048
VGG16+VGG19;ReliefF;Gaussian;7;50176;No;100;0;85,2941;85,7143;85,2941;159,3684;14;0,0006;0,0002
VGG16+VGG19;ReliefF;J48;8;50176;No;100;0;85,2941;87,8049;84,375;159,3684;14;0,0031;0,0001
VGG16+VGG19;ReliefF;RBF;8;50176;No;100;0;94,1176;94,7368;93,75;159,3684;14;0,0027;0,0005
VGG16+VGG19;ReliefF;LinearSVM;8;50176;No;100;0;76,4706;80;75,6944;159,3684;14;0,0053;0,0002
VGG16+VGG19;ReliefF;MLP;8;50176;No;100;0;79,4118;82,0513;78,8194;159,3684;14;0,3454;0,0002
VGG16+VGG19;ReliefF;Logistic;8;50176;No;100;0;76,4706;78,9474;76,0417;159,3684;14;0,0919;0,0002
VGG16+VGG19;ReliefF;RandomForest;8;50176;No;100;0;88,2353;89,4737;87,8472;159,3684;14;0,1401;0,0099
VGG16+VGG19;ReliefF;Adaboost;8;50176;No;100;0;85,2941;86,4865;85,0694;159,3684;14;0,0803;0,0048
VGG16+VGG19;ReliefF;Gaussian;8;50176;No;100;0;88,2353;88,8889;88,1944;159,3684;14;0,0007;0,0002
VGG16+VGG19;ReliefF;J48;9;50176;No;100;0;79,4118;83,7209;78,4091;159,3684;14;0,0031;0,0001
VGG16+VGG19;ReliefF;RBF;9;50176;No;100;0;94,1176;95,2381;95,4545;159,3684;14;0,0024;0,0004
VGG16+VGG19;ReliefF;LinearSVM;9;50176;No;100;0;85,2941;88,3721;84,8485;159,3684;14;0,0044;0,0002
VGG16+VGG19;ReliefF;MLP;9;50176;No;100;0;88,2353;90,9091;87,1212;159,3684;14;0,4153;0,0002
VGG16+VGG19;ReliefF;Logistic;9;50176;No;100;0;88,2353;90,4762;89,0152;159,3684;14;0,0662;0,0001
VGG16+VGG19;ReliefF;RandomForest;9;50176;No;100;0;94,1176;95,4545;93,5606;159,3684;14;0,1416;0,0097
VGG16+VGG19;ReliefF;Adaboost;9;50176;No;100;0;82,3529;86,3636;80,6818;159,3684;14;0,0759;0,0051
VGG16+VGG19;ReliefF;Gaussian;9;50176;No;100;0;85,2941;87,8049;86,7424;159,3684;14;0,0009;0,0002
VGG16+VGG19;ReliefF;J48;10;50176;No;100;0;70,5882;73,6842;70,1754;159,3684;14;0,0034;0,0001
VGG16+VGG19;ReliefF;RBF;10;50176;No;100;0;85,2941;87,1795;84,7368;159,3684;14;0,0026;0,0004
VGG16+VGG19;ReliefF;LinearSVM;10;50176;No;100;0;82,3529;84,2105;82,1053;159,3684;14;0,0053;0,0002
VGG16+VGG19;ReliefF;MLP;10;50176;No;100;0;73,5294;76,9231;72,807;159,3684;14;0,5156;0,0002
VGG16+VGG19;ReliefF;Logistic;10;50176;No;100;0;82,3529;84,2105;82,1053;159,3684;14;0,0668;0,0001
VGG16+VGG19;ReliefF;RandomForest;10;50176;No;100;0;85,2941;87,1795;84,7368;159,3684;14;0,1406;0,0093
VGG16+VGG19;ReliefF;Adaboost;10;50176;No;100;0;85,2941;86,4865;85,4386;159,3684;14;0,0783;0,0044
VGG16+VGG19;ReliefF;Gaussian;10;50176;No;100;0;79,4118;81,0811;79,4737;159,3684;14;0,0006;0,0001
Xception+ResNet50;ReliefF;J48;1;305152;No;75;0;82,8571;82,3529;84,1667;118,2644;83;0,0061;0,0003
Xception+ResNet50;ReliefF;RBF;1;305152;No;75;0;80;78,7879;80,8333;118,2644;83;0,0041;0,0007
Xception+ResNet50;ReliefF;LinearSVM;1;305152;No;75;0;82,8571;83,3333;85;118,2644;83;0,0032;0,0002
Xception+ResNet50;ReliefF;MLP;1;305152;No;75;0;82,8571;82,3529;84,1667;118,2644;83;0,3869;0,0002
Xception+ResNet50;ReliefF;Logistic;1;305152;No;75;0;80;77,4194;80;118,2644;83;0,0245;0,0001
Xception+ResNet50;ReliefF;RandomForest;1;305152;No;75;0;80;77,4194;80;118,2644;83;0,131;0,0088
Xception+ResNet50;ReliefF;Adaboost;1;305152;No;75;0;80;75,8621;79,1667;118,2644;83;0,0814;0,0048
Xception+ResNet50;ReliefF;Gaussian;1;305152;No;75;0;85,7143;83,871;85,8333;118,2644;83;0,0007;0,0001
Xception+ResNet50;ReliefF;J48;2;305152;No;75;0;68,5714;66,6667;74,0942;118,2644;82;0,0025;0,0002
Xception+ResNet50;ReliefF;RBF;2;305152;No;75;0;85,7143;81,4815;87,1377;118,2644;82;0,0026;0,0005
Xception+ResNet50;ReliefF;LinearSVM;2;305152;No;75;0;85,7143;82,7586;89,1304;118,2644;82;0,0019;0,0002
Xception+ResNet50;ReliefF;MLP;2;305152;No;75;0;85,7143;82,7586;89,1304;118,2644;82;0,5199;0,0002
Xception+ResNet50;ReliefF;Logistic;2;305152;No;75;0;82,8571;78,5714;84,9638;118,2644;82;0,0248;0,0002
Xception+ResNet50;ReliefF;RandomForest;2;305152;No;75;0;91,4286;88,8889;93,4783;118,2644;82;0,1343;0,0092
Xception+ResNet50;ReliefF;Adaboost;2;305152;No;75;0;82,8571;80;86,9565;118,2644;82;0,0864;0,0048
Xception+ResNet50;ReliefF;Gaussian;2;305152;No;75;0;85,7143;81,4815;87,1377;118,2644;82;0,0006;0,0001
Xception+ResNet50;ReliefF;J48;3;305152;No;75;0;79,4118;80;79,4118;118,2644;86;0,0027;0,0001
Xception+ResNet50;ReliefF;RBF;3;305152;No;75;0;88,2353;88,2353;88,2353;118,2644;86;0,0026;0,0004
Xception+ResNet50;ReliefF;LinearSVM;3;305152;No;75;0;85,2941;85,7143;85,2941;118,2644;86;0,0019;0,0002
Xception+ResNet50;ReliefF;MLP;3;305152;No;75;0;85,2941;85,7143;85,2941;118,2644;86;0,3926;0,0002
Xception+ResNet50;ReliefF;Logistic;3;305152;No;75;0;88,2353;88,8889;88,2353;118,2644;86;0,0192;0,0001
Xception+ResNet50;ReliefF;RandomForest;3;305152;No;75;0;85,2941;85,7143;85,2941;118,2644;86;0,1276;0,0091
Xception+ResNet50;ReliefF;Adaboost;3;305152;No;75;0;79,4118;81,0811;79,4118;118,2644;86;0,0826;0,0066
Xception+ResNet50;ReliefF;Gaussian;3;305152;No;75;0;85,2941;84,8485;85,2941;118,2644;86;0,0005;0,0001
Xception+ResNet50;ReliefF;J48;4;305152;No;75;0;76,4706;78,9474;76,7857;118,2644;83;0,0025;0,0001
Xception+ResNet50;ReliefF;RBF;4;305152;No;75;0;79,4118;82,9268;78,2143;118,2644;83;0,0024;0,0004
Xception+ResNet50;ReliefF;LinearSVM;4;305152;No;75;0;94,1176;95,2381;92,8571;118,2644;83;0,0021;0,0002
Xception+ResNet50;ReliefF;MLP;4;305152;No;75;0;85,2941;87,8049;84,2857;118,2644;83;0,3822;0,0002
Xception+ResNet50;ReliefF;Logistic;4;305152;No;75;0;88,2353;90,4762;86,7857;118,2644;83;0,0249;0,0001
Xception+ResNet50;ReliefF;RandomForest;4;305152;No;75;0;91,1765;93,0233;89,2857;118,2644;83;0,1358;0,0114
Xception+ResNet50;ReliefF;Adaboost;4;305152;No;75;0;91,1765;93,0233;89,2857;118,2644;83;0,0915;0,0063
Xception+ResNet50;ReliefF;Gaussian;4;305152;No;75;0;88,2353;90;87,8571;118,2644;83;0,0008;0,0001
Xception+ResNet50;ReliefF;J48;5;305152;No;75;0;85,2941;86,4865;85,2941;118,2644;83;0,0026;0,0001
Xception+ResNet50;ReliefF;RBF;5;305152;No;75;0;85,2941;85,7143;85,2941;118,2644;83;0,0027;0,0004
Xception+ResNet50;ReliefF;LinearSVM;5;305152;No;75;0;85,2941;84,8485;85,2941;118,2644;83;0,0019;0,0002
Xception+ResNet50;ReliefF;MLP;5;305152;No;75;0;88,2353;88,8889;88,2353;118,2644;83;0,3502;0,0002
Xception+ResNet50;ReliefF;Logistic;5;305152;No;75;0;82,3529;82,3529;82,3529;118,2644;83;0,0237;0,0003
Xception+ResNet50;ReliefF;RandomForest;5;305152;No;75;0;88,2353;88,8889;88,2353;118,2644;83;0,1301;0,0095
Xception+ResNet50;ReliefF;Adaboost;5;305152;No;75;0;82,3529;84,2105;82,3529;118,2644;83;0,0788;0,0055
Xception+ResNet50;ReliefF;Gaussian;5;305152;No;75;0;79,4118;77,4194;79,4118;118,2644;83;0,0006;0,0003
Xception+ResNet50;ReliefF;J48;6;305152;No;75;0;85,2941;84,8485;85,7639;118,2644;83;0,0026;0,0001
Xception+ResNet50;ReliefF;RBF;6;305152;No;75;0;88,2353;88,2353;88,5417;118,2644;83;0,0027;0,0005
Xception+ResNet50;ReliefF;LinearSVM;6;305152;No;75;0;82,3529;82,3529;82,6389;118,2644;83;0,0022;0,0002
Xception+ResNet50;ReliefF;MLP;6;305152;No;75;0;79,4118;80;79,5139;118,2644;83;0,3664;0,0003
Xception+ResNet50;ReliefF;Logistic;6;305152;No;75;0;82,3529;83,3333;82,2917;118,2644;83;0,0241;0,0001
Xception+ResNet50;ReliefF;RandomForest;6;305152;No;75;0;91,1765;91,4286;91,3194;118,2644;83;0,1367;0,0105
Xception+ResNet50;ReliefF;Adaboost;6;305152;No;75;0;82,3529;84,2105;81,9444;118,2644;83;0,0893;0,0062
Xception+ResNet50;ReliefF;Gaussian;6;305152;No;75;0;88,2353;88,2353;88,5417;118,2644;83;0,0006;0,0001
Xception+ResNet50;ReliefF;J48;7;305152;No;75;0;79,4118;75,8621;79,4118;118,2644;83;0,0024;0,0001
Xception+ResNet50;ReliefF;RBF;7;305152;No;75;0;85,2941;84,8485;85,2941;118,2644;83;0,0027;0,0004
Xception+ResNet50;ReliefF;LinearSVM;7;305152;No;75;0;85,2941;85,7143;85,2941;118,2644;83;0,0021;0,0002
Xception+ResNet50;ReliefF;MLP;7;305152;No;75;0;82,3529;82,3529;82,3529;118,2644;83;0,3153;0,0002
Xception+ResNet50;ReliefF;Logistic;7;305152;No;75;0;79,4118;80;79,4118;118,2644;83;0,0187;0,0001
Xception+ResNet50;ReliefF;RandomForest;7;305152;No;75;0;91,1765;90,3226;91,1765;118,2644;83;0,1355;0,0092
Xception+ResNet50;ReliefF;Adaboost;7;305152;No;75;0;79,4118;77,4194;79,4118;118,2644;83;0,0765;0,0049
Xception+ResNet50;ReliefF;Gaussian;7;305152;No;75;0;79,4118;78,7879;79,4118;118,2644;83;0,0006;0,0001
Xception+ResNet50;ReliefF;J48;8;305152;No;75;0;88,2353;89,4737;87,8472;118,2644;83;0,0027;0,0001
Xception+ResNet50;ReliefF;RBF;8;305152;No;75;0;97,0588;97,1429;97,2222;118,2644;83;0,003;0,0004
Xception+ResNet50;ReliefF;LinearSVM;8;305152;No;75;0;97,0588;97,2973;96,875;118,2644;83;0,002;0,0002
Xception+ResNet50;ReliefF;MLP;8;305152;No;75;0;88,2353;89,4737;87,8472;118,2644;83;0,3464;0,0002
Xception+ResNet50;ReliefF;Logistic;8;305152;No;75;0;100;100;100;118,2644;83;0,0287;0,0001
Xception+ResNet50;ReliefF;RandomForest;8;305152;No;75;0;91,1765;91,8919;90,9722;118,2644;83;0,1547;0,0151
Xception+ResNet50;ReliefF;Adaboost;8;305152;No;75;0;91,1765;91,8919;90,9722;118,2644;83;0,0761;0,0072
Xception+ResNet50;ReliefF;Gaussian;8;305152;No;75;0;97,0588;97,1429;97,2222;118,2644;83;0,0008;0,0002
Xception+ResNet50;ReliefF;J48;9;305152;No;75;0;85,2941;88,3721;84,8485;118,2644;84;0,0028;0,0001
Xception+ResNet50;ReliefF;RBF;9;305152;No;75;0;82,3529;86,3636;80,6818;118,2644;84;0,0034;0,0005
Xception+ResNet50;ReliefF;LinearSVM;9;305152;No;75;0;82,3529;86,3636;80,6818;118,2644;84;0,0025;0,0002
Xception+ResNet50;ReliefF;MLP;9;305152;No;75;0;88,2353;90,9091;87,1212;118,2644;84;0,371;0,0004
Xception+ResNet50;ReliefF;Logistic;9;305152;No;75;0;79,4118;84,4444;76,5152;118,2644;84;0,023;0,0003
Xception+ResNet50;ReliefF;RandomForest;9;305152;No;75;0;88,2353;90,4762;89,0152;118,2644;84;0,1381;0,009
Xception+ResNet50;ReliefF;Adaboost;9;305152;No;75;0;85,2941;87,1795;88,6364;118,2644;84;0,0794;0,0046
Xception+ResNet50;ReliefF;Gaussian;9;305152;No;75;0;85,2941;88,8889;82,9545;118,2644;84;0,0006;0,0002
Xception+ResNet50;ReliefF;J48;10;305152;No;75;0;85,2941;85,7143;86,1404;118,2644;83;0,0025;0,0001
Xception+ResNet50;ReliefF;RBF;10;305152;No;75;0;91,1765;92,3077;90,7018;118,2644;83;0,0026;0,0005
Xception+ResNet50;ReliefF;LinearSVM;10;305152;No;75;0;91,1765;91,8919;91,4035;118,2644;83;0,002;0,0002
Xception+ResNet50;ReliefF;MLP;10;305152;No;75;0;88,2353;88,8889;88,7719;118,2644;83;0,3565;0,0002
Xception+ResNet50;ReliefF;Logistic;10;305152;No;75;0;88,2353;88,8889;88,7719;118,2644;83;0,0262;0,0003
Xception+ResNet50;ReliefF;RandomForest;10;305152;No;75;0;91,1765;92,3077;90,7018;118,2644;83;0,1357;0,0093
Xception+ResNet50;ReliefF;Adaboost;10;305152;No;75;0;88,2353;88,8889;88,7719;118,2644;83;0,0839;0,0047
Xception+ResNet50;ReliefF;Gaussian;10;305152;No;75;0;88,2353;89,4737;88,0702;118,2644;83;0,0006;0,0002
VGG16+VGG19;ReliefF;J48;1;50176;No;75;0;77,1429;73,3333;76,6667;137,1858;14;0,0018;0,0001
VGG16+VGG19;ReliefF;RBF;1;50176;No;75;0;71,4286;70,5882;72,5;137,1858;14;0,0023;0,0004
VGG16+VGG19;ReliefF;LinearSVM;1;50176;No;75;0;68,5714;66,6667;69,1667;137,1858;14;0,0045;0,0002
VGG16+VGG19;ReliefF;MLP;1;50176;No;75;0;71,4286;72,2222;73,3333;137,1858;14;0,3582;0,0002
VGG16+VGG19;ReliefF;Logistic;1;50176;No;75;0;68,5714;66,6667;69,1667;137,1858;14;0,0533;0,0001
VGG16+VGG19;ReliefF;RandomForest;1;50176;No;75;0;74,2857;72,7273;75;137,1858;14;0,1437;0,0127
VGG16+VGG19;ReliefF;Adaboost;1;50176;No;75;0;74,2857;70,9677;74,1667;137,1858;14;0,0732;0,0065
VGG16+VGG19;ReliefF;Gaussian;1;50176;No;75;0;74,2857;72,7273;75;137,1858;14;0,0006;0,0001
VGG16+VGG19;ReliefF;J48;2;50176;No;75;0;68,5714;64,5161;72,1014;137,1858;14;0,002;0,0001
VGG16+VGG19;ReliefF;RBF;2;50176;No;75;0;82,8571;78,5714;84,9638;137,1858;14;0,0025;0,0004
VGG16+VGG19;ReliefF;LinearSVM;2;50176;No;75;0;74,2857;68,9655;76,4493;137,1858;14;0,0051;0,0002
VGG16+VGG19;ReliefF;MLP;2;50176;No;75;0;82,8571;80;86,9565;137,1858;14;0,3872;0,0002
VGG16+VGG19;ReliefF;Logistic;2;50176;No;75;0;71,4286;64,2857;72,2826;137,1858;14;0,0623;0,0001
VGG16+VGG19;ReliefF;RandomForest;2;50176;No;75;0;88,5714;84,6154;89,3116;137,1858;14;0,1403;0,0122
VGG16+VGG19;ReliefF;Adaboost;2;50176;No;75;0;88,5714;84,6154;89,3116;137,1858;14;0,0682;0,0051
VGG16+VGG19;ReliefF;Gaussian;2;50176;No;75;0;77,1429;69,2308;76,6304;137,1858;14;0,0006;0,0001
VGG16+VGG19;ReliefF;J48;3;50176;No;75;0;55,8824;57,1429;55,8824;137,1858;14;0,0021;0,0001
VGG16+VGG19;ReliefF;RBF;3;50176;No;75;0;76,4706;80;76,4706;137,1858;14;0,0024;0,0004
VGG16+VGG19;ReliefF;LinearSVM;3;50176;No;75;0;67,6471;71,7949;67,6471;137,1858;14;0,0049;0,0002
VGG16+VGG19;ReliefF;MLP;3;50176;No;75;0;64,7059;68,4211;64,7059;137,1858;14;0,513;0,0003
VGG16+VGG19;ReliefF;Logistic;3;50176;No;75;0;76,4706;77,7778;76,4706;137,1858;14;0,0845;0,0002
VGG16+VGG19;ReliefF;RandomForest;3;50176;No;75;0;76,4706;76,4706;76,4706;137,1858;14;0,1999;0,0073
VGG16+VGG19;ReliefF;Adaboost;3;50176;No;75;0;67,6471;66,6667;67,6471;137,1858;14;0,0606;0,0051
VGG16+VGG19;ReliefF;Gaussian;3;50176;No;75;0;70,5882;73,6842;70,5882;137,1858;14;0,0006;0,0002
VGG16+VGG19;ReliefF;J48;4;50176;No;75;0;64,7059;66,6667;65,7143;137,1858;14;0,0024;0,0001
VGG16+VGG19;ReliefF;RBF;4;50176;No;75;0;73,5294;78,0488;72,1429;137,1858;14;0,0023;0,0004
VGG16+VGG19;ReliefF;LinearSVM;4;50176;No;75;0;67,6471;73,1707;66,0714;137,1858;14;0,0088;0,0002
VGG16+VGG19;ReliefF;MLP;4;50176;No;75;0;73,5294;76,9231;73,2143;137,1858;14;0,4246;0,0002
VGG16+VGG19;ReliefF;Logistic;4;50176;No;75;0;70,5882;75;69,6429;137,1858;14;0,0511;0,0001
VGG16+VGG19;ReliefF;RandomForest;4;50176;No;75;0;79,4118;82,9268;78,2143;137,1858;14;0,1283;0,0097
VGG16+VGG19;ReliefF;Adaboost;4;50176;No;75;0;76,4706;80,9524;74,6429;137,1858;14;0,0746;0,0047
VGG16+VGG19;ReliefF;Gaussian;4;50176;No;75;0;70,5882;75;69,6429;137,1858;14;0,0006;0,0002
VGG16+VGG19;ReliefF;J48;5;50176;No;75;0;70,5882;70,5882;70,5882;137,1858;14;0,0021;0,0001
VGG16+VGG19;ReliefF;RBF;5;50176;No;75;0;85,2941;84,8485;85,2941;137,1858;14;0,0022;0,0004
VGG16+VGG19;ReliefF;LinearSVM;5;50176;No;75;0;82,3529;80;82,3529;137,1858;14;0,0062;0,0002
VGG16+VGG19;ReliefF;MLP;5;50176;No;75;0;76,4706;75;76,4706;137,1858;14;0,4434;0,0002
VGG16+VGG19;ReliefF;Logistic;5;50176;No;75;0;76,4706;75;76,4706;137,1858;14;0,0623;0,0001
VGG16+VGG19;ReliefF;RandomForest;5;50176;No;75;0;82,3529;81,25;82,3529;137,1858;14;0,1225;0,011
VGG16+VGG19;ReliefF;Adaboost;5;50176;No;75;0;79,4118;77,4194;79,4118;137,1858;14;0,0705;0,0048
VGG16+VGG19;ReliefF;Gaussian;5;50176;No;75;0;73,5294;68,9655;73,5294;137,1858;14;0,0007;0,0001
VGG16+VGG19;ReliefF;J48;6;50176;No;75;0;79,4118;80;79,5139;137,1858;14;0,0021;0,0001
VGG16+VGG19;ReliefF;RBF;6;50176;No;75;0;91,1765;91,4286;91,3194;137,1858;14;0,0026;0,0003
VGG16+VGG19;ReliefF;LinearSVM;6;50176;No;75;0;73,5294;72,7273;73,9583;137,1858;14;0,0053;0,0002
VGG16+VGG19;ReliefF;MLP;6;50176;No;75;0;85,2941;84,8485;85,7639;137,1858;14;0,6008;0,0004
VGG16+VGG19;ReliefF;Logistic;6;50176;No;75;0;76,4706;75;77,0833;137,1858;14;0,1256;0,0006
VGG16+VGG19;ReliefF;RandomForest;6;50176;No;75;0;94,1176;94,1176;94,4444;137,1858;14;0,2165;0,0075
VGG16+VGG19;ReliefF;Adaboost;6;50176;No;75;0;79,4118;77,4194;80,2083;137,1858;14;0,0615;0,0046
VGG16+VGG19;ReliefF;Gaussian;6;50176;No;75;0;91,1765;91,4286;91,3194;137,1858;14;0,0007;0,0002
VGG16+VGG19;ReliefF;J48;7;50176;No;75;0;67,6471;71,7949;67,6471;137,1858;14;0,0022;0,0001
VGG16+VGG19;ReliefF;RBF;7;50176;No;75;0;85,2941;87,1795;85,2941;137,1858;14;0,0023;0,0004
VGG16+VGG19;ReliefF;LinearSVM;7;50176;No;75;0;76,4706;75;76,4706;137,1858;14;0,0042;0,0002
VGG16+VGG19;ReliefF;MLP;7;50176;No;75;0;85,2941;85,7143;85,2941;137,1858;14;0,3298;0,0002
VGG16+VGG19;ReliefF;Logistic;7;50176;No;75;0;70,5882;70,5882;70,5882;137,1858;14;0,0856;0,0001
VGG16+VGG19;ReliefF;RandomForest;7;50176;No;75;0;91,1765;91,8919;91,1765;137,1858;14;0,1277;0,0083
VGG16+VGG19;ReliefF;Adaboost;7;50176;No;75;0;76,4706;75;76,4706;137,1858;14;0,0712;0,0048
VGG16+VGG19;ReliefF;Gaussian;7;50176;No;75;0;85,2941;85,7143;85,2941;137,1858;14;0,0005;0,0001
VGG16+VGG19;ReliefF;J48;8;50176;No;75;0;76,4706;80,9524;75,3472;137,1858;14;0,0021;0,0001
VGG16+VGG19;ReliefF;RBF;8;50176;No;75;0;91,1765;92,3077;90,625;137,1858;14;0,0024;0,0004
VGG16+VGG19;ReliefF;LinearSVM;8;50176;No;75;0;82,3529;84,2105;81,9444;137,1858;14;0,0063;0,0002
VGG16+VGG19;ReliefF;MLP;8;50176;No;75;0;73,5294;78,0488;72,5694;137,1858;14;0,3748;0,0002
VGG16+VGG19;ReliefF;Logistic;8;50176;No;75;0;79,4118;82,0513;78,8194;137,1858;14;0,0693;0,0001
VGG16+VGG19;ReliefF;RandomForest;8;50176;No;75;0;85,2941;86,4865;85,0694;137,1858;14;0,1322;0,0118
VGG16+VGG19;ReliefF;Adaboost;8;50176;No;75;0;82,3529;83,3333;82,2917;137,1858;14;0,0717;0,005
VGG16+VGG19;ReliefF;Gaussian;8;50176;No;75;0;88,2353;89,4737;87,8472;137,1858;14;0,0005;0,0001
VGG16+VGG19;ReliefF;J48;9;50176;No;75;0;82,3529;86,3636;80,6818;137,1858;14;0,0023;0,0001
VGG16+VGG19;ReliefF;RBF;9;50176;No;75;0;91,1765;93,0233;91,2879;137,1858;14;0,0024;0,0004
VGG16+VGG19;ReliefF;LinearSVM;9;50176;No;75;0;82,3529;85,7143;82,5758;137,1858;14;0,0034;0,0002
VGG16+VGG19;ReliefF;MLP;9;50176;No;75;0;79,4118;83,7209;78,4091;137,1858;14;0,3645;0,0002
VGG16+VGG19;ReliefF;Logistic;9;50176;No;75;0;85,2941;87,8049;86,7424;137,1858;14;0,0446;0,0001
VGG16+VGG19;ReliefF;RandomForest;9;50176;No;75;0;85,2941;88,3721;84,8485;137,1858;14;0,1272;0,01
VGG16+VGG19;ReliefF;Adaboost;9;50176;No;75;0;79,4118;83,7209;78,4091;137,1858;14;0,0793;0,0049
