ExtractionMethod;Reduction;Classification;Fold;Features;Normalization;Components;PCC;ACC;F1;ROC;ExtractionTime;ReductionTime;ClassfTrainning;ClassfPredict
EfficientNetB1+EfficientNetB5;PCA;J48;9;542720;No;40;0;82,3529;85;84,4697;276,3769;3,4294;0,0047;0,0001
EfficientNetB1+EfficientNetB5;PCA;J48;10;542720;No;40;0;79,4118;78,7879;80,8772;276,3769;3,4294;0,0044;0,0001
EfficientNetB1+EfficientNetB5;PCA;RBF;1;542720;No;40;0;82,8571;81,25;83,3333;276,3769;3,4294;0,0032;0,0006
EfficientNetB1+EfficientNetB5;PCA;RBF;2;542720;No;40;0;88,5714;85,7143;91,3043;276,3769;3,4294;0,0028;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;3;542720;No;40;0;94,1176;94,1176;94,1176;276,3769;3,4294;0,003;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;4;542720;No;40;0;82,3529;85,7143;80,7143;276,3769;3,4294;0,0028;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;5;542720;No;40;0;91,1765;90,3226;91,1765;276,3769;3,4294;0,0032;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;6;542720;No;40;0;82,3529;82,3529;82,6389;276,3769;3,4294;0,0029;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;7;542720;No;40;0;85,2941;85,7143;85,2941;276,3769;3,4294;0,0028;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;8;542720;No;40;0;91,1765;90,9091;91,6667;276,3769;3,4294;0,0031;0,0005
EfficientNetB1+EfficientNetB5;PCA;RBF;9;542720;No;40;0;94,1176;95,2381;95,4545;276,3769;3,4294;0,0027;0,0005
EfficientNetB1+EfficientNetB5;PCA;RBF;10;542720;No;40;0;82,3529;84,2105;82,1053;276,3769;3,4294;0,0034;0,0004
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;1;542720;No;40;0;88,5714;86,6667;88,3333;276,3769;3,4294;0,1144;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;2;542720;No;40;0;85,7143;81,4815;87,1377;276,3769;3,4294;0,085;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;3;542720;No;40;0;97,0588;97,1429;97,0588;276,3769;3,4294;0,1886;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;4;542720;No;40;0;82,3529;85,7143;80,7143;276,3769;3,4294;0,6659;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;5;542720;No;40;0;91,1765;90,9091;91,1765;276,3769;3,4294;0,0927;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;6;542720;No;40;0;85,2941;85,7143;85,4167;276,3769;3,4294;0,4052;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;7;542720;No;40;0;85,2941;85,7143;85,2941;276,3769;3,4294;0,4003;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;8;542720;No;40;0;88,2353;87,5;88,8889;276,3769;3,4294;0,3309;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;9;542720;No;40;0;91,1765;93,0233;91,2879;276,3769;3,4294;0,3887;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;10;542720;No;40;0;85,2941;85,7143;86,1404;276,3769;3,4294;0,1214;0,0002
EfficientNetB1+EfficientNetB5;PCA;MLP;1;542720;No;40;0;77,1429;75;77,5;276,3769;3,4294;0,1006;0,0002
EfficientNetB1+EfficientNetB5;PCA;MLP;2;542720;No;40;0;77,1429;69,2308;76,6304;276,3769;3,4294;0,0989;0,0002
EfficientNetB1+EfficientNetB5;PCA;MLP;3;542720;No;40;0;82,3529;83,3333;82,3529;276,3769;3,4294;0,0981;0,0002
EfficientNetB1+EfficientNetB5;PCA;MLP;4;542720;No;40;0;94,1176;95,2381;92,8571;276,3769;3,4294;0,1069;0,0003
EfficientNetB1+EfficientNetB5;PCA;MLP;5;542720;No;40;0;85,2941;84,8485;85,2941;276,3769;3,4294;0,1048;0,0003
EfficientNetB1+EfficientNetB5;PCA;MLP;6;542720;No;40;0;79,4118;82,0513;78,8194;276,3769;3,4294;0,0911;0,0002
EfficientNetB1+EfficientNetB5;PCA;MLP;7;542720;No;40;0;85,2941;84,8485;85,2941;276,3769;3,4294;0,1086;0,0002
EfficientNetB1+EfficientNetB5;PCA;MLP;8;542720;No;40;0;85,2941;85,7143;85,4167;276,3769;3,4294;0,1072;0,0002
EfficientNetB1+EfficientNetB5;PCA;MLP;9;542720;No;40;0;82,3529;85;84,4697;276,3769;3,4294;0,101;0,0002
EfficientNetB1+EfficientNetB5;PCA;MLP;10;542720;No;40;0;79,4118;81,0811;79,4737;276,3769;3,4294;0,1085;0,0002
EfficientNetB1+EfficientNetB5;PCA;Logistic;1;542720;No;40;0;85,7143;83,871;85,8333;276,3769;3,4294;0,0238;0,0001
EfficientNetB1+EfficientNetB5;PCA;Logistic;2;542720;No;40;0;85,7143;81,4815;87,1377;276,3769;3,4294;0,0265;0,0002
EfficientNetB1+EfficientNetB5;PCA;Logistic;3;542720;No;40;0;91,1765;91,4286;91,1765;276,3769;3,4294;0,0201;0,0001
EfficientNetB1+EfficientNetB5;PCA;Logistic;4;542720;No;40;0;91,1765;92,6829;90,3571;276,3769;3,4294;0,0195;0,0001
EfficientNetB1+EfficientNetB5;PCA;Logistic;5;542720;No;40;0;94,1176;93,75;94,1176;276,3769;3,4294;0,0173;0,0001
EfficientNetB1+EfficientNetB5;PCA;Logistic;6;542720;No;40;0;85,2941;85,7143;85,4167;276,3769;3,4294;0,0207;0,0001
EfficientNetB1+EfficientNetB5;PCA;Logistic;7;542720;No;40;0;85,2941;85,7143;85,2941;276,3769;3,4294;0,0187;0,0001
EfficientNetB1+EfficientNetB5;PCA;Logistic;8;542720;No;40;0;91,1765;91,4286;91,3194;276,3769;3,4294;0,0155;0,0001
EfficientNetB1+EfficientNetB5;PCA;Logistic;9;542720;No;40;0;91,1765;93,0233;91,2879;276,3769;3,4294;0,0209;0,0001
EfficientNetB1+EfficientNetB5;PCA;Logistic;10;542720;No;40;0;85,2941;85,7143;86,1404;276,3769;3,4294;0,0164;0,0001
EfficientNetB1+EfficientNetB5;PCA;RandomForest;1;542720;No;40;0;82,8571;80;82,5;276,3769;3,4294;0,1186;0,0068
EfficientNetB1+EfficientNetB5;PCA;RandomForest;2;542720;No;40;0;88,5714;84,6154;89,3116;276,3769;3,4294;0,1177;0,0068
EfficientNetB1+EfficientNetB5;PCA;RandomForest;3;542720;No;40;0;85,2941;86,4865;85,2941;276,3769;3,4294;0,1172;0,0071
EfficientNetB1+EfficientNetB5;PCA;RandomForest;4;542720;No;40;0;76,4706;80;75,7143;276,3769;3,4294;0,1207;0,0069
EfficientNetB1+EfficientNetB5;PCA;RandomForest;5;542720;No;40;0;85,2941;85,7143;85,2941;276,3769;3,4294;0,1186;0,007
EfficientNetB1+EfficientNetB5;PCA;RandomForest;6;542720;No;40;0;82,3529;82,3529;82,6389;276,3769;3,4294;0,1192;0,0069
EfficientNetB1+EfficientNetB5;PCA;RandomForest;7;542720;No;40;0;79,4118;81,0811;79,4118;276,3769;3,4294;0,1158;0,0067
EfficientNetB1+EfficientNetB5;PCA;RandomForest;8;542720;No;40;0;88,2353;88,8889;88,1944;276,3769;3,4294;0,1222;0,0068
EfficientNetB1+EfficientNetB5;PCA;RandomForest;9;542720;No;40;0;91,1765;93,0233;91,2879;276,3769;3,4294;0,1179;0,0069
EfficientNetB1+EfficientNetB5;PCA;RandomForest;10;542720;No;40;0;82,3529;85;81,4035;276,3769;3,4294;0,1148;0,0067
EfficientNetB1+EfficientNetB5;PCA;Adaboost;1;542720;No;40;0;71,4286;72,2222;73,3333;276,3769;3,4294;0,0794;0,0043
EfficientNetB1+EfficientNetB5;PCA;Adaboost;2;542720;No;40;0;74,2857;68,9655;76,4493;276,3769;3,4294;0,0785;0,0045
EfficientNetB1+EfficientNetB5;PCA;Adaboost;3;542720;No;40;0;79,4118;81,0811;79,4118;276,3769;3,4294;0,0783;0,0045
EfficientNetB1+EfficientNetB5;PCA;Adaboost;4;542720;No;40;0;79,4118;82,9268;78,2143;276,3769;3,4294;0,0808;0,0047
EfficientNetB1+EfficientNetB5;PCA;Adaboost;5;542720;No;40;0;79,4118;78,7879;79,4118;276,3769;3,4294;0,0801;0,0043
EfficientNetB1+EfficientNetB5;PCA;Adaboost;6;542720;No;40;0;76,4706;76,4706;76,7361;276,3769;3,4294;0,0808;0,0045
EfficientNetB1+EfficientNetB5;PCA;Adaboost;7;542720;No;40;0;88,2353;88,2353;88,2353;276,3769;3,4294;0,0781;0,0043
EfficientNetB1+EfficientNetB5;PCA;Adaboost;8;542720;No;40;0;91,1765;91,4286;91,3194;276,3769;3,4294;0,0797;0,0045
EfficientNetB1+EfficientNetB5;PCA;Adaboost;9;542720;No;40;0;88,2353;90;90,9091;276,3769;3,4294;0,0788;0,0043
EfficientNetB1+EfficientNetB5;PCA;Adaboost;10;542720;No;40;0;79,4118;81,0811;79,4737;276,3769;3,4294;0,0824;0,0044
EfficientNetB1+EfficientNetB5;PCA;Gaussian;1;542720;No;40;0;62,8571;64,8649;65;276,3769;3,4294;0,0004;0,0001
EfficientNetB1+EfficientNetB5;PCA;Gaussian;2;542720;No;40;0;65,7143;66,6667;73,913;276,3769;3,4294;0,0004;0,0001
EfficientNetB1+EfficientNetB5;PCA;Gaussian;3;542720;No;40;0;67,6471;74,4186;67,6471;276,3769;3,4294;0,0004;0,0001
EfficientNetB1+EfficientNetB5;PCA;Gaussian;4;542720;No;40;0;67,6471;76,5957;62,8571;276,3769;3,4294;0,0004;0,0001
EfficientNetB1+EfficientNetB5;PCA;Gaussian;5;542720;No;40;0;70,5882;73,6842;70,5882;276,3769;3,4294;0,0005;0,0001
EfficientNetB1+EfficientNetB5;PCA;Gaussian;6;542720;No;40;0;76,4706;80;75,6944;276,3769;3,4294;0,0004;0,0002
EfficientNetB1+EfficientNetB5;PCA;Gaussian;7;542720;No;40;0;70,5882;72,2222;70,5882;276,3769;3,4294;0,0004;0,0001
EfficientNetB1+EfficientNetB5;PCA;Gaussian;8;542720;No;40;0;73,5294;78,0488;72,5694;276,3769;3,4294;0,0004;0,0001
EfficientNetB1+EfficientNetB5;PCA;Gaussian;9;542720;No;40;0;79,4118;84,4444;76,5152;276,3769;3,4294;0,0006;0,0002
EfficientNetB1+EfficientNetB5;PCA;Gaussian;10;542720;No;40;0;76,4706;80,9524;74,7368;276,3769;3,4294;0,0005;0,0002
EfficientNetB1+EfficientNetB5;UMAP;J48;1;542720;No;40;0;82,8571;80;82,5;276,3769;15,6594;0,0048;0,0001
EfficientNetB1+EfficientNetB5;UMAP;J48;2;542720;No;40;0;85,7143;80;85,1449;276,3769;15,6594;0,0054;0,0001
EfficientNetB1+EfficientNetB5;UMAP;J48;3;542720;No;40;0;82,3529;81,25;82,3529;276,3769;15,6594;0,0049;0,0001
EfficientNetB1+EfficientNetB5;UMAP;J48;4;542720;No;40;0;79,4118;82,0513;79,2857;276,3769;15,6594;0,0047;0,0001
EfficientNetB1+EfficientNetB5;UMAP;J48;5;542720;No;40;0;70,5882;70,5882;70,5882;276,3769;15,6594;0,0057;0,0001
EfficientNetB1+EfficientNetB5;UMAP;J48;6;542720;No;40;0;79,4118;82,0513;78,8194;276,3769;15,6594;0,0068;0,0001
EfficientNetB1+EfficientNetB5;UMAP;J48;7;542720;No;40;0;73,5294;74,2857;73,5294;276,3769;15,6594;0,0051;0,0001
EfficientNetB1+EfficientNetB5;UMAP;J48;8;542720;No;40;0;76,4706;76,4706;76,7361;276,3769;15,6594;0,0053;0,0001
EfficientNetB1+EfficientNetB5;UMAP;J48;9;542720;No;40;0;82,3529;85;84,4697;276,3769;15,6594;0,0047;0,0001
EfficientNetB1+EfficientNetB5;UMAP;J48;10;542720;No;40;0;73,5294;72,7273;74,9123;276,3769;15,6594;0,005;0,0001
EfficientNetB1+EfficientNetB5;UMAP;RBF;1;542720;No;40;0;71,4286;68,75;71,6667;276,3769;15,6594;0,0033;0,0009
EfficientNetB1+EfficientNetB5;UMAP;RBF;2;542720;No;40;0;88,5714;84,6154;89,3116;276,3769;15,6594;0,003;0,0004
EfficientNetB1+EfficientNetB5;UMAP;RBF;3;542720;No;40;0;70,5882;72,2222;70,5882;276,3769;15,6594;0,0027;0,0006
EfficientNetB1+EfficientNetB5;UMAP;RBF;4;542720;No;40;0;76,4706;80;75,7143;276,3769;15,6594;0,0032;0,0005
EfficientNetB1+EfficientNetB5;UMAP;RBF;5;542720;No;40;0;73,5294;75,6757;73,5294;276,3769;15,6594;0,0028;0,0005
EfficientNetB1+EfficientNetB5;UMAP;RBF;6;542720;No;40;0;88,2353;89,4737;87,8472;276,3769;15,6594;0,0038;0,0005
EfficientNetB1+EfficientNetB5;UMAP;RBF;7;542720;No;40;0;70,5882;73,6842;70,5882;276,3769;15,6594;0,0027;0,0004
EfficientNetB1+EfficientNetB5;UMAP;RBF;8;542720;No;40;0;76,4706;77,7778;76,3889;276,3769;15,6594;0,0043;0,0006
EfficientNetB1+EfficientNetB5;UMAP;RBF;9;542720;No;40;0;85,2941;88,3721;84,8485;276,3769;15,6594;0,0028;0,0004
EfficientNetB1+EfficientNetB5;UMAP;RBF;10;542720;No;40;0;79,4118;82,0513;78,7719;276,3769;15,6594;0,0042;0,0008
EfficientNetB1+EfficientNetB5;UMAP;LinearSVM;1;542720;No;40;0;71,4286;68,75;71,6667;276,3769;15,6594;0,0021;0,0003
EfficientNetB1+EfficientNetB5;UMAP;LinearSVM;2;542720;No;40;0;88,5714;84,6154;89,3116;276,3769;15,6594;0,002;0,0004
EfficientNetB1+EfficientNetB5;UMAP;LinearSVM;3;542720;No;40;0;70,5882;72,2222;70,5882;276,3769;15,6594;0,0023;0,0003
EfficientNetB1+EfficientNetB5;UMAP;LinearSVM;4;542720;No;40;0;79,4118;82,9268;78,2143;276,3769;15,6594;0,0019;0,0002
EfficientNetB1+EfficientNetB5;UMAP;LinearSVM;5;542720;No;40;0;76,4706;78,9474;76,4706;276,3769;15,6594;0,0034;0,0004
EfficientNetB1+EfficientNetB5;UMAP;LinearSVM;6;542720;No;40;0;91,1765;92,3077;90,625;276,3769;15,6594;0,0021;0,0002
EfficientNetB1+EfficientNetB5;UMAP;LinearSVM;7;542720;No;40;0;73,5294;75,6757;73,5294;276,3769;15,6594;0,0019;0,0002
EfficientNetB1+EfficientNetB5;UMAP;LinearSVM;8;542720;No;40;0;76,4706;77,7778;76,3889;276,3769;15,6594;0,0031;0,0003
EfficientNetB1+EfficientNetB5;UMAP;LinearSVM;9;542720;No;40;0;88,2353;90,9091;87,1212;276,3769;15,6594;0,002;0,0002
EfficientNetB1+EfficientNetB5;UMAP;LinearSVM;10;542720;No;40;0;79,4118;82,0513;78,7719;276,3769;15,6594;0,0026;0,0004
EfficientNetB1+EfficientNetB5;UMAP;MLP;1;542720;No;40;0;77,1429;73,3333;76,6667;276,3769;15,6594;0,4858;0,0003
EfficientNetB1+EfficientNetB5;UMAP;MLP;2;542720;No;40;0;88,5714;84,6154;89,3116;276,3769;15,6594;0,413;0,0002
EfficientNetB1+EfficientNetB5;UMAP;MLP;3;542720;No;40;0;70,5882;72,2222;70,5882;276,3769;15,6594;0,4437;0,0002
EfficientNetB1+EfficientNetB5;UMAP;MLP;4;542720;No;40;0;79,4118;82,9268;78,2143;276,3769;15,6594;0,4218;0,0002
EfficientNetB1+EfficientNetB5;UMAP;MLP;5;542720;No;40;0;79,4118;81,0811;79,4118;276,3769;15,6594;0,5071;0,0002
EfficientNetB1+EfficientNetB5;UMAP;MLP;6;542720;No;40;0;91,1765;92,3077;90,625;276,3769;15,6594;0,4132;0,0002
EfficientNetB1+EfficientNetB5;UMAP;MLP;7;542720;No;40;0;76,4706;78,9474;76,4706;276,3769;15,6594;0,4816;0,0002
EfficientNetB1+EfficientNetB5;UMAP;MLP;8;542720;No;40;0;76,4706;77,7778;76,3889;276,3769;15,6594;0,299;0,0002
EfficientNetB1+EfficientNetB5;UMAP;MLP;9;542720;No;40;0;91,1765;93,0233;91,2879;276,3769;15,6594;0,6003;0,0002
EfficientNetB1+EfficientNetB5;UMAP;MLP;10;542720;No;40;0;82,3529;84,2105;82,1053;276,3769;15,6594;0,47;0,0002
EfficientNetB1+EfficientNetB5;UMAP;Logistic;1;542720;No;40;0;80;77,4194;80;276,3769;15,6594;0,048;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Logistic;2;542720;No;40;0;88,5714;83,3333;87,3188;276,3769;15,6594;0,0716;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Logistic;3;542720;No;40;0;73,5294;75,6757;73,5294;276,3769;15,6594;0,0513;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Logistic;4;542720;No;40;0;79,4118;82,9268;78,2143;276,3769;15,6594;0,0168;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Logistic;5;542720;No;40;0;85,2941;86,4865;85,2941;276,3769;15,6594;0,0168;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Logistic;6;542720;No;40;0;88,2353;89,4737;87,8472;276,3769;15,6594;0,0176;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Logistic;7;542720;No;40;0;73,5294;74,2857;73,5294;276,3769;15,6594;0,0345;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Logistic;8;542720;No;40;0;91,1765;91,8919;90,9722;276,3769;15,6594;0,0355;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Logistic;9;542720;No;40;0;88,2353;90,4762;89,0152;276,3769;15,6594;0,046;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Logistic;10;542720;No;40;0;82,3529;84,2105;82,1053;276,3769;15,6594;0,0398;0,0001
EfficientNetB1+EfficientNetB5;UMAP;RandomForest;1;542720;No;40;0;82,8571;80;82,5;276,3769;15,6594;0,1066;0,0065
EfficientNetB1+EfficientNetB5;UMAP;RandomForest;2;542720;No;40;0;88,5714;84,6154;89,3116;276,3769;15,6594;0,1086;0,0066
EfficientNetB1+EfficientNetB5;UMAP;RandomForest;3;542720;No;40;0;88,2353;88,2353;88,2353;276,3769;15,6594;0,109;0,0065
EfficientNetB1+EfficientNetB5;UMAP;RandomForest;4;542720;No;40;0;73,5294;78,0488;72,1429;276,3769;15,6594;0,1082;0,0066
EfficientNetB1+EfficientNetB5;UMAP;RandomForest;5;542720;No;40;0;79,4118;78,7879;79,4118;276,3769;15,6594;0,1076;0,0067
EfficientNetB1+EfficientNetB5;UMAP;RandomForest;6;542720;No;40;0;94,1176;94,7368;93,75;276,3769;15,6594;0,1081;0,0065
EfficientNetB1+EfficientNetB5;UMAP;RandomForest;7;542720;No;40;0;82,3529;83,3333;82,3529;276,3769;15,6594;0,1088;0,0067
EfficientNetB1+EfficientNetB5;UMAP;RandomForest;8;542720;No;40;0;94,1176;94,4444;94,0972;276,3769;15,6594;0,1085;0,0066
EfficientNetB1+EfficientNetB5;UMAP;RandomForest;9;542720;No;40;0;91,1765;93,0233;91,2879;276,3769;15,6594;0,1065;0,0065
EfficientNetB1+EfficientNetB5;UMAP;RandomForest;10;542720;No;40;0;79,4118;81,0811;79,4737;276,3769;15,6594;0,1073;0,0066
EfficientNetB1+EfficientNetB5;UMAP;Adaboost;1;542720;No;40;0;82,8571;78,5714;81,6667;276,3769;15,6594;0,076;0,0043
EfficientNetB1+EfficientNetB5;UMAP;Adaboost;2;542720;No;40;0;85,7143;80;85,1449;276,3769;15,6594;0,0743;0,0043
EfficientNetB1+EfficientNetB5;UMAP;Adaboost;3;542720;No;40;0;91,1765;91,4286;91,1765;276,3769;15,6594;0,0743;0,0043
EfficientNetB1+EfficientNetB5;UMAP;Adaboost;4;542720;No;40;0;70,5882;75;69,6429;276,3769;15,6594;0,0751;0,0043
EfficientNetB1+EfficientNetB5;UMAP;Adaboost;5;542720;No;40;0;82,3529;81,25;82,3529;276,3769;15,6594;0,0764;0,0044
EfficientNetB1+EfficientNetB5;UMAP;Adaboost;6;542720;No;40;0;85,2941;87,8049;84,375;276,3769;15,6594;0,0781;0,0044
EfficientNetB1+EfficientNetB5;UMAP;Adaboost;7;542720;No;40;0;79,4118;80;79,4118;276,3769;15,6594;0,0804;0,0044
EfficientNetB1+EfficientNetB5;UMAP;Adaboost;8;542720;No;40;0;79,4118;77,4194;80,2083;276,3769;15,6594;0,0773;0,0044
EfficientNetB1+EfficientNetB5;UMAP;Adaboost;9;542720;No;40;0;94,1176;95,2381;95,4545;276,3769;15,6594;0,0763;0,0044
EfficientNetB1+EfficientNetB5;UMAP;Adaboost;10;542720;No;40;0;82,3529;84,2105;82,1053;276,3769;15,6594;0,0759;0,0043
EfficientNetB1+EfficientNetB5;UMAP;Gaussian;1;542720;No;40;0;77,1429;73,3333;76,6667;276,3769;15,6594;0,0004;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Gaussian;2;542720;No;40;0;88,5714;84,6154;89,3116;276,3769;15,6594;0,0004;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Gaussian;3;542720;No;40;0;70,5882;72,2222;70,5882;276,3769;15,6594;0,0004;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Gaussian;4;542720;No;40;0;79,4118;82,9268;78,2143;276,3769;15,6594;0,0004;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Gaussian;5;542720;No;40;0;73,5294;75,6757;73,5294;276,3769;15,6594;0,0004;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Gaussian;6;542720;No;40;0;91,1765;92,3077;90,625;276,3769;15,6594;0,0004;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Gaussian;7;542720;No;40;0;70,5882;72,2222;70,5882;276,3769;15,6594;0,0004;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Gaussian;8;542720;No;40;0;79,4118;80;79,5139;276,3769;15,6594;0,0004;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Gaussian;9;542720;No;40;0;82,3529;85,7143;82,5758;276,3769;15,6594;0,0005;0,0001
EfficientNetB1+EfficientNetB5;UMAP;Gaussian;10;542720;No;40;0;76,4706;78,9474;76,1404;276,3769;15,6594;0,0004;0,0001
EfficientNetB1+EfficientNetB5;PCA;J48;1;542720;No;30;0;62,8571;60,6061;63,3333;342,4297;4,659;0,0029;0,0001
EfficientNetB1+EfficientNetB5;PCA;J48;2;542720;No;30;0;60;50;59,6014;342,4297;4,659;0,0031;0,0001
EfficientNetB1+EfficientNetB5;PCA;J48;3;542720;No;30;0;70,5882;73,6842;70,5882;342,4297;4,659;0,0034;0,0001
EfficientNetB1+EfficientNetB5;PCA;J48;4;542720;No;30;0;76,4706;78,9474;76,7857;342,4297;4,659;0,0032;0,0001
EfficientNetB1+EfficientNetB5;PCA;J48;5;542720;No;30;0;73,5294;72,7273;73,5294;342,4297;4,659;0,0031;0,0001
EfficientNetB1+EfficientNetB5;PCA;J48;6;542720;No;30;0;61,7647;62,8571;61,8056;342,4297;4,659;0,0032;0,0001
EfficientNetB1+EfficientNetB5;PCA;J48;7;542720;No;30;0;79,4118;78,7879;79,4118;342,4297;4,659;0,0034;0,0001
EfficientNetB1+EfficientNetB5;PCA;J48;8;542720;No;30;0;79,4118;80;79,5139;342,4297;4,659;0,0034;0,0001
EfficientNetB1+EfficientNetB5;PCA;J48;9;542720;No;30;0;76,4706;78,9474;79,9242;342,4297;4,659;0,0032;0,0001
EfficientNetB1+EfficientNetB5;PCA;J48;10;542720;No;30;0;64,7059;68,4211;64,2105;342,4297;4,659;0,0033;0,0001
EfficientNetB1+EfficientNetB5;PCA;RBF;1;542720;No;30;0;80;78,7879;80,8333;342,4297;4,659;0,0028;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;2;542720;No;30;0;85,7143;82,7586;89,1304;342,4297;4,659;0,0027;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;3;542720;No;30;0;91,1765;91,4286;91,1765;342,4297;4,659;0,0026;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;4;542720;No;30;0;79,4118;82,9268;78,2143;342,4297;4,659;0,0027;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;5;542720;No;30;0;85,2941;83,871;85,2941;342,4297;4,659;0,0028;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;6;542720;No;30;0;82,3529;82,3529;82,6389;342,4297;4,659;0,0027;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;7;542720;No;30;0;85,2941;86,4865;85,2941;342,4297;4,659;0,003;0,0006
EfficientNetB1+EfficientNetB5;PCA;RBF;8;542720;No;30;0;97,0588;97,1429;97,2222;342,4297;4,659;0,0032;0,0005
EfficientNetB1+EfficientNetB5;PCA;RBF;9;542720;No;30;0;97,0588;97,6744;97,7273;342,4297;4,659;0,0027;0,0004
EfficientNetB1+EfficientNetB5;PCA;RBF;10;542720;No;30;0;79,4118;82,0513;78,7719;342,4297;4,659;0,0027;0,0004
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;1;542720;No;30;0;82,8571;80;82,5;342,4297;4,659;0,2824;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;2;542720;No;30;0;97,1429;96;97,8261;342,4297;4,659;0,2575;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;3;542720;No;30;0;94,1176;94,1176;94,1176;342,4297;4,659;0,1401;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;4;542720;No;30;0;85,2941;87,1795;85,3571;342,4297;4,659;0,5864;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;5;542720;No;30;0;97,0588;96,9697;97,0588;342,4297;4,659;0,23;0,0003
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;6;542720;No;30;0;82,3529;82,3529;82,6389;342,4297;4,659;0,2453;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;7;542720;No;30;0;91,1765;91,4286;91,1765;342,4297;4,659;0,0736;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;8;542720;No;30;0;94,1176;94,1176;94,4444;342,4297;4,659;0,426;0,0004
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;9;542720;No;30;0;88,2353;90,4762;89,0152;342,4297;4,659;0,1801;0,0002
EfficientNetB1+EfficientNetB5;PCA;LinearSVM;10;542720;No;30;0;82,3529;84,2105;82,1053;342,4297;4,659;0,3232;0,0002
EfficientNetB1+EfficientNetB5;PCA;MLP;1;542720;No;30;0;71,4286;68,75;71,6667;342,4297;4,659;0,2241;0,0003
EfficientNetB1+EfficientNetB5;PCA;MLP;2;542720;No;30;0;85,7143;82,7586;89,1304;342,4297;4,659;0,258;0,0003
EfficientNetB1+EfficientNetB5;PCA;MLP;3;542720;No;30;0;85,2941;85,7143;85,2941;342,4297;4,659;0,2382;0,0005
EfficientNetB1+EfficientNetB5;PCA;MLP;4;542720;No;30;0;91,1765;92,6829;90,3571;342,4297;4,659;0,1769;0,0003
EfficientNetB1+EfficientNetB5;PCA;MLP;5;542720;No;30;0;79,4118;75,8621;79,4118;342,4297;4,659;0,2511;0,0003
EfficientNetB1+EfficientNetB5;PCA;MLP;6;542720;No;30;0;85,2941;85,7143;85,4167;342,4297;4,659;0,2557;0,0004
EfficientNetB1+EfficientNetB5;PCA;MLP;7;542720;No;30;0;82,3529;81,25;82,3529;342,4297;4,659;0,1945;0,0002
EfficientNetB1+EfficientNetB5;PCA;MLP;8;542720;No;30;0;85,2941;85,7143;85,4167;342,4297;4,659;0,1522;0,0002
EfficientNetB1+EfficientNetB5;PCA;MLP;9;542720;No;30;0;82,3529;85,7143;82,5758;342,4297;4,659;0,2147;0,0002
